model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.13271604938271606, 0.13271604938271606, 0.1419753086419753, 0.14506172839506173, 0.15123456790123457, 0.1388888888888889, 0.14814814814814814, 0.15123456790123457, 0.14814814814814814, 0.15432098765432098]",0.17777777777777778,Models\DecisionTrees\20260504_May\baseline.pkl,"[86.72839506172839, 86.72839506172839, 85.80246913580247, 85.49382716049382, 84.87654320987654, 86.11111111111111, 85.18518518518519, 84.87654320987654, 85.18518518518519, 84.5679012345679]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,308.0,0.0,52.0,82.22222222222221,0.0,0.0,111.0,0.0,24.0
Decision tree,batch normalisation,"[0.17901234567901234, 0.1882716049382716, 0.1882716049382716, 0.1697530864197531, 0.1574074074074074, 0.2006172839506173, 0.17901234567901234, 0.19135802469135801, 0.17592592592592593, 0.19753086419753085]",0.21481481481481482,Models\DecisionTrees\20260504_May\batch_normalisation.pkl,"[82.09876543209876, 74.38271604938271, 81.17283950617285, 83.0246913580247, 84.25925925925925, 79.93827160493827, 82.09876543209876, 76.85185185185185, 82.4074074074074, 76.5432098765432]","[0.618421052631579, 0.47863247863247865, 0.5906040268456376, 0.5736434108527132, 0.6106870229007634, 0.4628099173553719, 0.6081081081081081, 0.5441176470588235, 0.5899280575539568, 0.5294117647058824]",51.0,249.0,17.0,43.0,78.51851851851852,0.0,0.0,106.0,17.0,12.0
Decision tree,dropout,"[0.10802469135802469, 0.12654320987654322, 0.11728395061728394, 0.12037037037037036, 0.11419753086419752, 0.11728395061728394, 0.11728395061728394, 0.12037037037037036, 0.10802469135802469, 0.11728395061728394]",0.08148148148148149,Models\DecisionTrees\20260504_May\dropout.pkl,"[89.19753086419753, 87.34567901234568, 88.27160493827161, 87.96296296296296, 88.58024691358025, 88.27160493827161, 88.27160493827161, 87.96296296296296, 89.19753086419753, 88.27160493827161]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,318.0,0.0,42.0,91.85185185185185,0.0,0.0,124.0,0.0,11.0
Decision tree,layer normalisation,"[0.09259259259259259, 0.11728395061728394, 0.09259259259259259, 0.10802469135802469, 0.09567901234567901, 0.09567901234567901, 0.09876543209876543, 0.1111111111111111, 0.09567901234567901, 0.10185185185185185]",0.37777777777777777,Models\DecisionTrees\20260504_May\layer_normalisation.pkl,"[90.12345679012346, 85.80246913580247, 89.50617283950618, 87.34567901234568, 87.03703703703704, 88.27160493827161, 88.27160493827161, 85.18518518518519, 89.19753086419753, 89.81481481481481]","[0.8026315789473685, 0.7397260273972602, 0.8026315789473685, 0.75177304964539, 0.7832167832167832, 0.7973856209150327, 0.7808219178082192, 0.7352941176470589, 0.7973856209150327, 0.7785234899328859]",69.0,261.0,10.0,20.0,62.22222222222222,0.3855421686746988,16.0,68.0,20.0,31.0
Decision tree,prune,"[0.1111111111111111, 0.09876543209876543, 0.12345679012345678, 0.09259259259259259, 0.08641975308641975, 0.1111111111111111, 0.10802469135802469, 0.11728395061728394, 0.10493827160493827, 0.11728395061728394]",0.3962962962962963,Models\DecisionTrees\20260504_May\prune.pkl,"[88.27160493827161, 90.12345679012346, 86.72839506172839, 90.12345679012346, 91.35802469135803, 88.58024691358025, 87.03703703703704, 88.27160493827161, 89.19753086419753, 87.34567901234568]","[0.8285714285714286, 0.8222222222222222, 0.801980198019802, 0.8369565217391305, 0.8444444444444444, 0.8163265306122449, 0.7904191616766467, 0.8061224489795918, 0.8282828282828283, 0.8041237113402062]",80.0,240.0,12.0,28.0,55.55555555555556,0.379746835443038,15.0,71.0,16.0,33.0
Decision tree,weight normalisation,"[0.21296296296296297, 0.22839506172839505, 0.22530864197530864, 0.2191358024691358, 0.2191358024691358, 0.20987654320987653, 0.2191358024691358, 0.19753086419753085, 0.22839506172839505, 0.19444444444444445]",0.35555555555555557,Models\DecisionTrees\20260504_May\weight_normalisation.pkl,"[76.5432098765432, 77.1604938271605, 77.46913580246914, 78.08641975308642, 78.08641975308642, 79.01234567901234, 76.23456790123457, 80.24691358024691, 77.1604938271605, 78.39506172839506]","[0.4732824427480916, 0.6021505376344086, 0.546583850931677, 0.5534591194968553, 0.5359477124183006, 0.5802469135802469, 0.5644171779141104, 0.5733333333333334, 0.5432098765432098, 0.631578947368421]",49.0,230.0,25.0,56.0,64.44444444444444,0.3142857142857143,11.0,76.0,24.0,24.0
Decision tree,weight decay,"[0.1419753086419753, 0.1419753086419753, 0.16049382716049382, 0.13580246913580246, 0.12654320987654322, 0.1388888888888889, 0.15432098765432098, 0.15123456790123457, 0.12345679012345678, 0.14506172839506173]",0.43333333333333335,Models\DecisionTrees\20260504_May\weight_decay.pkl,"[85.80246913580247, 84.5679012345679, 83.9506172839506, 85.18518518518519, 85.49382716049382, 84.5679012345679, 83.33333333333334, 82.4074074074074, 87.65432098765432, 85.49382716049382]","[0.7553191489361702, 0.7722772277227723, 0.7263157894736842, 0.7981651376146789, 0.7918781725888325, 0.782608695652174, 0.7572815533980582, 0.7609756097560976, 0.7752808988764045, 0.7614213197969543]",79.0,229.0,14.0,38.0,52.59259259259259,0.35294117647058826,15.0,65.0,27.0,28.0
Decision tree,weight perturbation,"[0.1574074074074074, 0.1574074074074074, 0.18209876543209877, 0.1574074074074074, 0.1728395061728395, 0.16049382716049382, 0.16049382716049382, 0.16666666666666666, 0.1697530864197531, 0.18209876543209877]",0.1925925925925926,Models\DecisionTrees\20260504_May\weight_perturbation.pkl,"[84.25925925925925, 84.25925925925925, 81.79012345679013, 84.25925925925925, 82.71604938271605, 83.9506172839506, 83.9506172839506, 83.33333333333334, 83.0246913580247, 81.79012345679013]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,300.0,0.0,60.0,80.74074074074075,0.0,0.0,109.0,0.0,26.0
KNN,baseline,"[0.10802469135802469, 0.11419753086419752, 0.12654320987654322, 0.12345679012345678, 0.12962962962962962, 0.10802469135802469, 0.12037037037037036, 0.11728395061728394, 0.12037037037037036, 0.12037037037037036]",0.1925925925925926,Models\KNN\20260504_May\baseline.pkl,"[89.19753086419753, 88.58024691358025, 87.34567901234568, 87.65432098765432, 87.03703703703704, 89.19753086419753, 87.96296296296296, 88.27160493827161, 87.96296296296296, 87.96296296296296]","[0.46153846153846156, 0.463768115942029, 0.36923076923076925, 0.3548387096774194, 0.4, 0.4444444444444444, 0.36065573770491804, 0.45714285714285713, 0.4, 0.36065573770491804]",13.0,303.0,5.0,39.0,80.74074074074075,0.0,0.0,109.0,2.0,24.0
KNN,batch normalisation,"[0.018518518518518517, 0.012345679012345678, 0.012345679012345678, 0.009259259259259259, 0.015432098765432098, 0.015432098765432098, 0.009259259259259259, 0.012345679012345678, 0.009259259259259259, 0.009259259259259259]",0.5037037037037037,Models\KNN\20260504_May\batch_normalisation.pkl,"[98.14814814814815, 98.76543209876543, 98.76543209876543, 99.07407407407408, 98.4567901234568, 98.4567901234568, 99.07407407407408, 98.76543209876543, 99.07407407407408, 99.07407407407408]","[0.963855421686747, 0.9764705882352941, 0.9759036144578314, 0.9826589595375722, 0.9685534591194969, 0.9700598802395209, 0.9830508474576272, 0.9772727272727273, 0.9824561403508771, 0.9828571428571429]",94.0,262.0,4.0,0.0,49.629629629629626,0.02857142857142857,1.0,66.0,57.0,11.0
