column name,count,mean,std,min,25%,50%,75%,max,skewness
batch_size,405.0,104.2963,81.9606,16.0,32.0,64.0,128.0,256.0,0.8902
learning_rate,405.0,0.0052,0.0077,0.0005,0.0005,0.0024,0.0072,0.035,2.5023
number_of_epochs,405.0,152.5926,73.7567,60.0,80.0,140.0,220.0,300.0,0.3723
number_of_hidden_layers,405.0,2.9259,1.1211,2.0,2.0,2.0,4.0,5.0,0.7821
avg_number_of_neurons,405.0,118.3605,49.4018,16.0,80.0,117.3333,152.0,240.0,-0.0284
min_number_of_neurons,405.0,64.0,52.1384,16.0,16.0,48.0,96.0,224.0,1.3587
max_number_of_neurons,405.0,170.6667,69.4875,16.0,96.0,176.0,224.0,256.0,-0.5156
total_number_of_neurons,405.0,354.963,208.2361,32.0,192.0,336.0,480.0,864.0,0.6966
depth_to_width_ratio,405.0,0.0318,0.0237,0.0083,0.0147,0.0268,0.0357,0.125,2.5158
batch_size_to_dataset_ratio,405.0,0.1706,0.3639,0.0025,0.009,0.037,0.1368,2.6122,3.6601
number_of_features,405.0,13.6667,5.6209,2.0,9.0,14.0,18.0,24.0,-0.1445
proportion_of_numeric_features,405.0,0.8043,0.2898,0.0,0.6818,1.0,1.0,1.0,-1.5008
number_of_instances,405.0,3717.0864,4148.2465,88.0,673.0,1995.0,5000.0,18905.0,1.6127
number_of_classes,405.0,4.9901,2.845,2.0,3.0,4.0,7.0,11.0,0.6906
ratio_of_instances_to_features,405.0,329.96,497.7706,5.4444,58.0625,151.2857,389.4737,3781.0,3.4533
ratio_of_classes_to_features,405.0,0.4976,0.4971,0.0909,0.1667,0.3684,0.625,3.3333,2.7249
ratio_of_instances_to_classes,405.0,1205.4336,1815.3955,13.4,125.0,375.0,1666.6667,9452.5,2.5518
ratio_of_min_to_max_instances_per_class,405.0,0.5976,0.385,0.0028,0.1664,0.7838,0.9306,1.0,-0.428
proportion_of_features_with_outliers,405.0,0.4797,0.3678,0.0,0.1111,0.5,0.8235,1.0,0.0903
average_mutual_information,405.0,0.1728,0.1946,0.0022,0.048,0.0909,0.2286,0.8509,1.9285
minimum_mutual_information,405.0,0.0278,0.0569,0.0,0.0,0.0029,0.0232,0.2708,2.8012
maximum_mutual_information,405.0,0.3954,0.3384,0.0069,0.1204,0.2731,0.628,1.303,1.049
equivalent_number_of_features,405.0,1.2143,0.2868,1.0022,1.0492,1.0952,1.2569,2.3417,2.3499
noise_to_signal_ratio_of_features,405.0,1.8252,6.8255,-0.9069,-0.6207,-0.0479,0.9425,72.4841,6.1873
avg_learning_slope,405.0,-0.0023,0.0021,-0.0085,-0.0032,-0.0017,-0.0006,0.0005,-1.1238
std_learning_slope,405.0,0.0002,0.0002,0.0,0.0001,0.0001,0.0002,0.0011,2.0731
avg_validation_gap,405.0,0.0989,0.1231,-0.0269,0.0182,0.0469,0.1415,0.6283,2.0368
std_validation_gap,405.0,0.0189,0.0215,0.0,0.005,0.0126,0.0224,0.1423,2.5415
avg_first_overfit_epoch,405.0,31.2763,38.7923,4.9,13.8,19.3,30.3,280.0,3.8707
std_first_overfit_epoch,405.0,12.9831,13.2624,0.0,5.9127,8.369,13.1031,84.3866,2.678
avg_first_stay_epoch,405.0,6.6625,4.6695,2.0,3.1,5.1,9.0,33.6,1.6441
std_first_stay_epoch,405.0,1.5892,1.5688,0.0,0.6,1.1358,2.2271,12.7472,2.599
avg_percentage_weights_near_zero,405.0,29.3592,14.9508,5.4399,16.9389,27.6683,40.1789,63.9807,0.4272
std_percentage_weights_near_zero,405.0,1.4437,1.5158,0.1874,0.5573,0.894,1.6164,14.2059,3.1664
avg_avg_weights,405.0,0.1573,0.1199,0.0443,0.0848,0.122,0.1818,0.7261,2.495
std_avg_weights,405.0,0.0085,0.0097,0.0001,0.0019,0.0044,0.0115,0.0523,1.8579
