Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,target
-0.4669242184470619,-1.016001016001524,0,2,-1.5173136161947705,0.7696737904338187,0,3,0,0,0,0,-1.0874403768902134,5
0.4227914945862785,-1.016001016001524,2,3,-1.3103807277284223,-1.3777906496140369,0,1,0,0,1,0,0.7688960627334598,3
-0.4669242184470619,-1.016001016001524,0,3,-0.7906914605423009,-0.42336200959276776,0,2,0,0,1,0,0.19980037432336686,4
-1.3566399314804023,0.9842509842514766,1,1,0.9217956948344515,1.008280950439136,0,2,0,0,0,1,-1.1837707505734978,5
0.4227914945862785,-1.016001016001524,1,4,-0.030666264926404625,1.008280950439136,1,2,0,0,0,0,-0.5399994896663906,5
1.312507207619619,0.9842509842514766,1,3,-0.14747106424972833,1.008280950439136,0,4,1,1,0,0,-0.6007110980374168,5
1.312507207619619,-1.016001016001524,0,2,-0.2669149242121038,0.17315589042052545,0,4,1,0,1,0,-0.13981943052936927,5
1.312507207619619,-1.016001016001524,3,2,0.15355518328115172,0.0538523104178668,0,2,0,0,1,1,0.01421210656205472,5
-1.3566399314804023,-1.016001016001524,0,2,1.6833607192319957,-1.1391834896087196,0,2,0,0,0,1,0.9661616699971091,3
1.312507207619619,-1.016001016001524,0,2,-1.0774291859901863,-0.1847548495874505,0,2,0,0,0,0,-0.6970880538465981,3
0.4227914945862785,0.9842509842514766,0,1,1.6537383322095236,-0.661969169598085,1,3,0,1,0,0,1.1840341030956525,3
-1.3566399314804023,-1.016001016001524,0,2,-0.42498735936922627,0.7696737904338187,0,2,0,1,1,0,-0.8150466376434464,5
-0.4669242184470619,0.9842509842514766,0,1,1.567487921951113,-1.1391834896087196,1,2,1,0,0,0,1.2925161635241462,2
-0.4669242184470619,0.9842509842514766,2,1,0.5085451796132472,-1.3777906496140369,0,1,1,0,0,1,1.5601902818930504,2
-1.3566399314804023,0.9842509842514766,0,2,1.2908450435141616,-1.2584870696113784,0,2,0,1,0,0,1.4852787481061003,4
0.4227914945862785,-1.016001016001524,0,3,-1.4374239550754158,1.1275845304417946,0,1,1,0,0,0,-1.5582564640486456,5
-0.4669242184470619,0.9842509842514766,2,1,0.7998646612473573,1.3661916904471119,0,0,0,0,0,0,-1.6178298266449296,5
0.4227914945862785,-1.016001016001524,0,1,0.5041743577774093,-0.5426655895954264,1,2,0,0,0,0,0.6946053771665586,3
-1.3566399314804023,0.9842509842514766,1,0,-0.5416404953635203,-0.06545126958479185,0,0,0,1,0,0,-0.24509116949524662,5
-0.4669242184470619,-1.016001016001524,0,2,0.7628412096436746,1.008280950439136,1,1,0,0,0,0,-1.1111229174514345,5
0.4227914945862785,0.9842509842514766,0,2,1.4928919521888455,1.4854952704497706,0,3,0,1,0,0,-1.0019619194108564,5
1.312507207619619,-1.016001016001524,0,2,0.6923164449747516,1.2468881104444534,0,2,0,0,1,0,-0.9844463667049983,5
1.312507207619619,0.9842509842514766,1,2,0.6252495183707238,0.6503702104311601,0,2,1,0,0,0,-0.6411091237796327,2
0.4227914945862785,0.9842509842514766,0,0,-0.6157598697909793,-1.0198799096060611,1,2,1,0,1,0,1.4449778237824977,2
-1.3566399314804023,0.9842509842514766,2,1,0.681679073720825,0.0538523104178668,0,4,1,1,0,0,0.5453841064441822,4
0.4227914945862785,0.9842509842514766,1,1,-0.16080381524984505,-1.2584870696113784,0,2,1,0,1,0,0.83471944058583,3
-1.3566399314804023,-1.016001016001524,1,3,-0.8173557799200498,-1.6163978096193543,0,3,1,0,0,0,1.6274596985772314,2
1.312507207619619,0.9842509842514766,0,0,0.3520176566383181,-0.661969169598085,0,3,1,0,0,0,0.8244240683437893,3
-1.3566399314804023,0.9842509842514766,0,2,-1.4757067486349706,0.5310666304285013,0,2,1,0,0,0,-0.7773574234389216,5
1.312507207619619,0.9842509842514766,2,3,-0.7618767952756755,0.5310666304285013,1,3,0,0,0,0,-0.49045716308095794,5
-1.3566399314804023,0.9842509842514766,2,1,0.5330045914225429,-0.06545126958479185,0,2,0,1,0,1,0.20927622523476216,4
1.312507207619619,-1.016001016001524,0,1,1.564270029857242,0.0538523104178668,0,1,1,1,0,0,0.2377220712802871,4
-0.4669242184470619,0.9842509842514766,0,3,-0.6274043647911467,0.4117630504258427,1,0,0,0,1,0,-0.7104198365370574,5
-0.4669242184470619,0.9842509842514766,0,2,-0.8714006843427076,0.4117630504258427,1,2,0,0,0,0,-0.2660703936021409,5
-1.3566399314804023,-1.016001016001524,2,2,1.2923280571077451,1.2468881104444534,0,3,1,0,0,0,-0.866117012990585,5
0.4227914945862785,0.9842509842514766,3,4,0.9778600292276907,-0.661969169598085,0,1,1,0,0,0,0.5896997761102061,4
-0.4669242184470619,0.9842509842514766,3,1,0.8433312862222548,1.2468881104444534,0,2,1,0,0,0,-0.939390922211138,5
-0.4669242184470619,-1.016001016001524,0,2,0.08672023690924956,-1.0198799096060611,0,2,0,0,0,0,0.9493401795376828,3
-0.4669242184470619,-1.016001016001524,3,0,-0.738441821730922,-0.661969169598085,0,1,0,1,0,0,0.5956928209976773,2
0.4227914945862785,-1.016001016001524,0,1,-1.2941750793565654,-1.2584870696113784,0,2,0,1,0,0,0.5727218063465873,4
0.4227914945862785,0.9842509842514766,2,2,-0.04090624163371629,-1.6163978096193543,1,2,1,0,0,1,1.8264465104715708,1
-0.4669242184470619,-1.016001016001524,0,3,1.4639118808686662,0.0538523104178668,0,3,0,1,0,0,0.20781254467604757,4
1.312507207619619,-1.016001016001524,0,0,-1.5377364680177492,1.3661916904471119,0,1,1,1,0,0,-1.3219882842235617,5
-0.4669242184470619,-1.016001016001524,2,3,-1.621571329406473,-0.42336200959276776,0,2,1,1,0,0,0.0940174829249853,5
-1.3566399314804023,0.9842509842514766,0,0,-0.721736485710639,-1.4970942296166956,0,1,1,0,0,0,0.9839333169874682,3
1.312507207619619,-1.016001016001524,1,2,-1.4455145418550666,1.2468881104444534,0,3,0,0,0,0,-1.5718888972295983,5
-1.3566399314804023,-1.016001016001524,2,1,0.8771896939305402,0.8889773704364773,1,3,0,0,0,0,-0.432544477475772,5
-1.3566399314804023,-1.016001016001524,0,1,1.513573224826904,-1.1391834896087196,0,0,1,1,0,1,0.6282462323093838,4
0.4227914945862785,0.9842509842514766,1,2,-0.662909539355329,-1.7357013896220128,0,1,1,0,0,1,1.3476508364440598,2
-0.4669242184470619,-1.016001016001524,0,2,-0.5296194390326878,0.5310666304285013,1,1,0,0,0,0,-0.6996208358250103,5
-1.3566399314804023,-1.016001016001524,2,1,-1.154195124597921,0.4117630504258427,1,3,1,1,0,0,-0.28577199668112585,1
-1.3566399314804023,-1.016001016001524,3,4,0.7436304096086156,-1.3777906496140369,0,3,0,0,0,0,1.1774483530283708,3
1.312507207619619,-1.016001016001524,2,3,0.952417063219297,0.4117630504258427,0,2,0,0,0,0,-0.5436775798486527,5
1.312507207619619,-1.016001016001524,2,2,-0.19392679314457834,0.2924594704231841,0,4,1,0,0,0,-0.3170470756111146,5
-0.4669242184470619,0.9842509842514766,0,3,0.039165305495426,-0.06545126958479185,1,1,0,0,0,0,0.0013961821396789897,5
-1.3566399314804023,-1.016001016001524,2,2,-1.6004308571463761,-1.6163978096193543,0,1,0,0,1,1,0.9740184792157277,3
-0.4669242184470619,-1.016001016001524,0,1,-1.725670063759503,-0.06545126958479185,0,4,0,0,0,0,0.0902410435796644,5
1.312507207619619,-1.016001016001524,2,0,1.7189428277321541,-1.4970942296166956,1,0,1,0,0,0,1.7463584663360592,1
1.312507207619619,-1.016001016001524,0,0,1.5541479574621764,-0.5426655895954264,0,3,1,0,0,0,1.0262605275238608,3
-1.3566399314804023,0.9842509842514766,1,2,0.08370397304964601,0.0538523104178668,1,1,1,0,0,0,0.46598415483040123,4
0.4227914945862785,0.9842509842514766,1,4,-1.319705355809179,-1.0198799096060611,1,1,0,0,1,0,0.9738225528609481,3
1.312507207619619,-1.016001016001524,1,1,1.4121243745967826,0.7696737904338187,1,0,0,0,0,0,-0.7586571150849749,5
-1.3566399314804023,0.9842509842514766,1,3,0.7374309756769665,1.4854952704497706,0,2,0,1,0,0,-1.0854019665932029,5
1.312507207619619,0.9842509842514766,3,4,-0.7275589868277265,-1.2584870696113784,0,2,1,1,0,1,1.3234602807864464,2
0.4227914945862785,0.9842509842514766,0,2,-0.10733293626534295,0.0538523104178668,0,2,1,1,0,1,-0.40120907803414524,5
-1.3566399314804023,0.9842509842514766,0,2,-1.347563857223683,-0.1847548495874505,1,1,1,1,1,0,-0.24636537869760347,5
-1.3566399314804023,-1.016001016001524,1,0,0.8251635701659016,0.5310666304285013,0,2,0,0,0,0,-0.725530627398925,5
-0.4669242184470619,0.9842509842514766,2,3,-1.4631861557149635,-1.2584870696113784,0,1,0,0,1,1,0.40391682385960864,4
1.312507207619619,0.9842509842514766,0,1,-1.0892401469836908,1.2468881104444534,0,3,1,0,0,0,-0.9916231133234006,5
0.4227914945862785,0.9842509842514766,0,2,-1.666058777008462,-0.661969169598085,1,3,1,0,0,0,0.6288474185132672,4
-1.3566399314804023,0.9842509842514766,0,1,-1.0413623814742425,0.6503702104311601,0,2,1,0,0,0,-0.4287870595616017,5
0.4227914945862785,-1.016001016001524,1,2,0.02536195780250603,1.1275845304417946,1,2,0,0,0,0,-0.9947173081405062,5
-0.4669242184470619,0.9842509842514766,0,4,0.049299238524704005,0.8889773704364773,0,1,1,0,0,0,-0.9487106875755169,5
0.4227914945862785,0.9842509842514766,2,4,1.045140456990806,0.4117630504258427,0,3,1,0,0,0,0.02339547269902221,5
-0.4669242184470619,0.9842509842514766,2,2,-1.4790867718552365,-0.5426655895954264,1,3,0,0,0,0,0.25824548150730203,4
-1.3566399314804023,-1.016001016001524,0,0,1.6061266720038332,0.17315589042052545,0,4,1,1,0,0,0.521442109884483,4
