cap-shape,cap-surface,bruises?,odor,gill-attachment,gill-spacing,gill-size,stalk-shape,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,population,habitat,target
1.029712237713905,2,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,2.0300280920660976,2
1.029712237713905,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
-2.087047158406722,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,2.0300280920660976,2
1.029712237713905,2,0,0.40656202865404567,1,2.278612115023465,0,1,2,0.622441390325499,0.6319913825853262,2,1,-2.9105462303202203,-0.2957296600062443,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
-2.087047158406722,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
-2.087047158406722,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.2957296600062443,2
-2.087047158406722,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-2.087047158406722,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,2.0300280920660976,2
1.029712237713905,0,0,0.40656202865404567,1,2.278612115023465,0,1,0,0.622441390325499,0.6319913825853262,2,1,-2.9105462303202203,-0.2957296600062443,1
0.4063603584897796,0,0,0.40656202865404567,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,1.0830488202002277,2.0300280920660976,1
-0.8403433999584713,0,0,0.40656202865404567,1,2.278612115023465,0,1,2,0.622441390325499,0.6319913825853262,2,1,-2.9105462303202203,-0.2957296600062443,1
1.029712237713905,2,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,2
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,2.0300280920660976,2
1.029712237713905,2,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,2.0300280920660976,2
-2.087047158406722,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.2957296600062443,2
-2.087047158406722,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-2.087047158406722,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
-2.087047158406722,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-0.8403433999584713,2,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.2957296600062443,2
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
-0.8403433999584713,0,0,0.40656202865404567,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,1.0830488202002277,2.0300280920660976,1
1.029712237713905,2,1,-1.970316152682646,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
-2.087047158406722,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,2.0300280920660976,2
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,1.0830488202002277,1.448588654048012,1
-2.087047158406722,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
1.029712237713905,0,1,-0.5441892438806311,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
0.4063603584897796,0,0,0.40656202865404567,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,2.0300280920660976,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,2.0300280920660976,2
1.029712237713905,0,1,-1.970316152682646,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
-2.087047158406722,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-2.087047158406722,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,1.0830488202002277,1.448588654048012,1
1.029712237713905,0,0,0.40656202865404567,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,1.0830488202002277,2.0300280920660976,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.2957296600062443,2
1.029712237713905,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
1.029712237713905,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,1.448588654048012,1
-0.8403433999584713,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,1.448588654048012,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
1.029712237713905,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
-2.087047158406722,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
1.029712237713905,3,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,2.0300280920660976,2
1.029712237713905,2,1,0.881937664921384,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,2.0300280920660976,2
-2.087047158406722,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-0.8403433999584713,0,0,0.40656202865404567,1,2.278612115023465,0,1,2,0.622441390325499,0.6319913825853262,2,1,-2.9105462303202203,-0.2957296600062443,1
-2.087047158406722,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
1.029712237713905,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,1.0830488202002277,1.448588654048012,1
0.4063603584897796,0,0,0.40656202865404567,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,2.0300280920660976,1
-2.087047158406722,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-2.087047158406722,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-2.087047158406722,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,0.8671492160299267,1
-2.087047158406722,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
-0.8403433999584713,2,0,0.40656202865404567,1,2.278612115023465,0,1,2,0.622441390325499,0.6319913825853262,2,1,-2.9105462303202203,-0.2957296600062443,1
1.029712237713905,2,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
-0.8403433999584713,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-1.313108210112041,-0.2957296600062443,1
1.029712237713905,0,0,0.40656202865404567,1,-0.4388636369510842,1,0,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,2.0300280920660976,1
-0.8403433999584713,0,1,-0.5441892438806311,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
-2.087047158406722,3,1,-0.5441892438806311,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,0.8671492160299267,1
-0.8403433999584713,0,1,-0.5441892438806311,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
1.029712237713905,3,1,-1.970316152682646,1,-0.4388636369510842,0,0,3,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,1.448588654048012,1
-2.087047158406722,2,1,-1.970316152682646,1,-0.4388636369510842,0,0,2,0.622441390325499,0.6319913825853262,2,1,-0.5143892000079515,-0.2957296600062443,1
-0.8403433999584713,2,1,-0.5441892438806311,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
1.029712237713905,2,1,-0.5441892438806311,1,2.278612115023465,1,1,2,0.622441390325499,0.6319913825853262,2,1,0.2843298100961381,-0.8771690980243297,1
