cap-shape,bruises?,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-color,ring-number,spore-print-color,target
1.029712237713905,1,1,-0.4388636369510842,-0.2289977647710673,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.6701948585135749,2
1.029712237713905,1,1,-0.4388636369510842,-0.2289977647710673,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
-2.087047158406722,1,1,-0.4388636369510842,0.05347685426934428,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,0.05347685426934428,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.6701948585135749,2
1.029712237713905,0,1,2.278612115023465,-0.2289977647710673,1,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,0.05347685426934428,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.6701948585135749,1
-2.087047158406722,1,1,-0.4388636369510842,-0.7939470028518905,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.6701948585135749,1
-2.087047158406722,1,1,-0.4388636369510842,0.05347685426934428,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,0.6184260923501674,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.6701948585135749,2
-2.087047158406722,1,1,-0.4388636369510842,-0.7939470028518905,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.6701948585135749,1
1.029712237713905,1,1,-0.4388636369510842,-0.7939470028518905,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,0.05347685426934428,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.6701948585135749,1
-2.087047158406722,1,1,-0.4388636369510842,1.4658499494714023,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,-0.2289977647710673,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,2
1.029712237713905,0,1,2.278612115023465,0.05347685426934428,1,1.7814601887614623,2,0,0.6319913825853262,2,1,-0.6701948585135749,1
0.4063603584897796,0,1,-0.4388636369510842,-0.2289977647710673,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,1
-0.8403433999584713,0,1,2.278612115023465,-0.2289977647710673,1,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,0.05347685426934428,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.6701948585135749,2
1.029712237713905,1,1,-0.4388636369510842,0.05347685426934428,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,2
1.029712237713905,1,1,-0.4388636369510842,-0.2289977647710673,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,2
-2.087047158406722,1,1,-0.4388636369510842,-0.2289977647710673,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
1.029712237713905,1,1,-0.4388636369510842,0.05347685426934428,0,1.7814601887614623,2,2,0.6319913825853262,2,1,-0.250470603921817,2
-2.087047158406722,1,1,-0.4388636369510842,-0.2289977647710673,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
-2.087047158406722,1,1,-0.4388636369510842,1.4658499494714023,0,0.8389893256787506,2,2,0.6319913825853262,2,1,-0.250470603921817,1
