bruises?,odor,gill-attachment,gill-spacing,gill-size,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,veil-color,ring-number,ring-type,population,habitat,target
1,0.881937664921384,1,-0.4388636369510842,1,1.7814601887614623,2,2,2,1,0.9480808566164142,-0.5143892000079515,2.0300280920660976,2
1,-1.970316152682646,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-1.313108210112041,-0.2957296600062443,1
1,-0.5441892438806311,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-1.313108210112041,0.8671492160299267,1
1,0.881937664921384,1,-0.4388636369510842,1,1.7814601887614623,2,2,2,1,0.9480808566164142,-0.5143892000079515,2.0300280920660976,2
0,0.40656202865404567,1,2.278612115023465,0,1.7814601887614623,2,2,2,1,-1.2722157358170676,-2.9105462303202203,-0.2957296600062443,1
1,-1.970316152682646,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-1.313108210112041,-0.2957296600062443,1
1,-1.970316152682646,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-1.313108210112041,0.8671492160299267,1
1,-0.5441892438806311,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-0.5143892000079515,0.8671492160299267,1
1,0.881937664921384,1,-0.4388636369510842,1,1.7814601887614623,2,2,2,1,0.9480808566164142,0.2843298100961381,-0.2957296600062443,2
1,-1.970316152682646,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-0.5143892000079515,0.8671492160299267,1
1,-0.5441892438806311,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-1.313108210112041,-0.2957296600062443,1
1,-1.970316152682646,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-0.5143892000079515,0.8671492160299267,1
1,-1.970316152682646,1,-0.4388636369510842,0,0.8389893256787506,2,2,2,1,0.9480808566164142,-0.5143892000079515,-0.2957296600062443,1
