target,gain_ratio_2,gain_ratio_3,gain_ratio_4,gain_ratio_5,gain_ratio_6,gain_ratio_9,gain_ratio_10
2,0.72738015921527,0.9890897450071996,0.5241672380896487,0.9443817058416081,0.8557704537400949,0.38882151286052014,0.5267158529049313
2,-0.42236067822402257,0.18275852773773066,0.1962469647206754,-0.47644097423989823,0.6141745880288032,0.38882151286052014,0.2392625784463813
1,-0.011738950567132334,0.703514105557596,1.2268535381660202,-0.16967244104048212,0.3403659402226726,-1.2397809772101944,-0.7189150030821185
3,1.2365511015098138,-0.42198988521437103,-0.7406681020478197,1.2188588144937171,-0.9159325614760442,-0.907413122093722,-0.7029453767233101
2,0.004685918539143275,-0.5563784214259492,-1.552661159913849,-1.1868523142806513,-0.9320389525234637,0.13954562152316588,-1.1021860356935185
2,0.13608487138934813,1.2074711163510141,0.477321484751224,0.20167894125354793,-0.6260175226224942,0.7544261534886397,0.6385032374165895
2,-0.6851585839244323,-0.2708027819763456,-0.5532850886941207,0.05636753079066661,-0.4327408300534608,-0.1928222335933065,-0.5592187394940352
1,-0.6851585839244323,-1.1443282673516035,-0.8499748598374776,-1.2191437388279582,-1.383017901851208,-0.01001991327924669,0.09553594121710633
2,0.20178434781445057,-0.9763425970871309,0.08694020693101764,-0.67018952152374,0.25983398498557536,-1.123452227919429,-0.4474313549823769
2,-0.2909617253738177,-0.4387884522408183,-0.28782581977638044,-0.4280038374189378,-1.2219539913770137,-1.2231625844543708,-1.2938215519992184
2,-1.539251777450764,-1.5306953089598907,-1.615122164365082,-1.5259122720273746,1.1617918836410643,-1.8380431164198447,-1.7250014636870432
1,-1.407852824600559,1.2074711163510141,-1.6307374154778902,-1.6550779702166023,1.1617918836410643,-1.3394913337451362,-1.0702467829759017
2,-0.9151067514122908,-1.2619182365367345,-1.0373578731911766,-0.9931037669968096,-1.5762945944202416,-1.4890568685475487,-1.37366968379326
1,-1.03008083515622,-0.8083569268226583,-1.2872018909961087,-0.9123752056285422,-0.7065494778595914,-0.907413122093722,-1.7888799691222765
2,1.2365511015098138,1.2074711163510141,-1.0842036265296013,1.2188588144937171,1.1617918836410643,1.1200307941167593,-1.1181556620523267
3,1.2365511015098138,-1.799472381383047,-1.8493509310572056,1.2188588144937171,1.1617918836410643,1.1200307941167593,-1.7409710900458517
2,0.34960816977093107,0.04836999152615251,0.07132495581820938,-0.4118581251452843,-0.20725135538958858,-0.5750452669772497,-1.1500949147699433
2,0.21820921692072617,0.08196712557904705,0.10255545804382589,-0.2504010024087495,-0.5293791763379775,-1.2896361554776652,-1.27785192564041
1,0.3988827770897579,0.11556425963194158,-0.443978330904463,-0.4441495496925913,-0.4649536121482997,-0.6249004452447205,-1.0702467829759017
2,0.5795563372587895,-0.3379970500821347,0.28993847139752493,0.007930393969706169,-0.4005280479586219,-1.2730177627218418,-0.8786112666702018
3,-1.4571274319193859,-1.2619182365367345,-1.068588375416793,-1.477475135206414,-1.0769964719502387,-1.6718591888616086,-1.46948744194611
2,-0.7508580603495347,1.2074711163510141,-0.08482755530987314,-1.138415177459691,1.1617918836410643,-1.0237418713844875,-1.1660645411287518
2,0.07038539496424571,-0.30439991602924016,-0.6782070975965867,0.25011607807450836,1.1617918836410643,-0.34238776839571905,-0.6230972449292685
1,-1.7199253376197956,-0.2204070808970038,-0.7718986042734363,-0.5087323987872052,-0.06229383596281356,-0.01001991327924669,0.5267158529049313
2,1.2365511015098138,0.9218954769014105,1.2268535381660202,1.2188588144937171,0.8718768447875144,0.7378077607328161,-0.17594770688263528
2,-0.25811198716126643,-1.1947239684309454,1.2268535381660202,1.2188588144937171,1.1617918836410643,-0.2094406263491301,-0.25579583867667693
2,-0.20883737984243964,-0.5227812873730546,-0.8812053620630941,0.137096092158934,0.3081531581278337,1.1200307941167593,-0.4953402340588019
2,1.2365511015098138,0.03157142449970524,0.5085519869768405,-0.67018952152374,-0.9964645167131414,-0.14296705532583565,1.101622401822031
1,-0.04458868877968355,-0.8755511949284474,0.11817070915663415,1.2188588144937171,1.1617918836410643,1.1200307941167593,0.3989588420344646
2,0.5959812063650651,-0.18680994684410926,-0.9905121198527518,1.2188588144937171,0.3725787223175115,1.1200307941167593,1.101622401822031
3,-1.3585782172817322,-0.9931411641135782,-0.5376698375813125,-1.4128922861118,-0.36831526586378305,-0.9572683003611929,-0.9105505193878185
