dataset_name,file_name,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/85594_20260302_085216.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,0.4357497634534258,-1.2096353404404254,1.2752172823414616,-1.2347624678917017,1.017254065175138,-1.316100576325766,1.626778331164624,1.2050925659184726,-0.21137581736764624,0.9464889137733634,0.6179909854901661,1.133259485504437,0.9211542431560819,-1.3362015067107138,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/67516_20260302_085217.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,0.8026969326773633,-1.3692873992297736,1.2752172823414616,-1.2347624678917017,0.92523618974626,-1.463954300243872,1.626778331164624,1.2050925659184726,-0.3143145556082872,0.7555165722510502,0.09889313949864388,1.1366487703472048,0.7125154282476395,-1.3244011002924994,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/83399_20260302_085217.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,-0.11467099038248048,-1.250745360219579,1.2752172823414616,-1.2347624678917017,1.180820918551141,-1.0264772075031419,1.626778331164624,1.2050925659184726,-0.4301206361290081,1.101416899887434,0.09889313949864388,1.1344660580021357,1.0944133429144323,-1.2731742648890705,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/93574_20260302_085217.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,0.06880259422948828,-1.1696682745548839,1.2752172823414616,-1.2347624678917017,1.1222206425143375,-1.1341144047503782,1.626778331164624,1.2050925659184726,-0.48060020968932254,0.6216249223164679,0.09889313949864388,1.1330719626642127,0.5695063033114193,-1.0668169018432851,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/7577_20260302_085217.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,-0.29814457499444924,-1.1118967137476707,1.2752172823414616,-1.2347624678917017,1.2444310017846885,-0.9049304308066969,1.626778331164624,1.2050925659184726,-0.6090936696610315,1.0554961374897016,0.6179909854901661,1.1353017629810676,1.042693592296909,-1.18953036477362,0,1,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/83846_20260302_085217.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,0.8026969326773633,-1.080932308716871,1.2752172823414616,-1.2347624678917017,0.92523618974626,-1.463954300243872,1.626778331164624,1.2050925659184726,-0.3143145556082872,0.7762951531496337,0.6179909854901661,1.1329313760758137,0.7349496967503296,-1.333767978734164,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/23314_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,0.9861705172893321,-1.1809694220405367,1.2752172823414616,-1.2347624678917017,0.8831501366865244,-1.527920373014638,1.626778331164624,1.2050925659184726,-0.21137581736764624,0.7908482587464221,0.6179909854901661,1.1322039886408766,0.750701144555661,-1.3733025469444409,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/97332_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,-1.7314465518839912,-1.2347624678917017,-2.1702487433011752,-1.6893722049042137,-1.2077614173684146,1.1925195606042622,-0.336372856659853,0.71456943130244,-0.6865785358697232,1.1536618771074398,0.6684954733986729,-1.4259553974439148,0,1,0,1,0,0,1,1
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/56162_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,-0.07489918395491443,-1.2347624678917017,-0.5049849715988097,-1.6893722049042137,0.3868598655708053,1.2018795262964137,-0.336372856659853,0.6337411412225709,-0.03453445642808708,1.120517518558979,0.5823376807037056,-1.3936830943073355,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/926_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,0.2643607339010717,-1.2347624678917017,-0.17507774127250691,-1.6893722049042137,0.7033715858322889,1.2056116645947441,-0.336372856659853,0.6781907891566881,-0.3237314087257715,1.137256772926155,0.6295976063907268,-1.4115692664648591,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/68712_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,0.6178907467668574,-1.2347624678917017,0.1619170472155238,-1.6893722049042137,1.02962120512023,1.2049909089301378,-0.4613698962020539,0.7010530420103175,0.06419878349729966,1.1658664074862903,0.6540199668411674,-1.4206026488682721,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/29093_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,0.7304629839376573,-1.2347624678917017,0.26772666029172487,-1.6893722049042137,1.132752314007797,1.2045501330987003,-0.336372856659853,0.6758390826812389,-0.33232830239183025,1.1336081404539733,0.6270898474404834,-1.41063944141345,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/99457_20260302_085218.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,0.9515680453864955,-1.2347624678917017,0.47342475110134463,-1.6893722049042137,1.334267981017069,1.2049243337775337,-0.336372856659853,0.6823599587156065,0.30239228490512016,1.1328732415984575,0.6340454580260215,-1.4132287262400098,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/98466_20260302_085219.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,1.0590534070834796,-1.2347624678917017,0.572403026589135,-1.6893722049042137,1.431734397421062,1.2056910849872362,-0.336372856659853,0.6921601306016008,0.06650256472059177,1.1405345675767606,0.6445109275042296,-1.4171005878725753,0,0,0,1,0,0,0,0
Agaricus Lepiota,Data/Input/Subsets/Agaricus Lepiota/69391_20260302_085219.csv,-0.42929782134448735,-0.9298512857504913,0.420084025208403,-0.8237288594908642,0.1214845609782237,0.40137838130214115,0.22140598013417723,-0.2678720054210635,1.5365912711252383,-1.2787692683639704,1.1893676075757666,-1.2347624678917017,0.6915130655528435,-1.6893722049042137,1.5494708868944629,1.2049409173056034,-0.336372856659853,0.6778413748072439,0.04510466690414823,1.1304056726490443,0.6292249582624267,-1.4114340279318114,0,0,0,1,0,0,0,0
Ann thyroid,Data/Input/Subsets/Ann thyroid/32749_20260303_064351.csv,0.3632520026761046,0.14189075536757312,-0.420084025208403,-0.8237288594908642,-0.4809182207319778,-1.0724950835633111,-0.20712172335132714,-0.6522537363226583,0.4357497634534258,0.7386513315587232,1.1688899117803027,-0.28302218841924515,0.9211966930341827,-0.7666770106486793,1.2345896240174206,-1.2261348320716352,1.363586877714159,-0.8453818069416632,-0.6865785358697232,-0.10258179180555253,-0.8409831820930603,-0.738239660139071,0,0,0,0,1,0,0,0
