residual sugar,chlorides,free sulfur dioxide,density,pH,alcohol,target
-0.4611570659989154,-0.24562280114914908,-0.46855351735712547,0.5840033590895148,1.2918721636398425,-0.9543742892850674,3
0.056664837783860986,0.20009402992376119,0.8720027565130501,0.04873718632654597,-0.7083954824325219,-0.5845748022720374,3
-0.16525883526590046,0.07853489417660377,-0.08553743910850388,0.15579042087912787,-0.32124690577335663,-0.5845748022720374,3
-0.4611570659989154,-0.26588265710700865,0.10597060001580692,0.6910565936420968,-0.966494533538634,-0.5845748022720374,4
-0.535131623682169,-0.26588265710700865,-0.27704547823281467,0.5840033590895148,1.2918721636398425,-0.9543742892850674,3
-0.6830807390486765,-0.3874417928541658,-0.08553743910850388,-0.16536928277867724,-0.06314785466724451,-0.9543742892850674,3
-0.9789789697816916,-0.4684812166856041,-0.08553743910850388,-1.1288483937519738,0.5175750103215091,-0.39967505876552323,5
-0.3871825083156616,-0.3064023690227278,-0.6600615564814363,0.04873718632654597,0.32400072199192365,-0.8619244175318104,5
2.645774356697742,-0.34692208093844695,0.10597060001580692,0.5840033590895148,0.259475959215397,0.06257430000076386,3
-0.535131623682169,0.17983417396589965,-0.08553743910850388,-0.43300236916013196,-0.19219738022030056,-1.1392740327915833,3
-0.6830807390486765,0.01775532630302505,0.010216580453651524,-1.289428245580906,1.74354550307554,-0.4921249305187803,3
-0.6830807390486765,0.524251725249514,-0.6600615564814363,0.36989688998429165,-0.32124690577335663,-1.2317239045448403,3
0.9443595299829058,1.7803627946368061,3.4573612846912463,1.0122162972999018,-0.966494533538634,-1.1392740327915833,3
1.0183340876661597,1.658803658889649,3.361607265129091,1.0122162972999018,-0.9019697707621074,-1.1392740327915833,3
-0.535131623682169,0.07853489417660377,1.8295429521346043,0.10226380360283692,-0.06314785466724451,0.06257430000076386,5
-0.6091061813654229,5.670255138545841,0.010216580453651524,0.04873718632654597,-1.2891183474212755,-1.0468241610383244,3
1.3882068760824287,-0.043024241570553665,-0.9473236151679025,0.36989688998429165,0.4530502475449797,-1.3241737762980974,2
-0.535131623682169,5.123239027683633,0.10597060001580692,0.10226380360283692,-1.7407916868569702,-1.1392740327915833,4
-0.535131623682169,-0.22536294519128952,1.2550188347616718,0.04873718632654597,0.5175750103215091,-0.9543742892850674,4
-0.16525883526590046,-0.12406366540199364,0.6804947173887393,0.7981098281946787,1.356396926416372,-0.6770246740252962,3
