volatile acidity,citric acid,chlorides,free sulfur dioxide,pH,alcohol,target
0.9320001518998713,-1.3932579682543467,-0.24562280114914908,-0.46855351735712547,1.2918721636398425,-0.9543742892850674,3
1.9158004330673288,-1.3932579682543467,0.20009402992376119,0.8720027565130501,-0.7083954824325219,-0.5845748022720374,3
1.2599335789556907,-1.1886173220660021,0.07853489417660377,-0.08553743910850388,-0.32124690577335663,-0.5845748022720374,3
-1.3635338374908619,1.471711078382476,-0.26588265710700865,0.10597060001580692,-0.966494533538634,-0.5845748022720374,4
0.7133778671959924,-1.3932579682543467,-0.26588265710700865,-0.27704547823281467,1.2918721636398425,-0.9543742892850674,3
0.385444440140173,-1.08629699897183,-0.3874417928541658,-0.08553743910850388,-0.06314785466724451,-0.9543742892850674,3
0.6587222960200224,-1.3932579682543467,-0.4684812166856041,-0.08553743910850388,0.5175750103215091,-0.39967505876552323,5
0.27613329778823315,-1.2909376451601744,-0.3064023690227278,-0.6600615564814363,0.32400072199192365,-0.8619244175318104,5
-0.1611112716195254,0.4485078474407534,-0.34692208093844695,0.10597060001580692,0.259475959215397,0.06257430000076386,3
0.27613329778823315,-0.9839766758776577,0.17983417396589965,-0.08553743910850388,-0.19219738022030056,-1.1392740327915833,3
0.46742779690412783,-1.3932579682543467,0.01775532630302505,0.010216580453651524,1.74354550307554,-0.4921249305187803,3
0.44010001131614285,0.09038671661115057,0.524251725249514,-0.6600615564814363,-0.32124690577335663,-1.2317239045448403,3
0.49475558249211277,-0.4723750604067966,1.7803627946368061,3.4573612846912463,-0.966494533538634,-1.1392740327915833,3
0.49475558249211277,-0.4212148988597105,1.658803658889649,3.361607265129091,-0.9019697707621074,-1.1392740327915833,3
-1.3635338374908619,1.471711078382476,0.07853489417660377,1.8295429521346043,-0.06314785466724451,0.06257430000076386,5
0.16682215543629397,0.039226555064064694,5.670255138545841,0.010216580453651524,-1.2891183474212755,-1.0468241610383244,3
0.33078886896420306,-0.9839766758776577,-0.043024241570553665,-0.9473236151679025,0.4530502475449797,-1.3241737762980974,2
-1.1449115527869826,1.2159102706470453,5.123239027683633,0.10597060001580692,-1.7407916868569702,-1.1392740327915833,4
-1.6914672645466813,1.0624297860057867,-0.22536294519128952,1.2550188347616718,0.5175750103215091,-0.9543742892850674,4
-0.7623225545551937,0.1927070397053229,-0.12406366540199364,0.6804947173887393,1.356396926416372,-0.6770246740252962,3
-0.5437002698513144,-0.3188945757655383,0.36217287758663746,-0.5643075369192809,-0.9019697707621074,-0.8619244175318104,3
-0.2157668427954953,-0.8304961912363995,-0.08354395348627253,-0.6600615564814363,-0.9019697707621074,-0.9543742892850674,3
-0.7076669833792237,-0.677015706595141,-0.06328409752841295,0.48898667826442854,0.7756740614276212,-0.6770246740252962,4
-0.7623225545551937,-0.5746953835009688,-0.1645833773177108,-0.46855351735712547,0.19495119643886757,-1.0468241610383244,3
-0.6530114122032542,-0.16541409112427993,-0.1645833773177108,-1.1388316542922132,-0.19219738022030056,-0.8619244175318104,3
0.9866557230758413,-1.3932579682543467,-0.1645833773177108,-0.18129145867065927,1.0337731125337333,-0.9543742892850674,3
0.6313945104320375,-1.3932579682543467,-0.12406366540199364,-0.7558155760435917,0.4530502475449797,-0.5845748022720374,4
0.7953612239599472,-1.0351368374247438,0.01775532630302505,0.10597060001580692,0.259475959215397,-0.30722518701226614,3
0.8500167951359171,-1.3932579682543467,0.3419130216287779,0.5847406978265839,0.9692483497572039,0.15502417175402095,4
0.6860500816080074,-0.7793360296893133,-0.10380380944413209,-0.08553743910850388,-0.9019697707621074,-0.5845748022720374,3
0.4127722257281579,-0.7793360296893133,-0.3064023690227278,2.3083130499453812,0.9047235869806772,-0.9543742892850674,4
-1.1449115527869826,-0.11425392957719378,0.3013933097130588,-0.27704547823281467,0.4530502475449797,-1.1392740327915833,3
0.6313945104320375,-1.3932579682543467,-0.043024241570553665,-1.0430776347300579,0.5820997730980357,-0.7694745457785532,4
0.385444440140173,-0.677015706595141,-0.043024241570553665,-1.2345856738543688,0.7111492986510918,0.3399239152605368,4
-0.8169781257311636,0.039226555064064694,-0.4482213607277445,-0.27704547823281467,-0.5148211941029393,-0.6770246740252962,5
3.2821897124665744,-0.9328165143305717,1.6993233708053677,-0.8515695956057471,1.2273474008633158,-0.5845748022720374,2
-0.4343891274993746,0.4485078474407534,-0.2861425130648682,-0.37279949779497007,0.130426433662341,0.06257430000076386,3
0.44010001131614285,0.14154687815823674,-0.0025045296548345205,0.10597060001580692,-0.32124690577335663,-1.0468241610383244,2
-0.2157668427954953,-0.3700547373126243,4.9409003240628975,-0.7558155760435917,-0.6438707196559953,0.06257430000076386,4
0.7133778671959924,-0.2677344142184521,-0.3874417928541658,-0.6600615564814363,-0.06314785466724451,-0.12232544350575032,3
0.7680334383719623,-1.2909376451601744,-0.7723790560534973,-1.0430776347300579,1.09829787531026,-0.8619244175318104,3
-0.05180012926758561,-0.625855545048055,-0.6913396322220592,-0.7558155760435917,3.808337911924434,2.466270965585456,2
2.2164060745351635,0.8066289782703563,0.524251725249514,0.5847406978265839,-0.3857716685498832,-1.1392740327915833,3
-1.3088782663148923,1.2670704321941315,0.5039918692916545,-0.37279949779497007,-0.3857716685498832,-0.8619244175318104,3
-0.7076669833792237,-0.21657425267136596,-0.4482213607277445,-1.0430776347300579,0.19495119643886757,-1.1392740327915833,3
-1.1995671239629526,0.4996680089878396,-0.2861425130648682,-0.37279949779497007,0.06590167088581153,-1.1392740327915833,3
0.7133778671959924,-0.06309376803010762,-0.2861425130648682,-1.1388316542922132,-1.0310192963151634,-1.1392740327915833,3
-0.05180012926758561,-1.1886173220660021,-0.3874417928541658,-0.7558155760435917,0.5820997730980357,-0.9543742892850674,4
-0.1611112716195254,-1.1886173220660021,-0.40770164881202536,-0.9473236151679025,0.5175750103215091,-0.9543742892850674,4
-0.8169781257311636,0.4485078474407534,-0.14432352135985124,1.350772854323827,-0.7083954824325219,-0.9543742892850674,3
-0.10645570044355551,-0.625855545048055,0.44321230141807577,1.6380349130102936,-0.9019697707621074,-0.21477531525900906,4
0.49475558249211277,-1.1886173220660021,-0.08354395348627253,0.8720027565130501,0.19495119643886757,-0.8619244175318104,3
-0.5983558410272842,1.5228712399295616,-0.36718193689630624,-1.1388316542922132,-1.7407916868569702,-0.7694745457785532,3
0.5494111536680827,-0.7793360296893133,0.46347215737593533,3.265853245566935,-0.32124690577335663,-0.9543742892850674,3
0.33078886896420306,-0.4723750604067966,-0.24562280114914908,0.10597060001580692,0.7756740614276212,-0.39967505876552323,3
-0.7623225545551937,0.1927070397053229,-0.2861425130648682,-0.6600615564814363,0.6466245358745651,-0.9543742892850674,4
-0.7076669833792237,0.6531484936290981,-0.18484323327557037,0.29747863914011774,0.8401988242041478,-1.1392740327915833,3
0.8773445807239014,1.113589947552873,0.5445115812073736,0.39323265870227314,-0.6438707196559953,-1.0468241610383244,3
-0.05180012926758561,-0.5746953835009688,-0.06328409752841295,-0.37279949779497007,0.4530502475449797,-0.8619244175318104,5
1.123294651015766,-1.137457160518916,-0.14432352135985124,-0.27704547823281467,0.5175750103215091,-0.5845748022720374,3
1.068639079839796,-1.137457160518916,-0.043024241570553665,-1.1388316542922132,0.6466245358745651,0.43237378701379386,3
-0.05180012926758561,-0.8304961912363995,-0.18484323327557037,-0.46855351735712547,0.7111492986510918,-0.7694745457785532,3
0.9593279374878563,-1.0351368374247438,-0.24562280114914908,-0.9473236151679025,0.8401988242041478,0.24747404350727803,3
-1.1449115527869826,1.5228712399295616,-0.2861425130648682,1.0635107956373608,-0.19219738022030056,0.24747404350727803,3
0.9593279374878563,-1.137457160518916,-0.2861425130648682,-0.7558155760435917,0.19495119643886757,0.06257430000076386,4
0.5494111536680827,-0.9839766758776577,-0.24562280114914908,-0.08553743910850388,0.06590167088581153,-0.8619244175318104,4
0.7680334383719623,-0.21657425267136596,-0.0025045296548345205,0.10597060001580692,0.06590167088581153,-0.8619244175318104,3
0.8773445807239014,-0.2677344142184521,-0.08354395348627253,0.20172461957796234,0.0013769081092849425,-0.8619244175318104,3
0.7953612239599472,-0.06309376803010762,-0.08354395348627253,-0.46855351735712547,0.0013769081092849425,-1.1392740327915833,2
-1.1449115527869826,1.3693907552883038,0.1190546060923229,1.1592648151995164,-0.19219738022030056,-0.7694745457785532,3
-0.6530114122032542,1.8809923707591647,0.09879475013446333,-0.6600615564814363,1.485446451969428,0.06257430000076386,3
1.3965725068956154,-1.3932579682543467,0.32165316567091834,-0.18129145867065927,1.356396926416372,0.24747404350727803,4
1.2052780077797207,-0.7793360296893133,-0.043024241570553665,-0.37279949779497007,0.4530502475449797,-0.30722518701226614,3
0.5220833680800977,-0.3700547373126243,-0.1645833773177108,1.0635107956373608,-0.966494533538634,-1.2317239045448403,2
