Informational,ProductRelated,ExitRates,SpecialDay,Month,OperatingSystems,Browser,TrafficType,Weekend,target
-0.39882420493502,-0.6962181738562767,3.4343938024538225,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.7653211228175031,0,1
-0.39882420493502,-0.673792537265417,1.268054061063869,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.5163474760976794,0,1
-0.39882420493502,-0.6962181738562767,3.4343938024538225,-0.31023958317405365,2,2.068612039808802,-0.7940171892718674,-0.2673738293778557,0,1
-0.39882420493502,-0.673792537265417,2.1345899576198506,-0.31023958317405365,2,0.9658161131089493,-0.20923684923667896,-0.01840018265803205,0,1
-0.39882420493502,-0.4943874445385388,0.1848841903688924,-0.31023958317405365,2,0.9658161131089493,0.37554349079850946,-0.01840018265803205,1,1
-0.39882420493502,-0.2925567152208009,-0.3662022244307427,-0.31023958317405365,2,-0.1369798135909032,-0.20923684923667896,-0.2673738293778557,0,1
-0.39882420493502,-0.6962181738562767,3.4343938024538225,1.6931858732488698,2,-0.1369798135909032,0.9603238308336979,-0.2673738293778557,0,1
-0.39882420493502,-0.7186438104471365,3.4343938024538225,-0.31023958317405365,2,-1.2397757402907557,-0.20923684923667896,0.2305734640617916,1,1
-0.39882420493502,-0.673792537265417,1.268054061063869,3.696611329671793,2,-0.1369798135909032,-0.20923684923667896,-0.2673738293778557,0,1
-0.39882420493502,-0.6513669006745572,-0.416876853720183,1.6931858732488698,2,-0.1369798135909032,0.9603238308336979,-0.5163474760976794,0,1
-0.39882420493502,-0.6513669006745572,0.545940821155017,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.2673738293778557,0,1
-0.39882420493502,-0.3598336249933802,-0.33864792102147884,1.6931858732488698,2,-1.2397757402907557,-0.7940171892718674,-0.2673738293778557,0,1
-0.39882420493502,-0.5616643543111182,-0.2793314592160702,-0.31023958317405365,2,-1.2397757402907557,-0.7940171892718674,-0.2673738293778557,0,1
-0.39882420493502,-0.5840899909019779,0.545940821155017,-0.31023958317405365,2,-0.1369798135909032,1.5451041708688862,-0.2673738293778557,0,1
