Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,target
-0.11413161000878437,0.07807751784347432,0.3721228955271232,-0.2187908604077735,5.0027275856683,3.811578994029088,-0.31387000899478673,-0.40096159331392367,-0.3212027356865632,-0.29420562324718486,7,-0.14170717447349374,-0.21520428553189686,-0.8924924554637069,-0.5288604213327543,2,0,2
1.3569655735931228,0.15194670773535623,-0.3874236787907581,-0.24769466878420962,3.2133690024897756,2.9131261630539287,-0.4524337706295738,-0.7464183219462488,0.2873600217052013,-0.29420562324718486,6,2.0142463797951438,-0.7763295337335837,-0.07437437128864217,-0.03726336181998882,2,1,1
-0.11413161000878437,-0.01981149793282579,-0.3874236787907581,-0.24769466878420962,-0.5593749981878348,-0.5578908216969434,-0.4524337706295738,-0.2881567227043424,-0.3212027356865632,-0.29420562324718486,5,-1.2196839516078126,-0.7763295337335837,-0.4834334133761745,-0.5288604213327543,2,1,1
2.533843320474648,0.5150272125824119,1.1316694698450045,0.9113480471108788,-0.1497627923999799,-0.36337468990203226,-0.17703828666936094,-0.5324743253986607,-0.3212027356865632,-0.29420562324718486,0,0.9362696026608252,-0.21520428553189686,-0.07437437128864217,0.20853516793639396,2,1,1
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,0.3029664876813334,0.6350881586939896,-0.21295944154061455,-0.30726336261317094,-0.3212027356865632,2.908692708186085,6,-1.2196839516078126,-0.7763295337335837,-0.07437437128864217,-0.5288604213327543,2,0,1
0.18008782671159704,-0.10042598151330823,-0.3874236787907581,-0.24769466878420962,-0.4084652381607303,-0.40918212579067575,0.22546281035671287,0.08919049819029141,-0.3212027356865632,-0.29420562324718486,5,2.0142463797951438,-0.7763295337335837,-0.07437437128864217,-0.7746589510891372,2,0,1
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,-0.5809335353345639,-0.5599538325074422,-0.4524337706295738,-0.042881030195911565,-0.3212027356865632,-0.29420562324718486,6,-0.14170717447349374,-0.21520428553189686,-0.07437437128864217,-0.5288604213327543,2,1,1
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,-0.5809335353345639,-0.5664007412902512,-0.4524337706295738,-0.6151910079977486,-0.3212027356865632,-0.29420562324718486,6,-0.14170717447349374,0.907046210871477,-0.8924924554637069,-0.28306189157637157,2,0,1
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,-0.6456091467747516,-0.5999762422311201,-0.4524337706295738,0.5294289476059254,0.8359533161008788,-0.29420562324718486,8,-1.2196839516078126,3.151547203678225,1.1528027549739548,3.8955131142821355,2,1,2
-0.4083510467291658,0.5387317097319454,-0.3874236787907581,-0.24769466878420962,-0.49469938674764713,-0.47537038927698905,-0.15867859508255971,0.6725064259601667,-0.3212027356865632,-0.29420562324718486,6,-1.2196839516078126,-0.7763295337335837,-0.07437437128864217,-0.03726336181998882,2,0,1
-0.4083510467291658,-0.3988915099885196,1.8912160441628858,0.21115328919171378,-0.08508718095979227,0.5423816103971971,-0.39557793233321353,-0.289805082727928,1.6290472974584544,-0.29420562324718486,7,2.0142463797951438,-0.21520428553189686,-0.8924924554637069,1.6833263464746906,2,0,2
0.7685267001523598,0.9596544775700357,-0.3874236787907581,-0.24769466878420962,-0.5162579238943764,-0.002837763132225416,-0.4524337706295738,-0.24098832277521612,-0.3212027356865632,-0.29420562324718486,8,-1.2196839516078126,3.151547203678225,1.9709208391490196,-0.7746589510891372,2,1,1
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,-0.6456091467747516,-0.603019183176606,-0.4524337706295738,1.244816403762004,-0.3212027356865632,-0.29420562324718486,1,0.9362696026608252,-0.21520428553189686,-0.4834334133761745,1.6833263464746906,1,0,1
0.7685267001523598,-0.16664502159727596,-0.3874236787907581,-0.24769466878420962,-0.6456091467747516,-0.6125606081751632,-0.4524337706295738,-0.1859585300117768,-0.3212027356865632,-0.29420562324718486,5,-0.14170717447349374,1.4681714590731638,-0.4834334133761745,-0.7746589510891372,2,0,1
-0.7025704834495472,-0.46319115762547924,0.3721228955271232,-0.1530346963513813,0.6479030820290007,0.37405712036107946,-0.22512321943436278,-0.4238969225415154,-0.3212027356865632,-0.29420562324718486,0,-0.14170717447349374,0.907046210871477,-0.8924924554637069,-0.03726336181998882,2,0,1
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,-0.10664571810652149,-0.09506724017909005,-0.2892364557771523,-0.026983525447121313,-0.3212027356865632,-0.29420562324718486,7,-0.14170717447349374,-0.21520428553189686,-0.8924924554637069,-0.5288604213327543,0,1,2
0.18008782671159704,-0.2818085695693937,-0.3874236787907581,-0.24769466878420962,-0.4084652381607303,-0.12233766433037184,-0.4524337706295738,-0.042881030195911565,-0.3212027356865632,-0.29420562324718486,5,-0.14170717447349374,-0.21520428553189686,-0.8924924554637069,2.1749234059874563,2,0,1
0.47430726343197843,-0.07835296817117957,-0.3874236787907581,-0.24769466878420962,2.00609092227294,0.9707891559008964,-0.24027724149295104,-0.4227555504593029,-0.3212027356865632,-0.29420562324718486,7,-0.14170717447349374,1.4681714590731638,-0.07437437128864217,-0.7746589510891372,2,0,2
-0.7025704834495472,-0.46319115762547924,-0.3874236787907581,-0.24769466878420962,-0.49469938674764713,-0.5032210352187236,-0.4524337706295738,-0.1859585300117768,-0.3212027356865632,-0.29420562324718486,5,-0.14170717447349374,-0.21520428553189686,1.1528027549739548,-0.28306189157637157,2,1,1
0.47430726343197843,0.30725297830798876,1.1316694698450045,0.14539712513532158,-0.4084652381607303,-0.3981180023121907,-0.4524337706295738,-0.3963665952522122,-0.3212027356865632,-0.29420562324718486,7,-1.2196839516078126,-0.7763295337335837,-0.07437437128864217,-0.5288604213327543,0,0,1
