Administrative,Informational,ProductRelated,BounceRates,ExitRates,PageValues,Browser,Region,TrafficType,VisitorType,Weekend,target
-0.7023023701245499,-0.39882420493502,-0.6962181738562767,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.7940171892718674,-0.8963702408780065,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.5163474760976794,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6962181738562767,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,0.6547477168259039,2.1345899576198506,-0.31896228875540733,-0.20923684923667896,-0.4800923675126068,-0.01840018265803205,2,0,1
-0.7023023701245499,-0.39882420493502,-0.4943874445385388,-0.00818315642390665,0.1848841903688924,-0.31896228875540733,0.37554349079850946,-0.8963702408780065,-0.01840018265803205,2,1,1
-0.7023023701245499,-0.39882420493502,-0.2925567152208009,-0.1012260790246077,-0.3662022244307427,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6962181738562767,3.9694020830749572,3.4343938024538225,-0.31896228875540733,0.9603238308336979,-0.06381449414720712,-0.2673738293778557,2,0,1
-0.40202911196683494,-0.39882420493502,-0.7186438104471365,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,2,1,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6513669006745572,-0.4501370719237804,-0.416876853720183,-0.31896228875540733,0.9603238308336979,-0.8963702408780065,-0.5163474760976794,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6513669006745572,-0.4501370719237804,0.545940821155017,-0.31896228875540733,-0.7940171892718674,-0.06381449414720712,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.3598336249933802,-0.03580527614264878,-0.33864792102147884,-0.31896228875540733,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.5616643543111182,-0.4501370719237804,-0.2793314592160702,-0.31896228875540733,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.5840899909019779,-0.4501370719237804,0.545940821155017,-0.31896228875540733,1.5451041708688862,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.20923684923667896,-0.06381449414720712,-0.2673738293778557,2,0,1
-0.10175585380912001,-0.39882420493502,-0.20285416885736182,-0.2659896144980649,-0.5448985637898,-0.31896228875540733,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6962181738562767,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.7940171892718674,0.3524633792181926,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.4271105347659595,-0.4501370719237804,-0.7316441550919656,-0.31896228875540733,-0.7940171892718674,-0.8963702408780065,-0.01840018265803205,2,1,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.2701310786299411,-0.4501370719237804,-0.6816517061870889,-0.31896228875540733,0.9603238308336979,0.3524633792181926,-0.01840018265803205,2,0,1
-0.7023023701245499,-0.39882420493502,-0.5392387177202583,-0.4501370719237804,-0.7177573757647207,-0.31896228875540733,-0.20923684923667896,0.7687412525835923,-0.7653211228175031,2,1,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,3.9694020830749572,3.4343938024538225,-0.31896228875540733,0.37554349079850946,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6513669006745572,-0.4501370719237804,-0.17617244041723235,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,0.2305734640617916,2,0,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,1.268054061063869,-0.31896228875540733,0.9603238308336979,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6962181738562767,3.9694020830749572,3.4343938024538225,-0.31896228875540733,-0.20923684923667896,0.3524633792181926,-0.7653211228175031,2,1,1
-0.7023023701245499,-0.39882420493502,-0.6065156274928376,-0.4501370719237804,-0.031749783770102964,-0.31896228875540733,-0.7940171892718674,2.4338527460451913,-0.2673738293778557,2,0,1
0.4987906625063099,-0.39882420493502,-0.0010234395396238908,-0.3870007951241276,-0.6919675994016138,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6289412640836974,0.6547477168259039,1.268054061063869,-0.31896228875540733,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6289412640836974,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,2.1298845109040747,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.40202911196683494,0.38514252420524725,0.2905098361415531,0.5106323124799923,0.20267538547544187,2.5856661608870333,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,1.268054061063869,-0.31896228875540733,-0.7940171892718674,1.185019125948992,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6513669006745572,-0.4501370719237804,0.545940821155017,-0.31896228875540733,-0.20923684923667896,1.185019125948992,0.47954711078161527,2,1,1
-0.7023023701245499,-0.39882420493502,-0.5392387177202583,-0.4501370719237804,-0.35670074497859594,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,-0.4943874445385388,0.43377075907596707,0.8347861127858783,-0.31896228875540733,-0.7940171892718674,-0.06381449414720712,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,-0.4046848981750997,-0.13445571002321224,-0.2793314592160702,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,0.4474892922775715,-0.11017253003837588,-0.4573799980022596,-0.31896228875540733,-0.20923684923667896,1.6012969993143917,-0.7653211228175031,2,0,1
-0.7023023701245499,-0.39882420493502,-0.5392387177202583,0.1023053224510618,0.32028042420576447,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.01840018265803205,2,1,1
-0.10175585380912001,-0.39882420493502,-0.6065156274928376,-0.4501370719237804,-0.2793314592160702,-0.31896228875540733,-0.20923684923667896,2.0175748726797913,-0.01840018265803205,2,0,1
-0.7023023701245499,-0.39882420493502,-0.5616643543111182,0.18122567397505168,0.6490998399538548,-0.31896228875540733,-0.20923684923667896,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.5168130811293986,-0.4501370719237804,-0.416876853720183,-0.31896228875540733,1.5451041708688862,-0.8963702408780065,0.47954711078161527,2,0,1
-0.40202911196683494,-0.39882420493502,0.31293547273241284,-0.4501370719237804,-0.8594026548830036,-0.31896228875540733,-0.20923684923667896,2.0175748726797913,-0.01840018265803205,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6513669006745572,-0.4501370719237804,0.545940821155017,-0.31896228875540733,-0.7940171892718674,-0.06381449414720712,-0.5163474760976794,2,0,1
-0.7023023701245499,-0.39882420493502,-0.38225926158423995,-0.4501370719237804,-0.753863023678955,-0.31896228875540733,-0.7940171892718674,0.3524633792181926,-0.01840018265803205,2,0,1
-0.7023023701245499,-0.39882420493502,-0.673792537265417,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,-0.20923684923667896,-0.4800923675126068,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.6289412640836974,-0.4501370719237804,0.1848841903688924,-0.31896228875540733,-0.7940171892718674,-0.8963702408780065,-0.2673738293778557,2,0,1
-0.7023023701245499,-0.39882420493502,-0.22527980544822157,-0.38317435812372963,-0.7669923639790203,-0.31896228875540733,1.5451041708688862,-0.8963702408780065,-0.01840018265803205,2,0,1
