input2,input6,input7,input8,input10,input11,input12,input13,input16,target
0.9174919233519209,-1.0584425872045369,-0.824851895095963,-1.4880247906886739,-0.3925078734721029,-0.12112665259178423,0.6701448625182702,2.0138200705270766,1.932965036407374,9
0.23922621066084182,0.3492015336610698,-0.7267340898334307,0.016753219517641436,-0.6860825299460575,-0.630695968933919,-1.2842226300926924,0.6258343168842557,-0.6385578177966318,3
-1.7339104080768426,0.9048505287395987,1.5953873013798348,1.855926343103138,1.5157273936086015,-0.28204327880508995,0.5963951458159698,-1.2098887766433457,-0.8062658300273279,2
0.9174919233519209,0.08989866929108965,-1.0537934407085385,0.016753219517641436,0.011157279179584567,1.058928606305791,0.37514599570906826,0.8497029868266461,-0.8062658300273279,5
-1.1173052147213163,1.2752831921252847,0.9739745347171299,1.1871361163447756,0.9652749127199368,-0.5502376558272661,0.19077170395331708,-0.9860201067009553,-0.8062658300273279,2
0.9174919233519209,0.31215826732250124,-1.11920531088356,0.08363224219347767,-0.6493856978868131,-0.630695968933919,-1.2842226300926924,0.8049292528381681,-0.24723912259167444,7
0.9174919233519209,-1.132529119881674,1.104798275067173,-0.31764189386153974,1.3689400653716242,0.3348037883459153,2.292638629968881,0.44673938093034343,-0.8062658300273279,5
-2.84379975611679,-2.243827110038732,0.38526770314193587,-1.4880247906886739,0.3414287677127834,0.7639147915813972,2.3663883466711813,-0.851698904735521,0.7869602861642844,1
0.23922621066084182,-1.0213993208659682,0.1563261575293604,-1.4880247906886739,-0.6126888658275688,-1.623015163915971,0.9651437293274722,-1.0307938406894335,1.9888677071509393,6
0.9174919233519209,-1.2807021852359484,-0.8575578301834738,-1.4880247906886739,-0.759476194064546,1.058928606305791,0.5595202874648195,0.8944767208151243,1.5695976765741992,1
0.11590517198973656,0.12694193562965825,0.3525617680544251,0.6521039349380857,1.6625147218455787,1.058928606305791,0.11702198725101659,1.297440326711427,-0.7783144946555451,10
0.6708498460097103,-1.4288752505902227,-0.9883815705335169,-1.4880247906886739,-0.02553955287965975,0.495720414559221,1.1863928794343737,2.0138200705270766,1.5695976765741992,9
0.9174919233519209,0.4603313326767756,-0.5632044143958768,0.3177088215589045,0.4882160959497607,0.09342884902595672,-0.8048494715277394,-1.6128523825396486,-0.7503631592837625,6
-0.6856815793724477,0.793720729723893,-0.9229697003584953,0.4849063782484951,1.222152737134647,1.058928606305791,0.15389684560216682,1.0735716567690365,-0.8062658300273279,10
-0.00741586668136872,0.8307639960624615,1.1702101452421947,0.18395077620723202,-0.7961730261237904,-0.067487777187349,-1.2842226300926924,-0.0905454269313936,-0.13543378110454377,8
-0.5623605407013424,0.978937061416736,0.5487973785794897,0.718982957613922,0.15794460741656183,0.5761787276658739,-0.9523489049323404,-1.0307938406894335,-0.33109312870702245,4
-0.06907638601692136,0.3492015336610698,-0.007203517908193505,0.21739028754515016,0.3047319356535391,0.9784702931991381,-0.8048494715277394,-0.26964036288530596,-0.6106064824248492,4
