input2,input4,input6,input7,input8,input9,input11,input12,input13,input14,input15,input16,target
0.9174919233519209,-0.14477023642493186,-1.0584425872045369,-0.824851895095963,-1.4880247906886739,-1.666039124214863,-0.12112665259178423,0.6701448625182702,2.0138200705270766,1.6608261426541908,-0.17451493153677422,1.932965036407374,9
0.23922621066084182,0.846735447869493,0.3492015336610698,-0.7267340898334307,0.016753219517641436,-1.2265942829968375,-0.630695968933919,-1.2842226300926924,0.6258343168842557,-0.9934575019844526,1.2623182808762556,-0.6385578177966318,3
-1.7339104080768426,-0.8231688625211173,0.9048505287395987,1.5953873013798348,1.855926343103138,0.5604814046231336,-0.28204327880508995,0.5963951458159698,-1.2098887766433457,-0.29972427668117085,-0.7492482165019863,-0.8062658300273279,2
0.9174919233519209,0.4292593702718404,0.08989866929108965,-1.0537934407085385,0.016753219517641436,0.8534446321018173,1.058928606305791,0.37514599570906826,0.8497029868266461,-0.36004890496841274,0.47206001404908926,-0.8062658300273279,5
-1.1173052147213163,-0.04040121702551872,1.2752831921252847,0.9739745347171299,1.1871361163447756,0.0917402406572395,-0.5502376558272661,0.19077170395331708,-0.9860201067009553,-0.4505358473992756,-0.006884390088587395,-0.8062658300273279,2
0.9174919233519209,0.7945509381697864,0.31215826732250124,-1.11920531088356,0.08363224219347767,-1.666039124214863,-0.630695968933919,-1.2842226300926924,0.8049292528381681,-0.5711851039737593,-0.6534593356744509,-0.24723912259167444,7
0.9174919233519209,-0.614430823722291,-1.132529119881674,1.104798275067173,-0.31764189386153974,1.2635931505719746,0.3348037883459153,2.292638629968881,0.44673938093034343,0.4241712627657319,0.4481127938422054,-0.8062658300273279,5
-2.84379975611679,-1.1362759207193567,-2.243827110038732,0.38526770314193587,-1.4880247906886739,1.2635931505719746,0.7639147915813972,2.3663883466711813,-0.851698904735521,1.9624492840904002,-1.1324037398121276,0.7869602861642844,1
0.23922621066084182,-1.7624900371158356,-1.0213993208659682,0.1563261575293604,-1.4880247906886739,-1.5488538332233897,-1.623015163915971,0.9651437293274722,-1.0307938406894335,1.7814753992286745,1.2623182808762556,1.9888677071509393,6
0.9174919233519209,-0.614430823722291,-1.2807021852359484,-0.8575578301834738,-1.4880247906886739,0.5311850818752651,1.058928606305791,0.5595202874648195,0.8944767208151243,1.5703392002233278,-0.5097760144331479,1.5695976765741992,1
