input1,input2,input3,input4,input5,input6,input8,input12,input13,input16,target
0.23895454510286918,0.9174919233519209,-0.5165034123593343,-0.14477023642493186,0.21201880712619312,-1.0584425872045369,-1.4880247906886739,0.6701448625182702,2.0138200705270766,1.932965036407374,9
-1.1330588906554326,0.23922621066084182,-0.5165034123593343,0.846735447869493,-0.22787726322875115,0.3492015336610698,0.016753219517641436,-1.2842226300926924,0.6258343168842557,-0.6385578177966318,3
-1.1330588906554326,-1.7339104080768426,-0.36465341914879884,-0.8231688625211173,0.6519148774811374,0.9048505287395987,1.855926343103138,0.5963951458159698,-1.2098887766433457,-0.8062658300273279,2
-1.1330588906554326,0.9174919233519209,-1.2757533784120116,0.4292593702718404,-1.312954236770947,0.08989866929108965,0.016753219517641436,0.37514599570906826,0.8497029868266461,-0.8062658300273279,5
-1.1330588906554326,-1.1173052147213163,0.3186715502986107,-0.04040121702551872,1.4730542088103666,1.2752831921252847,1.1871361163447756,0.19077170395331708,-0.9860201067009553,-0.8062658300273279,2
1.7861186322345712,0.9174919233519209,1.7992089841013315,0.7945509381697864,-0.02259243039644384,0.31215826732250124,0.08363224219347767,-1.2842226300926924,0.8049292528381681,-0.24723912259167444,7
-1.1330588906554326,0.9174919233519209,-1.4276033716225471,-0.614430823722291,-0.697099738274025,-1.132529119881674,-0.31764189386153974,2.292638629968881,0.44673938093034343,-0.8062658300273279,5
-1.1330588906554326,-2.84379975611679,-1.465565869925181,-1.1362759207193567,-1.1369958086289693,-2.243827110038732,-1.4880247906886739,2.3663883466711813,-0.851698904735521,0.7869602861642844,1
-0.7535658126797321,0.23922621066084182,-1.0859408868988423,-1.7624900371158356,0.6519148774811374,-1.0213993208659682,-1.4880247906886739,0.9651437293274722,-1.0307938406894335,1.9888677071509393,6
0.5308722973918696,0.9174919233519209,-0.7063159038725036,-0.614430823722291,-1.459586260222595,-1.2807021852359484,-1.4880247906886739,0.5595202874648195,0.8944767208151243,1.5695976765741992,1
1.0271324762831702,0.11590517198973656,-0.36465341914879884,0.846735447869493,-1.459586260222595,0.12694193562965825,0.6521039349380857,0.11702198725101659,1.297440326711427,-0.7783144946555451,10
0.2681463203317692,0.6708498460097103,0.812184028232851,-0.979722391620237,1.1211373525264112,-1.4288752505902227,-1.4880247906886739,1.1863928794343737,2.0138200705270766,1.5695976765741992,9
1.7861186322345712,0.9174919233519209,1.1918090112591897,0.7945509381697864,-0.4038356913707289,0.4603313326767756,0.3177088215589045,-0.8048494715277394,-1.6128523825396486,-0.7503631592837625,6
1.5233926551744708,-0.6856815793724477,0.5084840418117801,0.846735447869493,-1.459586260222595,0.793720729723893,0.4849063782484951,0.15389684560216682,1.0735716567690365,-0.8062658300273279,10
