input2,input3,input5,input7,input8,input9,input10,input11,input12,input13,input15,target
0.9174919233519209,-0.5165034123593343,0.21201880712619312,-0.824851895095963,-1.4880247906886739,-1.666039124214863,-0.3925078734721029,-0.12112665259178423,0.6701448625182702,2.0138200705270766,-0.17451493153677422,9
0.23922621066084182,-0.5165034123593343,-0.22787726322875115,-0.7267340898334307,0.016753219517641436,-1.2265942829968375,-0.6860825299460575,-0.630695968933919,-1.2842226300926924,0.6258343168842557,1.2623182808762556,3
-1.7339104080768426,-0.36465341914879884,0.6519148774811374,1.5953873013798348,1.855926343103138,0.5604814046231336,1.5157273936086015,-0.28204327880508995,0.5963951458159698,-1.2098887766433457,-0.7492482165019863,2
0.9174919233519209,-1.2757533784120116,-1.312954236770947,-1.0537934407085385,0.016753219517641436,0.8534446321018173,0.011157279179584567,1.058928606305791,0.37514599570906826,0.8497029868266461,0.47206001404908926,5
-1.1173052147213163,0.3186715502986107,1.4730542088103666,0.9739745347171299,1.1871361163447756,0.0917402406572395,0.9652749127199368,-0.5502376558272661,0.19077170395331708,-0.9860201067009553,-0.006884390088587395,2
0.9174919233519209,1.7992089841013315,-0.02259243039644384,-1.11920531088356,0.08363224219347767,-1.666039124214863,-0.6493856978868131,-0.630695968933919,-1.2842226300926924,0.8049292528381681,-0.6534593356744509,7
0.9174919233519209,-1.4276033716225471,-0.697099738274025,1.104798275067173,-0.31764189386153974,1.2635931505719746,1.3689400653716242,0.3348037883459153,2.292638629968881,0.44673938093034343,0.4481127938422054,5
-2.84379975611679,-1.465565869925181,-1.1369958086289693,0.38526770314193587,-1.4880247906886739,1.2635931505719746,0.3414287677127834,0.7639147915813972,2.3663883466711813,-0.851698904735521,-1.1324037398121276,1
0.23922621066084182,-1.0859408868988423,0.6519148774811374,0.1563261575293604,-1.4880247906886739,-1.5488538332233897,-0.6126888658275688,-1.623015163915971,0.9651437293274722,-1.0307938406894335,1.2623182808762556,6
0.9174919233519209,-0.7063159038725036,-1.459586260222595,-0.8575578301834738,-1.4880247906886739,0.5311850818752651,-0.759476194064546,1.058928606305791,0.5595202874648195,0.8944767208151243,-0.5097760144331479,1
0.11590517198973656,-0.36465341914879884,-1.459586260222595,0.3525617680544251,0.6521039349380857,1.2635931505719746,1.6625147218455787,1.058928606305791,0.11702198725101659,1.297440326711427,-0.7013537760882186,10
0.6708498460097103,0.812184028232851,1.1211373525264112,-0.9883815705335169,-1.4880247906886739,-1.0508163465096272,-0.02553955287965975,0.495720414559221,1.1863928794343737,2.0138200705270766,-1.1324037398121276,9
0.9174919233519209,1.1918090112591897,-0.4038356913707289,-0.5632044143958768,0.3177088215589045,0.6483703728667387,0.4882160959497607,0.09342884902595672,-0.8048494715277394,-1.6128523825396486,-1.1324037398121276,6
-0.6856815793724477,0.5084840418117801,-1.459586260222595,-0.9229697003584953,0.4849063782484951,0.7069630183624754,1.222152737134647,1.058928606305791,0.15389684560216682,1.0735716567690365,-0.629512115467567,10
-0.00741586668136872,-0.0989159310303618,0.915852519694104,1.1702101452421947,0.18395077620723202,0.7948519866060806,-0.7961730261237904,-0.067487777187349,-1.2842226300926924,-0.0905454269313936,1.2623182808762556,8
-0.5623605407013424,0.6223715367196817,1.4730542088103666,0.5487973785794897,0.718982957613922,0.7069630183624754,0.15794460741656183,0.5761787276658739,-0.9523489049323404,-1.0307938406894335,-1.1324037398121276,4
