dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Agaricus Lepiota,0.4108861311237121,-1.6297221186081718,1.1706501513985126,-1.04792704970484,0.9140867689482448,-1.062141610591752,1.3870953174170664,1.0075878113768528,-0.2654441086379626,0.8423817717050325,-0.033617509405273104,1.1311314440008766,0.7977935153663562,-1.3186166645280997,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.7834780888177583,-1.744757717198068,1.1706501513985126,-1.04792704970484,0.8162227091960229,-1.184878893846055,1.3870953174170664,1.0075878113768528,-0.36745016703913513,0.6672595275274011,-0.3472721590100072,1.1341633189183375,0.6073308318939372,-1.3073980758472015,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.1480018054173572,-1.6608934180822839,1.1706501513985126,-1.04792704970484,1.0883791366835223,-0.8208778089531378,1.3870953174170664,1.0075878113768528,-0.48220698274045404,0.9860593339141758,-0.3472721590100072,1.132210816627366,0.9582635881359378,-1.258709806594024,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.03829417342966589,-1.598440092151432,1.1706501513985126,-1.04792704970484,1.0258870688824158,-0.9106764306167195,1.3870953174170664,1.0075878113768528,-0.5322291844564139,0.5456181378287611,-0.3472721590100072,1.1309636866445425,0.4782960435283395,-1.0628015242067166,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.3342977842643803,-1.5515749581872027,1.1706501513985126,-1.04792704970484,1.156276116749097,-0.7192761362512317,1.3870953174170664,1.0075878113768528,-0.659558425187947,0.9433085468974088,-0.033617509405273104,1.1329583957337372,0.9101201189029552,-1.1792570519986771,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,1,0,1,0,0,0,0
Agaricus Lepiota,0.7834780888177583,-1.5256772894054365,1.1706501513985126,-1.04792704970484,0.8162227091960229,-1.184878893846055,1.3870953174170664,1.0075878113768528,-0.36745016703913513,0.6862172311011868,-0.033617509405273104,1.1308379176727692,0.6276794315937633,-1.3163030320425875,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.9697740676647814,-1.607381496492164,1.1706501513985126,-1.04792704970484,0.7715076537978851,-1.2378932018388822,1.3870953174170664,1.0075878113768528,-0.2654441086379626,0.6995084213261341,-0.033617509405273104,1.1301871870029658,0.6419845512156168,-1.3538955178458263,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,-1.872480373594617,-1.04792704970484,-2.400581421190746,-1.3714801928296951,-1.2855239587641585,0.9952664885174163,-0.3893086081251006,0.6299652830977374,-0.7606616308515566,1.149377483983329,0.5674893190750384,-1.403980458213799,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,1,0,1,0,0,1,1
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,-0.28106735428407725,-1.04792704970484,-0.6878779123232417,-1.3714801928296951,0.17531268774708358,1.0044390894183464,-0.3893086081251006,0.5565902657706198,-0.421965410622179,1.1197302998205914,0.48982738341542936,-1.3732796028909424,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,0.07040102435226278,-1.04792704970484,-0.3437167463533048,-1.3714801928296951,0.4782035802017997,1.0080965188915023,-0.3893086081251006,0.5969020805666874,-0.5771419132103677,1.1347071719682342,0.5323760741826314,-1.3902938677595502,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,0.44610820234016024,-1.04792704970484,0.00954674232730765,-1.3714801928296951,0.7950040648390369,1.0074881893276235,-0.5131731076122388,0.6176731427706449,-0.3668980863906479,1.1602864911561876,0.5544122459278187,-1.3988878108480285,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,0.5677833228167473,-1.04792704970484,0.12082422350696619,-1.3714801928296951,0.8961252395471451,1.0070562368145894,-0.3893086081251006,0.5947669257156742,-0.5816259526904126,1.1314433470444833,0.5301152238049747,-1.3894093114150492,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,0.8096561378134886,-1.04792704970484,0.33764840270148394,-1.3714801928296951,1.0950770290734755,1.0074229475427454,-0.3893086081251006,0.6006880000206349,-0.2290428898925474,1.130785910321799,0.5363868605394495,-1.391872556574277,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,0.9286258114123715,-1.04792704970484,0.44221522347503667,-1.3714801928296951,1.1919533131917113,1.008174349470396,-0.3893086081251006,0.6095906226946085,-0.36559940882139524,1.137638953004595,0.5458283074236058,-1.395556040861684,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.5286620042058505,-1.6815415211121556,1.074086957058986,-1.04792704970484,0.56825395558931,-1.3714801928296951,1.30954449752249,1.0074391984204363,-0.3893086081251006,0.596584828184116,-0.3776370714173418,1.1285783262471396,0.5320400940807939,-1.390165213175376,-0.5821247099437352,-0.913509947696372,0.5226257719601377,-1.010681800491914,-0.14304123691464357,-0.10223094803675985,0.1191557859232827,-0.539231343197408,0,0,0,1,0,0,0,0
Car evaluation,-1.2657776784994959,0.727858074127862,-1.0647156699300981,-0.1656287452754481,-0.5264849384031237,0.6505298030602559,-0.7868072116489998,-0.9957880673949805,-1.1324956050479287,-0.2658703157182228,-0.7606616308515566,-0.38615192554575256,-0.32037378403371075,0.4669055290067999,-0.5821247099437352,-0.05325892362882201,1.3778315806221813,-1.010681800491914,-0.7515475327996853,0.25237911663145524,-0.9807437764454819,-0.9131355359117808,0,0,0,0,1,0,0,0
Car evaluation,-1.2657776784994959,0.727858074127862,-0.18683581856912737,-0.1656287452754481,0.38952744182108,0.6505298030602559,-0.01928951915414652,-1.2911511613638176,-1.1324956050479287,-0.25150330594661385,-0.5535599849719366,-0.3957987293878839,-0.3070863452250355,0.39311566322466285,-0.5821247099437352,-0.05325892362882201,1.3778315806221813,-1.010681800491914,-0.7515475327996853,0.25237911663145524,-0.9807437764454819,-0.9131355359117808,0,0,1,0,0,0,0,0
Car evaluation,-1.2657776784994959,0.727858074127862,-0.3952870005450879,-1.04792704970484,0.1810498248125758,0.0804740926204059,0.0754576622851836,-1.2998499708958982,-1.1324956050479287,-0.8429610226176188,-0.67858025619084,-0.9313167902193653,-0.832323683332002,-0.095958630475646,-0.5821247099437352,-0.05325892362882201,1.3778315806221813,-1.010681800491914,-0.7515475327996853,0.25237911663145524,-0.9807437764454819,-0.9131355359117808,0,0,0,0,0,1,0,0
Car evaluation,-1.452073657346519,0.727858074127862,-0.15632504072805173,0.36218080149697107,0.562510176968527,1.2478052401223918,-0.1868254309250671,-1.2998499708958982,-1.1324956050479287,-0.0037756377927017147,-0.7606616308515566,-0.23925547401746347,-0.07343197316579042,0.4987999810533593,-0.5821247099437352,-0.05325892362882201,1.3778315806221813,-1.010681800491914,-0.7515475327996853,0.25237911663145524,-0.9807437764454819,-0.9131355359117808,0,0,0,1,1,0,0,0
