dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,batch_size,learning_rate,number_of_epochs,number_of_hidden_layers,avg_number_of_neurons,min_number_of_neurons,max_number_of_neurons,total_number_of_neurons,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Agaricus Lepiota,0.331328497164414,-1.1046840111002223,1.174143806221273,-1.3820868663024002,0.9421322548010314,-1.2711370372845219,1.5151965217866108,1.1945718994480083,-0.34090668734140317,0.5760098743222053,0.29161688078907794,0.8329480177620412,0.5206191620035913,-1.2257451363981193,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.7159978050178357,-1.273964490482163,1.174143806221273,-1.3820868663024002,0.8454578196727909,-1.3911625747751017,1.5151965217866108,1.1945718994480083,-0.4452522033122321,0.3934384917083981,-0.128107251672938,0.8367740619241493,0.3285967925968766,-1.2142265557232719,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.2456754646157186,-1.1479139799672204,1.174143806221273,-1.3820868663024002,1.1151089040099629,-1.0333734547884899,1.5151965217866108,1.1945718994480083,-0.5626409087794144,0.7289523058737771,-0.128107251672938,0.8343097522217563,0.6857051796662736,-1.1641886666078893,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.05334081068900774,-1.062868108681665,1.174143806221273,-1.3820868663024002,1.0529699510448556,-1.122162032157494,1.5151965217866108,1.1945718994480083,-0.6138103444958788,0.26879187344909206,-0.128107251672938,0.832736411985905,0.2006123214458646,-0.9620198136911811,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.4380101185424295,-1.002767590862579,1.174143806221273,-1.3820868663024002,1.1827730892767567,-0.9324780917395901,1.5151965217866108,1.1945718994480083,-0.7440598172286966,0.6831196014497306,0.29161688078907794,0.8352531356349593,0.6358292120901156,-1.082361907851667,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,1,0,1,0,0,0,0
Agaricus Lepiota,0.7159978050178357,-0.9707116401243516,1.174143806221273,-1.3820868663024002,0.8454578196727909,-1.3911625747751017,1.5151965217866108,1.1945718994480083,-0.4452522033122321,0.41301746495489744,0.29161688078907794,0.8325777759711285,0.34892803703284275,-1.2233699684594832,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.9083324589445465,-1.074671619909927,1.174143806221273,-1.3820868663024002,0.8013937347528899,-1.4428205723458185,1.5151965217866108,1.1945718994480083,-0.34090668734140317,0.42676989577237706,0.29161688078907794,0.8317570789790405,0.3632461821512597,-1.261941104766513,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.485336420724679,-1.1775179286747173,-1.771093944856525,-1.3820868663024002,-2.1606126570132633,-1.572511544802175,-1.1723430581502396,1.1826247353533683,-0.46761195673455247,0.3550452345542988,-0.7071457148602925,0.8560223596250053,0.2889089176358297,-1.3132609838106015,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,1,0,1,0,0,1,1
Agaricus Lepiota,1.485336420724679,-1.1775179286747173,-0.24586595807046432,-1.3820868663024002,-0.6006144903666636,-1.572511544802175,0.36760488461751845,1.191518794001797,-0.46761195673455247,0.2799678566532042,-0.23063394620701735,0.8185891308991682,0.21198597996756408,-1.281812371636938,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.485336420724679,-1.1775179286747173,0.09558406162598329,-1.3820868663024002,-0.2761959226179686,-1.572511544802175,0.6645758188679961,1.1950651591590822,-0.46761195673455247,0.3211409021755081,-0.44663943922354504,0.8374607126621354,0.25405919942641275,-1.2992446246533045,-0.621483153199423,-0.9604591768018215,0.5310850045437941,-0.9750770926670844,0.09354038134394027,0.5165267577301418,0.22205236648982773,-0.4191934739161086,0,0,0,1,0,0,0,0
