dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,baseline,batch_normalisation,dropout,layer_normalisation,prune,weight_normalisation,weight_decay,weight_perturbation
Agaricus Lepiota,0.21402336109506728,-0.7867526737640864,1.2284230921636305,-0.8568119620232334,0.4993387248403591,-0.62093026095009,1.54404046666794,1.0060660037487223,-0.27271757857470164,0.30419926729805036,-0.20820509452936173,0.8382925716744711,0.18377262084604093,-0.4581851159614943,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.595300132642099,-1.047380738755501,1.2284230921636305,-0.8568119620232334,0.3662853299283897,-0.6602412161459744,1.54404046666794,1.0060660037487223,-0.3755803214214401,0.1503228993647277,-0.30877086155383815,0.8435026233164425,0.05306864467674951,-0.4571488859676777,0,1,0,0,0,0,0,0
Agaricus Lepiota,-0.35789179622548034,-0.848289855775948,1.2284230921636305,-0.8568119620232334,0.7820771890282939,-0.5373944811588354,1.54404046666794,1.0060660037487223,-0.49130090712402064,0.45156393758878266,-0.30877086155383815,0.8401451347873348,0.311882886140338,-0.45260451794802137,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.16725341045196446,-0.7299491211377522,1.2284230921636305,-0.8568119620232334,0.6733316258790881,-0.5695236272323948,1.54404046666794,1.0060660037487223,-0.5417432137123251,0.05635001875736168,-0.30877086155383815,0.8380048678443675,-0.025242598719286996,-0.4334738609333605,0,0,0,1,0,0,0,0
Agaricus Lepiota,-0.5485301819989962,-0.6524897311927514,1.2284230921636305,-0.8568119620232334,0.9105946727500824,-0.4994236721628104,1.54404046666794,1.0060660037487223,-0.6701418123007363,0.4053676975123439,-0.20820509452936173,0.8414296920587696,0.27140925270335997,-0.4450163207515552,0,1,0,1,0,0,0,0
Agaricus Lepiota,0.595300132642099,-0.6130006304364763,1.2284230921636305,-0.8568119620232334,0.3662853299283897,-0.6602412161459744,1.54404046666794,1.0060660037487223,-0.3755803214214401,0.16584162185635282,-0.20820509452936173,0.8377892135178407,0.06611038746583245,-0.45797173916707423,0,0,0,1,0,0,0,0
Agaricus Lepiota,0.7859385184156149,-0.7457278857561782,1.2284230921636305,-0.8568119620232334,0.3108464153817358,-0.6766207808109262,1.54404046666794,1.0060660037487223,-0.27271757857470164,0.17687378215751182,-0.20820509452936173,0.8366739539604215,0.07540065301487499,-0.461417994750854,0,1,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,-0.8859778807730099,-0.8568119620232334,-0.6161029984045512,-0.7163997235686665,-0.6485125211681582,0.9940622896416454,-0.3976223377457411,0.12051109268522038,-0.4224743875608196,0.8699482189307189,0.028102456976583375,-0.46594259465709253,0,1,0,1,0,0,0,1
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,-0.5357006111600122,-0.8568119620232334,-0.48484648411599746,-0.7163997235686665,-0.2852883816169973,1.0029984469105668,-0.3976223377457411,0.06445423578942672,-0.3307329228981677,0.8188753418216059,-0.018533608774855232,-0.46317803001271113,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,-0.320227018034441,-0.8568119620232334,-0.404103840477887,-0.7163997235686665,-0.06185050183249535,1.006561598226656,-0.3976223377457411,0.09484050398335975,-0.37426634065003067,0.8444392820966162,0.006696031899914939,-0.46471358433701915,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,0.02447765865289532,-0.8568119620232334,-0.2749354980075602,-0.7163997235686665,0.2955950718621697,1.0059689496733317,-0.5225270969167807,0.11088616294418038,-0.31460856562073786,0.8892262642984065,0.020066413773562,-0.4654859344804699,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,0.1693650747200898,-0.8568119620232334,-0.22064303073365837,-0.7163997235686665,0.44583778413105896,1.005548131670797,-0.3976223377457411,0.09320637220760783,-0.3754848325136381,0.8388276452024404,0.005336210262344568,-0.4646339643203968,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,0.5183155364936443,-0.8568119620232334,-0.08988370021134899,-0.7163997235686665,0.8076860746687684,1.0059053896366015,-0.3976223377457411,0.09774498330907135,-0.2725353799602585,0.8377000471017649,0.009113801713378602,-0.4648556266065542,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,0.7245014747431133,-0.8568119620232334,-0.012621342936950252,-0.7163997235686665,1.0214930113591107,1.0066374225540018,-0.3976223377457411,0.10461013600741864,-0.31422377648738437,0.8494995749043974,0.014832847970705094,-0.465186761563792,0,0,0,1,0,0,0,0
Agaricus Lepiota,1.3578536757361626,-0.8922449857844209,1.0126841374701705,-0.8568119620232334,0.0953669710913601,-0.7163997235686665,1.3203274170807475,1.005921221612763,-0.3976223377457411,0.09459751797958549,-0.3177823701841742,0.8339204700774414,0.006493812575786074,-0.46470200541598083,0,0,0,1,0,0,0,0
Ann thyroid,0.21402336109506728,0.690139694520597,0.964388332114439,-0.46923115893672857,0.36082332756463514,-0.45385870136758055,0.6163513385314648,-1.31507818023899,1.3010823869803951,-0.5942948032191395,-0.4224743875608196,-0.3278759021118407,-0.53744418119374,-0.39965619747004916,0,0,0,0,1,0,0,0
Ann thyroid,0.40466174686858314,0.690139694520597,0.964388332114439,-0.46923115893672857,0.29879592384738424,-0.485184618789301,0.6163513385314648,-1.31507818023899,1.3120115534078614,-0.6124379961610589,-0.4224743875608196,-0.3349835346004374,-0.5510042709550057,-0.39818887302350964,0,0,0,0,1,0,0,0
Ann thyroid,0.595300132642099,0.690139694520597,0.964388332114439,-0.46923115893672857,0.24406586174392753,-0.5128251341614074,0.6163513385314648,-1.31507818023899,1.3216549355497427,-0.6623683544864187,-0.4224743875608196,-0.3320951562065729,-0.5881268248319931,-0.3746025392191735,0,0,0,0,1,0,0,0
Ann thyroid,0.595300132642099,0.690139694520597,0.964388332114439,-0.46923115893672857,0.24406586174392753,-0.5128251341614074,0.6163513385314648,-1.31507818023899,1.3216549355497427,-0.6954178328170082,-0.4224743875608196,-0.3320951562065729,-0.6125421236246471,-0.3429118965516676,1,0,0,0,0,1,1,0
