column name,count,mean,std,min,25%,50%,75%,max,skewness
batch_size,405.0,114.963,85.3317,16.0,32.0,128.0,128.0,256.0,0.6285
learning_rate,405.0,0.0041,0.0055,0.0005,0.0005,0.0024,0.0047,0.0215,2.0505
number_of_epochs,405.0,170.3704,71.7608,60.0,100.0,200.0,220.0,300.0,-0.1318
number_of_hidden_layers,405.0,3.1481,1.2695,2.0,2.0,3.0,4.0,6.0,0.7043
avg_number_of_neurons,405.0,110.0741,52.5582,16.0,80.0,112.0,144.0,240.0,0.4756
min_number_of_neurons,405.0,56.8889,53.6361,16.0,16.0,32.0,80.0,224.0,1.5609
max_number_of_neurons,405.0,162.963,71.7801,16.0,96.0,160.0,240.0,256.0,-0.2762
total_number_of_neurons,405.0,359.1111,229.4444,32.0,160.0,336.0,480.0,864.0,0.7215
depth_to_width_ratio,405.0,0.0366,0.0242,0.0083,0.025,0.0296,0.0446,0.125,1.9496
batch_size_to_dataset_ratio,405.0,0.1478,0.3175,0.0025,0.0082,0.037,0.1397,2.6122,4.3055
number_of_features,405.0,13.2198,5.2839,3.0,9.0,13.0,18.0,24.0,0.2388
proportion_of_numeric_features,405.0,0.7937,0.2963,0.0,0.6111,1.0,1.0,1.0,-1.3266
number_of_instances,405.0,3920.437,4102.1047,88.0,948.0,2218.0,5678.0,18905.0,1.5619
number_of_classes,405.0,4.1333,2.3729,2.0,2.0,3.0,5.0,10.0,1.0346
ratio_of_instances_to_features,405.0,354.8227,496.0626,5.4444,77.5385,188.1765,427.5789,3781.0,3.3663
ratio_of_classes_to_features,405.0,0.3635,0.2422,0.0909,0.1818,0.3,0.4545,1.4,1.3271
ratio_of_instances_to_classes,405.0,1304.0748,1786.0967,23.5714,284.6667,512.0,1685.5,9452.5,2.5458
ratio_of_min_to_max_instances_per_class,405.0,0.4385,0.3815,0.0028,0.0759,0.2929,0.8793,1.0,0.3181
proportion_of_features_with_outliers,405.0,0.4903,0.4003,0.0,0.0769,0.5,0.9048,1.0,0.0502
average_mutual_information,405.0,0.1519,0.1975,0.0013,0.035,0.0788,0.1476,0.8509,2.1155
minimum_mutual_information,405.0,0.0264,0.0566,0.0,0.0,0.0021,0.0178,0.2708,2.899
maximum_mutual_information,405.0,0.3798,0.359,0.0053,0.106,0.2062,0.628,1.303,1.0174
equivalent_number_of_features,405.0,1.1904,0.291,1.0013,1.0356,1.082,1.159,2.3417,2.47
noise_to_signal_ratio_of_features,405.0,1.8114,7.8865,-0.9069,-0.5931,0.001,0.8224,72.4841,6.1698
avg_learning_slope,405.0,-0.0017,0.0016,-0.0077,-0.0023,-0.0013,-0.0004,0.0002,-1.4996
std_learning_slope,405.0,0.0002,0.0002,0.0,0.0001,0.0001,0.0002,0.0011,2.3503
avg_validation_gap,405.0,0.0844,0.1254,-0.0269,0.0106,0.0316,0.1146,0.6283,2.3836
std_validation_gap,405.0,0.0167,0.0211,0.0,0.0039,0.0097,0.0212,0.1423,2.7261
avg_first_overfit_epoch,405.0,37.5684,46.0055,3.6,13.8,20.2,37.1,280.0,2.861
std_first_overfit_epoch,405.0,15.2123,16.3009,0.0,6.2777,9.293,14.8876,95.7455,2.4407
avg_first_stay_epoch,405.0,6.0114,5.2377,2.0,2.5,4.0,7.9,31.9,2.2908
std_first_stay_epoch,405.0,1.5452,1.9336,0.0,0.4899,0.9434,2.0,12.8125,2.8426
avg_percentage_weights_near_zero,405.0,31.0852,16.4223,5.4399,16.9094,30.4443,41.522,67.5389,0.4598
std_percentage_weights_near_zero,405.0,1.4266,1.3589,0.1967,0.6365,1.044,1.6569,14.2059,3.742
avg_avg_weights,405.0,0.1545,0.1227,0.0426,0.0787,0.1114,0.1907,0.7261,2.3845
std_avg_weights,405.0,0.0092,0.0117,0.0001,0.0017,0.0048,0.0116,0.0641,2.3593
