column name,count,mean,std,min,25%,50%,75%,max,skewness
batch_size,405.0,117.3333,84.7688,16.0,32.0,128.0,128.0,256.0,0.565
learning_rate,405.0,0.0069,0.0091,0.0005,0.0005,0.0035,0.0091,0.035,1.8376
number_of_epochs,405.0,163.7037,69.3757,60.0,100.0,200.0,220.0,280.0,-0.1781
number_of_hidden_layers,405.0,2.963,1.263,2.0,2.0,2.0,4.0,6.0,0.9589
avg_number_of_neurons,405.0,112.9679,53.2254,16.0,80.0,112.0,152.0,240.0,0.3485
min_number_of_neurons,405.0,62.8148,52.307,16.0,16.0,48.0,80.0,224.0,1.3861
max_number_of_neurons,405.0,161.1852,71.367,16.0,96.0,160.0,224.0,256.0,-0.2536
total_number_of_neurons,405.0,352.5926,236.066,32.0,160.0,304.0,480.0,864.0,0.7246
depth_to_width_ratio,405.0,0.0333,0.0228,0.0083,0.0189,0.0289,0.0357,0.125,2.415
batch_size_to_dataset_ratio,405.0,0.2155,0.397,0.0025,0.017,0.0487,0.2159,2.6122,3.1686
number_of_features,405.0,12.2099,5.4671,2.0,8.0,11.0,16.0,24.0,0.3436
proportion_of_numeric_features,405.0,0.8356,0.2699,0.0,0.6818,1.0,1.0,1.0,-1.4472
number_of_instances,405.0,3324.1556,4006.1847,88.0,530.0,1626.0,5000.0,18905.0,1.8506
number_of_classes,405.0,4.1185,2.3831,2.0,2.0,3.0,5.0,10.0,1.2142
ratio_of_instances_to_features,405.0,319.0704,494.1639,5.4444,53.0,140.5,386.375,3781.0,3.5532
ratio_of_classes_to_features,405.0,0.4438,0.4351,0.0909,0.2,0.3125,0.5455,3.3333,3.4308
ratio_of_instances_to_classes,405.0,1101.3795,1664.0826,13.4,147.25,384.0,1500.0,9452.5,2.9839
ratio_of_min_to_max_instances_per_class,405.0,0.4984,0.3784,0.0028,0.1081,0.5316,0.9128,1.0,0.0342
proportion_of_features_with_outliers,405.0,0.4529,0.4039,0.0,0.0,0.2857,0.9048,1.0,0.2273
average_mutual_information,405.0,0.122,0.161,0.0013,0.0354,0.0623,0.1333,0.8509,2.7538
minimum_mutual_information,405.0,0.0276,0.0568,0.0,0.0,0.0029,0.023,0.2708,2.8148
maximum_mutual_information,405.0,0.3006,0.3028,0.0053,0.0959,0.149,0.4251,1.2594,1.4646
equivalent_number_of_features,405.0,1.1469,0.2337,1.0013,1.036,1.0643,1.1426,2.3417,3.3201
noise_to_signal_ratio_of_features,405.0,2.6334,8.3221,-0.897,-0.5377,0.2699,1.3376,72.4841,5.1834
avg_learning_slope,405.0,-0.0017,0.0019,-0.0085,-0.0022,-0.0012,-0.0003,0.0005,-1.6666
std_learning_slope,405.0,0.0002,0.0002,0.0,0.0001,0.0001,0.0003,0.0011,1.9736
avg_validation_gap,405.0,0.0944,0.1306,-0.0269,0.0121,0.0372,0.1331,0.6283,2.1012
std_validation_gap,405.0,0.0215,0.0257,0.0,0.004,0.0117,0.0279,0.1423,1.9484
avg_first_overfit_epoch,405.0,34.6002,43.3592,3.6,13.1,20.1,34.7,280.0,3.316
std_first_overfit_epoch,405.0,16.4292,19.3512,0.0,5.8318,8.7755,14.8876,95.7455,2.2227
avg_first_stay_epoch,405.0,5.6378,3.8405,2.0,2.7,4.3,7.8,22.7,1.4871
std_first_stay_epoch,405.0,1.4987,1.5111,0.0,0.5385,1.0247,2.0518,10.0876,2.021
avg_percentage_weights_near_zero,405.0,28.4464,16.8912,5.4399,14.5208,25.3798,38.5554,67.5389,0.6573
std_percentage_weights_near_zero,405.0,1.397,1.327,0.1967,0.6052,1.0219,1.6591,14.2059,4.0
avg_avg_weights,405.0,0.1693,0.1244,0.0426,0.0859,0.1335,0.2301,0.7261,2.0273
std_avg_weights,405.0,0.0114,0.0138,0.0001,0.002,0.006,0.0146,0.0641,1.8666
