height,lenght,area,eccen,p_black,blackpix,blackand,wb_trans,target
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.22279607994271486,-0.27892243835267694,-0.3844487181359507,-0.6071274731931563,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,0.39514527533671634,-0.2757912019833619,-0.37704607816885144,-0.6130825868566789,1
-0.23751771914836384,-0.6310517776172657,-0.22657626599843236,-0.35205851398832355,-0.4487714745235678,-0.26561468378308806,-0.35430939826990365,-0.6011723595296335,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.050446884548713024,-0.2797052474450057,-0.38286243814300086,-0.6249928141837243,1
-0.23751771914836384,-0.7614405556158339,-0.24502986692267864,-0.4330784774248578,0.8171036502668585,-0.2828364838143207,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.7179776296163112,-0.24051898669675179,-0.39742969351278273,1.1142574354289305,-0.2726599656140469,-0.3754597981759016,-0.5892621322025883,1
-0.23751771914836384,-0.7527479704159293,-0.24379962686106224,-0.4276663438672973,0.3238283668978191,-0.28205367472199194,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.7353628000161202,-0.2425693867994458,-0.4103928876626282,-0.17538999217446147,-0.28205367472199194,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.7440553852160248,-0.24359458685079283,-0.41687448473755095,0.22279607994271486,-0.28205367472199194,-0.3897363181124502,-0.6369030415107696,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.7339005904214783,-0.27657401107569063,-0.3796898781571012,-0.630947927847247,1
-0.2900081446947646,-0.7701331408157385,-0.24667018700483387,-0.4363192759623192,2.6000263612392898,-0.28361929290664945,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.7614405556158339,-0.24564498695348685,-0.42983767888739643,1.0132251484738255,-0.28361929290664945,-0.3907938381077501,-0.6369030415107696,1
-0.2900081446947646,-0.7353628000161202,-0.2425693867994458,-0.4103928876626282,0.4189175781496821,-0.2797052474450057,-0.38497747813360067,-0.6369030415107696,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.39514527533671634,-0.27813962926034813,-0.38074739815240105,-0.6249928141837243,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,0.2525114584589221,-0.27657401107569063,-0.37704607816885144,-0.6190377005202016,1
-0.2900081446947646,-0.7179776296163112,-0.24051898669675179,-0.39742969351278273,0.07421918736167879,-0.27813962926034813,-0.3865637581265505,-0.6369030415107696,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,0.2525114584589221,-0.27657401107569063,-0.3754597981759016,-0.6190377005202016,1
-0.2900081446947646,-0.6223591924173612,-0.2292417861319346,-0.3261321256886326,-0.7756406382018467,-0.2726599656140469,-0.3765173181712015,-0.6190377005202016,1
-0.2900081446947646,-0.7440553852160248,-0.24359458685079283,-0.41687448473755095,0.22279607994271486,-0.28205367472199194,-0.38920755811480023,-0.630947927847247,1
-0.3424985702411653,-0.7353628000161202,-0.24379962686106224,-0.4006704920502441,0.3238283668978191,-0.28205367472199194,-0.39026507811010014,-0.6369030415107696,1
-0.3424985702411653,-0.7353628000161202,-0.24379962686106224,-0.4006704920502441,0.5674944707307182,-0.2812708656296632,-0.3865637581265505,-0.630947927847247,1
-0.3424985702411653,-0.6310517776172657,-0.23395770636813087,-0.30344653592640297,-0.6686652755435009,-0.2757912019833619,-0.3765173181712015,-0.6011723595296335,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,-0.03275617529666717,-0.27813962926034813,-0.3844487181359507,-0.630947927847247,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.39514527533671634,-0.27813962926034813,-0.3802186381547511,-0.6071274731931563,1
-0.2900081446947646,-0.7527479704159293,-0.24461978690213984,-0.42335608181247364,0.8171036502668585,-0.28205367472199194,-0.38815003811950033,-0.6369030415107696,1
0.12991525967644135,-0.5702036812179339,-0.18208258376997186,-0.3869619142367825,-0.7637544867953637,-0.2303882746282941,-0.3474355183004543,-0.6011723595296335,1
0.12991525967644135,-0.5702036812179339,-0.18208258376997186,-0.3869619142367825,-0.06841462951611582,-0.2006415291198014,-0.279754238601261,-0.5297109955673616,1
-0.1850272936019631,-0.6484369480170747,-0.22575610595735474,-0.37519781554579773,-0.24670690061335876,-0.2617006383214443,-0.35853947825110327,-0.5594865638849749,1
-0.1850272936019631,0.10781796437462068,-0.10088673970328818,0.0275686266899014,-0.40122686889763626,-0.12314342897925465,-0.13328771925222538,0.07771059811195095,1
0.024934408583639874,-0.7092850444164066,-0.228421626090857,-0.4227727380757306,-0.11595923514204703,-0.2632662565061018,-0.36382707822760274,-0.5833070185390655,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,1.2925497065261733,-0.24995850193651298,-0.3500793182887041,-0.5833070185390655,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,0.27628376127188753,-0.2617006383214443,-0.3744022781806017,-0.6369030415107696,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,1.4232973719974849,-0.24839288375185548,-0.3500793182887041,-0.5892621322025883,1
0.024934408583639874,-0.4832778292188884,-0.16978018315380766,-0.3461602606501438,0.1158207172843689,-0.17480882907295248,-0.26283391867646266,-0.49993542724974815,1
-0.3949889957875661,0.19474381637366614,-0.1792120236262002,0.7714291149934098,0.28222683697512896,-0.18107130181158254,-0.3120085984579078,-0.5833070185390655,2
-0.3949889957875661,-0.2746557844211793,-0.21242850528984353,0.18808537825036312,0.6685267576858224,-0.22412580188966405,-0.3521943582793039,-0.6369030415107696,2
-0.44747942133396684,-0.6136666072174566,-0.24051898669675179,-0.1252026163660276,1.8571418983341101,-0.2687459201524031,-0.3823336781453509,-0.6369030415107696,2
