height,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,target
-0.2900081446947646,-0.4039112905877055,0.22279607994271486,-0.7390357722771455,-0.055429165798810576,-0.27892243835267694,-0.3844487181359507,-0.6071274731931563,1
-0.23751771914836384,-0.41146235117999047,0.39514527533671634,0.5763794889291826,-0.03715417873870258,-0.2757912019833619,-0.37704607816885144,-0.6130825868566789,1
-0.23751771914836384,-0.35205851398832355,-0.4487714745235678,-0.24575504932477238,-0.025210683258474528,-0.26561468378308806,-0.35430939826990365,-0.6011723595296335,1
-0.2900081446947646,-0.4039112905877055,0.050446884548713024,-0.23401027020685872,-0.026649658617538145,-0.2797052474450057,-0.38286243814300086,-0.6249928141837243,1
-0.23751771914836384,-0.4330784774248578,0.8171036502668585,0.9463400311434629,-0.056580346086061474,-0.2828364838143207,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.39742969351278273,1.1142574354289305,1.2751938464450454,-0.0538462929038406,-0.2726599656140469,-0.3754597981759016,-0.5892621322025883,1
-0.23751771914836384,-0.4276663438672973,0.3238283668978191,-0.43954390477034777,-0.05298290768840242,-0.28205367472199194,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.4103928876626282,-0.17538999217446147,-2.6416899893791568,0.0549402442413692,-0.28205367472199194,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.41687448473755095,0.22279607994271486,-1.5435531418542305,0.0549402442413692,-0.28205367472199194,-0.3897363181124502,-0.6369030415107696,1
-0.2900081446947646,-0.4039112905877055,0.7339005904214783,0.7701683443747586,0.03335561385541488,-0.27657401107569063,-0.3796898781571012,-0.630947927847247,1
-0.2900081446947646,-0.4363192759623192,2.6000263612392898,1.2751938464450454,0.026160737060096768,-0.28361929290664945,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.42983767888739643,1.0132251484738255,-0.292734165796427,0.026160737060096768,-0.28361929290664945,-0.3907938381077501,-0.6369030415107696,1
-0.2900081446947646,-0.4103928876626282,0.4189175781496821,-0.292734165796427,0.09810950501327785,-0.2797052474450057,-0.38497747813360067,-0.6369030415107696,1
-0.2900081446947646,-0.4039112905877055,0.39514527533671634,0.4354421395142193,-0.01700852371181188,-0.27813962926034813,-0.38074739815240105,-0.6249928141837243,1
-0.23751771914836384,-0.41146235117999047,0.2525114584589221,0.5763794889291826,-0.027800838904789044,-0.27657401107569063,-0.37704607816885144,-0.6190377005202016,1
-0.2900081446947646,-0.39742969351278273,0.07421918736167879,-1.807810672007288,0.1268890121945503,-0.27813962926034813,-0.3865637581265505,-0.6369030415107696,1
-0.23751771914836384,-0.41146235117999047,0.2525114584589221,0.9933191476151175,-0.027800838904789044,-0.27657401107569063,-0.3754597981759016,-0.6190377005202016,1
-0.2900081446947646,-0.3261321256886326,-0.7756406382018467,-2.2482398889290494,-0.009813646916493774,-0.2726599656140469,-0.3765173181712015,-0.6190377005202016,1
-0.2900081446947646,-0.41687448473755095,0.22279607994271486,-1.3086575594959573,-0.01700852371181188,-0.28205367472199194,-0.38920755811480023,-0.630947927847247,1
-0.3424985702411653,-0.4006704920502441,0.3238283668978191,-1.6610009330333673,0.0549402442413692,-0.28205367472199194,-0.39026507811010014,-0.6369030415107696,1
-0.3424985702411653,-0.4006704920502441,0.5674944707307182,0.053736818182025976,-0.009813646916493774,-0.2812708656296632,-0.3865637581265505,-0.630947927847247,1
-0.3424985702411653,-0.30344653592640297,-0.6686652755435009,-1.496574025382576,-0.05197562493705789,-0.2757912019833619,-0.3765173181712015,-0.6011723595296335,1
-0.23751771914836384,-0.41146235117999047,-0.03275617529666717,-1.37912623420344,0.01896586026477866,-0.27813962926034813,-0.3844487181359507,-0.630947927847247,1
-0.2900081446947646,-0.4039112905877055,0.39514527533671634,0.6057414367239667,-0.05298290768840242,-0.27813962926034813,-0.3802186381547511,-0.6071274731931563,1
-0.2900081446947646,-0.42335608181247364,0.8171036502668585,0.10071593465368062,0.0549402442413692,-0.28205367472199194,-0.38815003811950033,-0.6369030415107696,1
0.12991525967644135,-0.3869619142367825,-0.7637544867953637,-2.917692298650128,0.06731543232931633,-0.2303882746282941,-0.3474355183004543,-0.6011723595296335,1
0.12991525967644135,-0.3869619142367825,-0.06841462951611582,-0.6039708124211384,-0.0026187701211756653,-0.2006415291198014,-0.279754238601261,-0.5297109955673616,1
-0.1850272936019631,-0.37519781554579773,-0.24670690061335876,-0.821249226102541,-0.05197562493705789,-0.2617006383214443,-0.35853947825110327,-0.5594865638849749,1
-0.1850272936019631,0.0275686266899014,-0.40122686889763626,-0.5393745272726139,-0.06363132534547322,-0.12314342897925465,-0.13328771925222538,0.07771059811195095,1
0.024934408583639874,-0.4227727380757306,-0.11595923514204703,-0.9210798486048072,-0.04003212945682983,-0.2632662565061018,-0.36382707822760274,-0.5833070185390655,1
0.024934408583639874,-0.4257218647448205,1.2925497065261733,1.2751938464450454,-0.015569548352748265,-0.24995850193651298,-0.3500793182887041,-0.5833070185390655,1
0.024934408583639874,-0.4257218647448205,0.27628376127188753,-1.7960658928893742,0.42907383759791085,-0.2617006383214443,-0.3744022781806017,-0.6369030415107696,1
0.024934408583639874,-0.4257218647448205,1.4232973719974849,1.2751938464450454,-0.004201643016145654,-0.24839288375185548,-0.3500793182887041,-0.5892621322025883,1
0.024934408583639874,-0.3461602606501438,0.1158207172843689,-0.7390357722771455,-0.0007481021543929585,-0.17480882907295248,-0.26283391867646266,-0.49993542724974815,1
-0.3949889957875661,0.7714291149934098,0.28222683697512896,-1.8254278406841584,0.11106028324485046,-0.18107130181158254,-0.3120085984579078,-0.5833070185390655,2
-0.3949889957875661,0.18808537825036312,0.6685267576858224,-1.807810672007288,1.1197820099484492,-0.22412580188966405,-0.3521943582793039,-0.6369030415107696,2
-0.44747942133396684,-0.1252026163660276,1.8571418983341101,-0.6333327602159226,0.2995660552821849,-0.2687459201524031,-0.3823336781453509,-0.6369030415107696,2
