eccen,p_black,blackpix,blackand,wb_trans,target
-0.4039112905877055,0.22279607994271486,-0.27892243835267694,-0.3844487181359507,-0.6071274731931563,1
-0.41146235117999047,0.39514527533671634,-0.2757912019833619,-0.37704607816885144,-0.6130825868566789,1
-0.35205851398832355,-0.4487714745235678,-0.26561468378308806,-0.35430939826990365,-0.6011723595296335,1
-0.4039112905877055,0.050446884548713024,-0.2797052474450057,-0.38286243814300086,-0.6249928141837243,1
-0.4330784774248578,0.8171036502668585,-0.2828364838143207,-0.3876212781218504,-0.6190377005202016,1
-0.39742969351278273,1.1142574354289305,-0.2726599656140469,-0.3754597981759016,-0.5892621322025883,1
-0.4276663438672973,0.3238283668978191,-0.28205367472199194,-0.3876212781218504,-0.6190377005202016,1
-0.4103928876626282,-0.17538999217446147,-0.28205367472199194,-0.39132259810540004,-0.6369030415107696,1
-0.41687448473755095,0.22279607994271486,-0.28205367472199194,-0.3897363181124502,-0.6369030415107696,1
-0.4039112905877055,0.7339005904214783,-0.27657401107569063,-0.3796898781571012,-0.630947927847247,1
-0.4363192759623192,2.6000263612392898,-0.28361929290664945,-0.39132259810540004,-0.6369030415107696,1
-0.42983767888739643,1.0132251484738255,-0.28361929290664945,-0.3907938381077501,-0.6369030415107696,1
-0.4103928876626282,0.4189175781496821,-0.2797052474450057,-0.38497747813360067,-0.6369030415107696,1
-0.4039112905877055,0.39514527533671634,-0.27813962926034813,-0.38074739815240105,-0.6249928141837243,1
-0.41146235117999047,0.2525114584589221,-0.27657401107569063,-0.37704607816885144,-0.6190377005202016,1
-0.39742969351278273,0.07421918736167879,-0.27813962926034813,-0.3865637581265505,-0.6369030415107696,1
-0.41146235117999047,0.2525114584589221,-0.27657401107569063,-0.3754597981759016,-0.6190377005202016,1
-0.3261321256886326,-0.7756406382018467,-0.2726599656140469,-0.3765173181712015,-0.6190377005202016,1
-0.41687448473755095,0.22279607994271486,-0.28205367472199194,-0.38920755811480023,-0.630947927847247,1
-0.4006704920502441,0.3238283668978191,-0.28205367472199194,-0.39026507811010014,-0.6369030415107696,1
-0.4006704920502441,0.5674944707307182,-0.2812708656296632,-0.3865637581265505,-0.630947927847247,1
-0.30344653592640297,-0.6686652755435009,-0.2757912019833619,-0.3765173181712015,-0.6011723595296335,1
-0.41146235117999047,-0.03275617529666717,-0.27813962926034813,-0.3844487181359507,-0.630947927847247,1
-0.4039112905877055,0.39514527533671634,-0.27813962926034813,-0.3802186381547511,-0.6071274731931563,1
-0.42335608181247364,0.8171036502668585,-0.28205367472199194,-0.38815003811950033,-0.6369030415107696,1
-0.3869619142367825,-0.7637544867953637,-0.2303882746282941,-0.3474355183004543,-0.6011723595296335,1
-0.3869619142367825,-0.06841462951611582,-0.2006415291198014,-0.279754238601261,-0.5297109955673616,1
-0.37519781554579773,-0.24670690061335876,-0.2617006383214443,-0.35853947825110327,-0.5594865638849749,1
0.0275686266899014,-0.40122686889763626,-0.12314342897925465,-0.13328771925222538,0.07771059811195095,1
-0.4227727380757306,-0.11595923514204703,-0.2632662565061018,-0.36382707822760274,-0.5833070185390655,1
-0.4257218647448205,1.2925497065261733,-0.24995850193651298,-0.3500793182887041,-0.5833070185390655,1
-0.4257218647448205,0.27628376127188753,-0.2617006383214443,-0.3744022781806017,-0.6369030415107696,1
-0.4257218647448205,1.4232973719974849,-0.24839288375185548,-0.3500793182887041,-0.5892621322025883,1
-0.3461602606501438,0.1158207172843689,-0.17480882907295248,-0.26283391867646266,-0.49993542724974815,1
0.7714291149934098,0.28222683697512896,-0.18107130181158254,-0.3120085984579078,-0.5833070185390655,2
0.18808537825036312,0.6685267576858224,-0.22412580188966405,-0.3521943582793039,-0.6369030415107696,2
-0.1252026163660276,1.8571418983341101,-0.2687459201524031,-0.3823336781453509,-0.6369030415107696,2
1.1873207913058275,1.0548266783965161,-0.2045555745814452,-0.3172961984344073,-0.5833070185390655,2
-0.3261321256886326,0.37731604822699205,-0.16306669268802115,-0.2062565989279182,-0.33319224467111336,1
-0.37367464023319086,0.39514527533671634,-0.22647422916665033,-0.31941123842500707,-0.48207008625918013,1
-0.3160532422371276,1.0072820727705847,-0.15132455630308983,-0.23586715879631528,-0.31532690368054533,1
-0.13168421344095033,0.09799149017464456,0.0005404076086886487,0.035915479995758025,0.35164582663399385,1
-0.2692237033708109,0.7933313474538927,-0.11531533805596711,-0.16871463909477188,-0.14858372110191057,1
1.1225048205566,-0.5914052914013621,-0.13018871081021344,-0.28451307858011055,-0.6071274731931563,2
-0.15761060174064132,1.8095972927081787,-0.27109434742938937,-0.3833911981406508,-0.6369030415107696,2
-0.09279463099141391,2.3028725760772177,-0.26404906559843055,-0.37916111815945125,-0.6369030415107696,2
-0.15761060174064132,2.635684815458738,-0.26718030196774556,-0.38074739815240105,-0.6369030415107696,2
-0.09279463099141391,2.035434169431353,-0.26561468378308806,-0.3765173181712015,-0.630947927847247,2
-0.23538976663971423,-0.5319745343689477,-0.14897612902610358,-0.16607083910652215,-0.08903258446668384,1
-0.1252026163660276,-0.6092345185110865,-0.12470904716391217,-0.05979007957888258,-0.06521212981259315,1
-0.3700773538566087,-0.4428283988203264,-0.24526164738254044,-0.31095107846260794,-0.5058905409132708,1
-0.11800804361286339,-0.45471455022680923,-0.10435601076336454,-0.009029119804487562,0.0896208254389963,1
-0.40608262560780456,0.484291410885338,-0.25230692921349923,-0.340561638331005,-0.4761149725956575,1
-0.26562641699422873,-0.39528379319439483,-0.1834197290885688,-0.20572783893026825,-0.29746156268997737,1
-0.32684510136687406,-0.2526499763166002,-0.21316647459706148,-0.2533162387187636,-0.267685994372364,1
-0.16120788811722345,-0.17538999217446147,-0.10200758348637827,-0.06243387956713232,0.06580037078490561,1
-0.06443764378862692,-0.3536822632717047,-0.10983567440966582,-0.020133079755136472,0.13130662108365498,1
-0.15761060174064132,-0.7875267896083296,-0.09417949256309072,-0.05080115961883346,0.053890143457860265,1
-0.4103928876626282,0.026674581735747917,-0.25543816558281424,-0.3331589983639057,-0.4880251999227028,1
-0.27752014762671207,-0.4071699446008777,-0.1677635472419937,-0.16712835910182205,-0.12476326644781988,1
-0.11800804361286339,-0.4190560960073606,-0.10044196530172075,-0.027535719722235747,0.05984525712138294,1
-0.19886596712252455,-0.6270637456208108,-0.10200758348637827,0.04543315995345709,0.21467821237297238,1
-0.15041602898747708,-0.46660070163329215,-0.12392623807158341,-0.06137635957183243,0.01815946147672424,1
-0.40608262560780456,0.5437221679177524,-0.2515241201211705,-0.3395041183357051,-0.4701598589321348,1
-0.21882928611328656,-0.3774545660846705,-0.1552386017647336,-0.10103335939557853,-0.0771223571396385,1
-0.14876322173337178,-0.8291283195310196,-0.09417949256309072,0.05918091989235574,0.32782537197990314,1
-0.41687448473755095,-0.3358530361619804,-0.25543816558281424,-0.32205503841325683,-0.4880251999227028,1
