height,lenght,p_black,p_and,mean_tr,blackpix,blackand,target
-0.2900081446947646,-0.7266702148162157,0.22279607994271486,-0.7390357722771455,-0.055429165798810576,-0.27892243835267694,-0.3844487181359507,1
-0.23751771914836384,-0.7266702148162157,0.39514527533671634,0.5763794889291826,-0.03715417873870258,-0.2757912019833619,-0.37704607816885144,1
-0.23751771914836384,-0.6310517776172657,-0.4487714745235678,-0.24575504932477238,-0.025210683258474528,-0.26561468378308806,-0.35430939826990365,1
-0.2900081446947646,-0.7266702148162157,0.050446884548713024,-0.23401027020685872,-0.026649658617538145,-0.2797052474450057,-0.38286243814300086,1
-0.23751771914836384,-0.7614405556158339,0.8171036502668585,0.9463400311434629,-0.056580346086061474,-0.2828364838143207,-0.3876212781218504,1
-0.2900081446947646,-0.7179776296163112,1.1142574354289305,1.2751938464450454,-0.0538462929038406,-0.2726599656140469,-0.3754597981759016,1
-0.23751771914836384,-0.7527479704159293,0.3238283668978191,-0.43954390477034777,-0.05298290768840242,-0.28205367472199194,-0.3876212781218504,1
-0.2900081446947646,-0.7353628000161202,-0.17538999217446147,-2.6416899893791568,0.0549402442413692,-0.28205367472199194,-0.39132259810540004,1
-0.2900081446947646,-0.7440553852160248,0.22279607994271486,-1.5435531418542305,0.0549402442413692,-0.28205367472199194,-0.3897363181124502,1
-0.2900081446947646,-0.7266702148162157,0.7339005904214783,0.7701683443747586,0.03335561385541488,-0.27657401107569063,-0.3796898781571012,1
-0.2900081446947646,-0.7701331408157385,2.6000263612392898,1.2751938464450454,0.026160737060096768,-0.28361929290664945,-0.39132259810540004,1
-0.2900081446947646,-0.7614405556158339,1.0132251484738255,-0.292734165796427,0.026160737060096768,-0.28361929290664945,-0.3907938381077501,1
-0.2900081446947646,-0.7353628000161202,0.4189175781496821,-0.292734165796427,0.09810950501327785,-0.2797052474450057,-0.38497747813360067,1
-0.2900081446947646,-0.7266702148162157,0.39514527533671634,0.4354421395142193,-0.01700852371181188,-0.27813962926034813,-0.38074739815240105,1
-0.23751771914836384,-0.7266702148162157,0.2525114584589221,0.5763794889291826,-0.027800838904789044,-0.27657401107569063,-0.37704607816885144,1
-0.2900081446947646,-0.7179776296163112,0.07421918736167879,-1.807810672007288,0.1268890121945503,-0.27813962926034813,-0.3865637581265505,1
-0.23751771914836384,-0.7266702148162157,0.2525114584589221,0.9933191476151175,-0.027800838904789044,-0.27657401107569063,-0.3754597981759016,1
-0.2900081446947646,-0.6223591924173612,-0.7756406382018467,-2.2482398889290494,-0.009813646916493774,-0.2726599656140469,-0.3765173181712015,1
-0.2900081446947646,-0.7440553852160248,0.22279607994271486,-1.3086575594959573,-0.01700852371181188,-0.28205367472199194,-0.38920755811480023,1
-0.3424985702411653,-0.7353628000161202,0.3238283668978191,-1.6610009330333673,0.0549402442413692,-0.28205367472199194,-0.39026507811010014,1
-0.3424985702411653,-0.7353628000161202,0.5674944707307182,0.053736818182025976,-0.009813646916493774,-0.2812708656296632,-0.3865637581265505,1
-0.3424985702411653,-0.6310517776172657,-0.6686652755435009,-1.496574025382576,-0.05197562493705789,-0.2757912019833619,-0.3765173181712015,1
-0.23751771914836384,-0.7266702148162157,-0.03275617529666717,-1.37912623420344,0.01896586026477866,-0.27813962926034813,-0.3844487181359507,1
-0.2900081446947646,-0.7266702148162157,0.39514527533671634,0.6057414367239667,-0.05298290768840242,-0.27813962926034813,-0.3802186381547511,1
-0.2900081446947646,-0.7527479704159293,0.8171036502668585,0.10071593465368062,0.0549402442413692,-0.28205367472199194,-0.38815003811950033,1
0.12991525967644135,-0.5702036812179339,-0.7637544867953637,-2.917692298650128,0.06731543232931633,-0.2303882746282941,-0.3474355183004543,1
0.12991525967644135,-0.5702036812179339,-0.06841462951611582,-0.6039708124211384,-0.0026187701211756653,-0.2006415291198014,-0.279754238601261,1
-0.1850272936019631,-0.6484369480170747,-0.24670690061335876,-0.821249226102541,-0.05197562493705789,-0.2617006383214443,-0.35853947825110327,1
-0.1850272936019631,0.10781796437462068,-0.40122686889763626,-0.5393745272726139,-0.06363132534547322,-0.12314342897925465,-0.13328771925222538,1
0.024934408583639874,-0.7092850444164066,-0.11595923514204703,-0.9210798486048072,-0.04003212945682983,-0.2632662565061018,-0.36382707822760274,1
0.024934408583639874,-0.7179776296163112,1.2925497065261733,1.2751938464450454,-0.015569548352748265,-0.24995850193651298,-0.3500793182887041,1
0.024934408583639874,-0.7179776296163112,0.27628376127188753,-1.7960658928893742,0.42907383759791085,-0.2617006383214443,-0.3744022781806017,1
0.024934408583639874,-0.7179776296163112,1.4232973719974849,1.2751938464450454,-0.004201643016145654,-0.24839288375185548,-0.3500793182887041,1
0.024934408583639874,-0.4832778292188884,0.1158207172843689,-0.7390357722771455,-0.0007481021543929585,-0.17480882907295248,-0.26283391867646266,1
-0.3949889957875661,0.19474381637366614,0.28222683697512896,-1.8254278406841584,0.11106028324485046,-0.18107130181158254,-0.3120085984579078,2
-0.3949889957875661,-0.2746557844211793,0.6685267576858224,-1.807810672007288,1.1197820099484492,-0.22412580188966405,-0.3521943582793039,2
