height,lenght,area,eccen,mean_tr,blackand,wb_trans,target
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,-0.055429165798810576,-0.3844487181359507,-0.6071274731931563,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,-0.03715417873870258,-0.37704607816885144,-0.6130825868566789,1
-0.23751771914836384,-0.6310517776172657,-0.22657626599843236,-0.35205851398832355,-0.025210683258474528,-0.35430939826990365,-0.6011723595296335,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,-0.026649658617538145,-0.38286243814300086,-0.6249928141837243,1
-0.23751771914836384,-0.7614405556158339,-0.24502986692267864,-0.4330784774248578,-0.056580346086061474,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.7179776296163112,-0.24051898669675179,-0.39742969351278273,-0.0538462929038406,-0.3754597981759016,-0.5892621322025883,1
-0.23751771914836384,-0.7527479704159293,-0.24379962686106224,-0.4276663438672973,-0.05298290768840242,-0.3876212781218504,-0.6190377005202016,1
-0.2900081446947646,-0.7353628000161202,-0.2425693867994458,-0.4103928876626282,0.0549402442413692,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.7440553852160248,-0.24359458685079283,-0.41687448473755095,0.0549402442413692,-0.3897363181124502,-0.6369030415107696,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,0.03335561385541488,-0.3796898781571012,-0.630947927847247,1
-0.2900081446947646,-0.7701331408157385,-0.24667018700483387,-0.4363192759623192,0.026160737060096768,-0.39132259810540004,-0.6369030415107696,1
-0.2900081446947646,-0.7614405556158339,-0.24564498695348685,-0.42983767888739643,0.026160737060096768,-0.3907938381077501,-0.6369030415107696,1
-0.2900081446947646,-0.7353628000161202,-0.2425693867994458,-0.4103928876626282,0.09810950501327785,-0.38497747813360067,-0.6369030415107696,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,-0.01700852371181188,-0.38074739815240105,-0.6249928141837243,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,-0.027800838904789044,-0.37704607816885144,-0.6190377005202016,1
-0.2900081446947646,-0.7179776296163112,-0.24051898669675179,-0.39742969351278273,0.1268890121945503,-0.3865637581265505,-0.6369030415107696,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,-0.027800838904789044,-0.3754597981759016,-0.6190377005202016,1
-0.2900081446947646,-0.6223591924173612,-0.2292417861319346,-0.3261321256886326,-0.009813646916493774,-0.3765173181712015,-0.6190377005202016,1
-0.2900081446947646,-0.7440553852160248,-0.24359458685079283,-0.41687448473755095,-0.01700852371181188,-0.38920755811480023,-0.630947927847247,1
-0.3424985702411653,-0.7353628000161202,-0.24379962686106224,-0.4006704920502441,0.0549402442413692,-0.39026507811010014,-0.6369030415107696,1
-0.3424985702411653,-0.7353628000161202,-0.24379962686106224,-0.4006704920502441,-0.009813646916493774,-0.3865637581265505,-0.630947927847247,1
-0.3424985702411653,-0.6310517776172657,-0.23395770636813087,-0.30344653592640297,-0.05197562493705789,-0.3765173181712015,-0.6011723595296335,1
-0.23751771914836384,-0.7266702148162157,-0.24010890667621299,-0.41146235117999047,0.01896586026477866,-0.3844487181359507,-0.630947927847247,1
-0.2900081446947646,-0.7266702148162157,-0.2415441867480988,-0.4039112905877055,-0.05298290768840242,-0.3802186381547511,-0.6071274731931563,1
-0.2900081446947646,-0.7527479704159293,-0.24461978690213984,-0.42335608181247364,0.0549402442413692,-0.38815003811950033,-0.6369030415107696,1
0.12991525967644135,-0.5702036812179339,-0.18208258376997186,-0.3869619142367825,0.06731543232931633,-0.3474355183004543,-0.6011723595296335,1
0.12991525967644135,-0.5702036812179339,-0.18208258376997186,-0.3869619142367825,-0.0026187701211756653,-0.279754238601261,-0.5297109955673616,1
-0.1850272936019631,-0.6484369480170747,-0.22575610595735474,-0.37519781554579773,-0.05197562493705789,-0.35853947825110327,-0.5594865638849749,1
-0.1850272936019631,0.10781796437462068,-0.10088673970328818,0.0275686266899014,-0.06363132534547322,-0.13328771925222538,0.07771059811195095,1
0.024934408583639874,-0.7092850444164066,-0.228421626090857,-0.4227727380757306,-0.04003212945682983,-0.36382707822760274,-0.5833070185390655,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,-0.015569548352748265,-0.3500793182887041,-0.5833070185390655,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,0.42907383759791085,-0.3744022781806017,-0.6369030415107696,1
0.024934408583639874,-0.7179776296163112,-0.23067706620382042,-0.4257218647448205,-0.004201643016145654,-0.3500793182887041,-0.5892621322025883,1
0.024934408583639874,-0.4832778292188884,-0.16978018315380766,-0.3461602606501438,-0.0007481021543929585,-0.26283391867646266,-0.49993542724974815,1
-0.3949889957875661,0.19474381637366614,-0.1792120236262002,0.7714291149934098,0.11106028324485046,-0.3120085984579078,-0.5833070185390655,2
-0.3949889957875661,-0.2746557844211793,-0.21242850528984353,0.18808537825036312,1.1197820099484492,-0.3521943582793039,-0.6369030415107696,2
-0.44747942133396684,-0.6136666072174566,-0.24051898669675179,-0.1252026163660276,0.2995660552821849,-0.3823336781453509,-0.6369030415107696,2
-0.44747942133396684,0.09043279397481159,-0.20730250503310846,1.1873207913058275,0.0678910224729418,-0.3172961984344073,-0.5833070185390655,2
-0.02755601696276087,-0.4572000736191748,-0.17080538320515468,-0.3261321256886326,-0.044061260462207964,-0.2062565989279182,-0.33319224467111336,1
-0.08004644250916161,-0.604974022017552,-0.2099680251666107,-0.37367464023319086,-0.045788030893084315,-0.31941123842500707,-0.48207008625918013,1
-0.08004644250916161,-0.4658926588190793,-0.18044226368781663,-0.3160532422371276,-0.04262228510314434,-0.23586715879631528,-0.31532690368054533,1
-0.02755601696276087,0.06435503837509796,-0.047781377043512735,-0.13168421344095033,-0.05701203869378056,0.035915479995758025,0.35164582663399385,1
-0.08004644250916161,-0.3528890512203202,-0.15645258248629645,-0.2692237033708109,-0.050248854506181544,-0.16871463909477188,-0.14858372110191057,1
-0.3424985702411653,0.8988432175659343,-0.089609539138471,1.1225048205566,0.4002943304166384,-0.28451307858011055,-0.6071274731931563,2
-0.44747942133396684,-0.6310517776172657,-0.24133914673782939,-0.15761060174064132,0.25639679451027625,-0.3833911981406508,-0.6369030415107696,2
-0.44747942133396684,-0.5962814368176476,-0.23969882665567416,-0.09279463099141391,0.3859045768260022,-0.37916111815945125,-0.6369030415107696,2
-0.44747942133396684,-0.6310517776172657,-0.24133914673782939,-0.15761060174064132,0.32834556246345736,-0.38074739815240105,-0.6369030415107696,2
-0.44747942133396684,-0.5962814368176476,-0.23969882665567416,-0.09279463099141391,0.1340838889898684,-0.3765173181712015,-0.630947927847247,2
-0.02755601696276087,-0.21380768802184752,-0.11339418032972177,-0.23538976663971423,-0.06104116969915871,-0.16607083910652215,-0.08903258446668384,1
