battery_power,clock_speed,fc,four_g,m_dep,target,pc,px_height,px_width,ram,sc_w,talk_time,three_g,touch_screen
-0.4550414556928833,0.3310488682522313,2.1893625994052113,0,-1.4234685369497717,3,0.9941964696833484,-0.9386151495316619,0.3782805108335651,1.240757443793182,0.32008467822126146,-1.6508062361675369,0,1
-0.9172935869581271,-1.2538892439300688,-0.0921740819257717,1,1.0247574479761257,5,0.33553376134126367,0.2428549697897111,-0.8987743063034415,1.6267499623964778,-1.2996209224164466,-0.7373118051160352,1,0
1.293278486320217,1.550232031469385,-0.7766350863250666,0,1.374504017251254,3,-0.9817916553429059,1.4334133207981716,0.2724345259897772,0.24583639345533165,1.0142442213517078,-0.18921514648513424,0,1
0.6960121186953228,-1.2538892439300688,3.1019772719376046,1,-0.024482259849258996,8,1.6528591780254331,-0.7818431529294029,1.160620398809389,1.6249075160069633,-1.2996209224164466,-0.7373118051160352,1,1
0.4397139073007321,-0.15662439703463046,1.5049015950059164,1,-0.024482259849258996,6,1.3235278238543908,0.24967114355502673,-1.0069212908177465,-0.3280856568784469,0.5514711925980769,-0.7373118051160352,1,0
0.5083652139242831,1.6721503477911004,0.1359795862073266,1,1.0247574479761257,8,-0.1584632699152999,-0.1592992823639101,-0.7100923333210369,1.2683941396359002,0.32008467822126146,-1.4681073499572366,1,1
1.0896129433370154,1.0625587661825235,-0.7766350863250666,0,1.724250586526382,2,-1.146457332428427,1.462950073781206,0.2908425233539142,1.6064830521118179,-0.8368478936628158,-0.18921514648513424,0,0
-0.9356006020577406,1.0625587661825235,-1.0047887544581648,0,1.0247574479761257,1,-1.3111230095139483,1.5288397535125902,1.4551483566355814,-0.5841857050209677,-0.8368478936628158,1.2723759431972685,0,1
-0.2994318273461676,1.6721503477911004,1.04859425873972,1,0.3252643094258691,5,1.4881935009399119,-0.18883603534694443,-0.8550553125636161,1.2490484525459975,0.7828577069748923,-0.18921514648513424,1,1
0.6365143196215785,-1.2538892439300688,-0.7766350863250666,0,-0.024482259849258996,3,1.6528591780254331,-1.3339532279199675,-0.5490223563848379,-1.3616980813961026,-1.2996209224164466,-1.102709577536636,1,0
0.5907467818725445,0.8187221335390931,-0.5484814181919683,0,0.3252643094258691,7,-0.6524603011718635,-0.30925510520085364,0.2034045358742633,1.600034489748517,0.32008467822126146,1.637773715617869,0,1
0.23147161054262724,1.6721503477911004,-0.5484814181919683,1,1.0247574479761257,3,-0.6524603011718635,-0.9181666282357152,0.9742394254975015,1.641489533512594,0.5514711925980769,-0.5546129189057349,1,1
-0.7822793505984766,-0.15662439703463046,-1.0047887544581648,0,1.724250586526382,2,-1.146457332428427,0.43143577729677646,1.4850613523523042,-1.5569973986846437,-0.8368478936628158,1.637773715617869,1,0
-0.11865005323748314,0.8187221335390931,0.1359795862073266,0,1.374504017251254,5,0.8295307925978272,-0.93634309160989,1.3999243645431705,-1.0475609719838739,-1.2996209224164466,0.9069781707766678,1,1
-1.4001411102104362,0.3310488682522313,0.8204405906066216,1,1.374504017251254,8,-0.1584632699152999,1.5356559272779058,0.17349154015754062,0.5728706275941621,0.08869816384444602,-1.4681073499572366,1,1
1.3825251849308333,-0.6442976623214919,0.1359795862073266,1,0.6750108787009972,8,-0.4877946240863423,-1.0317695243243088,1.3447003724507594,-1.4427657225347423,-0.14268835053236942,-0.18921514648513424,1,0
1.70060957228662,-1.2538892439300688,2.1893625994052113,1,1.724250586526382,2,1.1588621467688696,-0.059328733805947775,0.6060794782147608,-0.04250646650369353,-0.6054613792860003,0.5415803983560671,1,1
