blue,dual_sim,four_g,int_memory,mobile_wt,target,pc,px_height,ram,three_g
1,1,0,-1.51966913062553,1.5052570819824234,3,0.9941964696833484,-0.9386151495316619,1.240757443793182,0
1,1,1,1.5657670159100803,1.4484517125470808,5,0.33553376134126367,0.2428549697897111,1.6267499623964778,1
1,0,0,-0.3075335016293974,1.3064382889587247,3,-0.9817916553429059,1.4334133207981716,0.24583639345533165,0
0,1,1,-0.4177276497199549,-1.2498033356316873,8,1.6528591780254331,-0.7818431529294029,1.6249075160069633,1
0,0,1,0.9046021273667352,-0.9089711190196325,6,1.3235278238543908,0.24967114355502673,-0.3280856568784469,1
1,1,1,0.9596992014120139,1.6472705055707795,8,-0.1584632699152999,-0.1592992823639101,1.2683941396359002,1
0,0,0,0.7944079792761777,0.4543577474285873,2,-1.146457332428427,1.462950073781206,1.6064830521118179,0
0,1,0,1.620864089955359,-0.8237630648666187,1,-1.3111230095139483,1.5288397535125902,-0.5841857050209677,0
1,1,1,-0.4177276497199549,-1.1077899120433312,5,1.4881935009399119,-0.18883603534694443,1.2490484525459975,1
0,0,0,-0.4177276497199549,0.8803980181936559,3,1.6528591780254331,-1.3339532279199675,-1.3616980813961026,1
0,0,0,1.2351845716384078,-1.7042462911144274,7,-0.6524603011718635,-0.30925510520085364,1.600034489748517,0
0,0,1,0.07814601668755387,0.8803980181936559,3,-0.6524603011718635,-0.9181666282357152,1.641489533512594,1
1,1,0,-0.14224227949356114,-1.5054274980907285,2,-1.146457332428427,0.43143577729677646,-1.5569973986846437,1
1,1,0,-0.7483100939916274,0.5111631168639298,5,0.8295307925978272,-0.93634309160989,-1.0475609719838739,1
0,0,1,1.0147962754572928,1.5052570819824234,8,-0.1584632699152999,1.5356559272779058,0.5728706275941621,1
1,0,1,1.1249904235478503,-0.9657764884549749,8,-0.4877946240863423,-1.0317695243243088,-1.4427657225347423,1
0,1,1,-0.36263057567467616,0.653176540452286,2,1.1588621467688696,-0.059328733805947775,-0.04250646650369353,1
0,0,1,0.8495050533214564,1.3064382889587247,4,0.8295307925978272,-0.690960836058528,0.05330074575106244,1
1,1,1,0.24343723882339013,1.5336597667000946,2,-1.146457332428427,-1.2657914902668115,1.6331985247597787,1
