blue,clock_speed,fc,four_g,int_memory,m_dep,target,pc,px_height,sc_h,wifi
1,0.3310488682522313,2.1893625994052113,0,-1.51966913062553,-1.4234685369497717,3,0.9941964696833484,-0.9386151495316619,-0.04768131253841222,0
1,-1.2538892439300688,-0.0921740819257717,1,1.5657670159100803,1.0247574479761257,5,0.33553376134126367,0.2428549697897111,-1.4592991179519266,0
1,1.550232031469385,-0.7766350863250666,0,-0.3075335016293974,1.374504017251254,3,-0.9817916553429059,1.4334133207981716,1.1286668586395165,1
0,-1.2538892439300688,3.1019772719376046,1,-0.4177276497199549,-0.024482259849258996,8,1.6528591780254331,-0.7818431529294029,-0.5182205810095837,0
0,-0.15662439703463046,1.5049015950059164,1,0.9046021273667352,-0.024482259849258996,6,1.3235278238543908,0.24967114355502673,0.658127590168345,1
1,1.6721503477911004,0.1359795862073266,1,0.9596992014120139,1.0247574479761257,8,-0.1584632699152999,-0.1592992823639101,-0.5182205810095837,1
0,1.0625587661825235,-0.7766350863250666,0,0.7944079792761777,1.724250586526382,2,-1.146457332428427,1.462950073781206,0.42285795593275927,0
0,1.0625587661825235,-1.0047887544581648,0,1.620864089955359,1.0247574479761257,1,-1.3111230095139483,1.5288397535125902,-1.2240294837163408,1
1,1.6721503477911004,1.04859425873972,1,-0.4177276497199549,0.3252643094258691,5,1.4881935009399119,-0.18883603534694443,-0.28295094677399796,0
0,-1.2538892439300688,-0.7766350863250666,0,-0.4177276497199549,-0.024482259849258996,3,1.6528591780254331,-1.3339532279199675,-1.4592991179519266,1
0,0.8187221335390931,-0.5484814181919683,0,1.2351845716384078,0.3252643094258691,7,-0.6524603011718635,-0.30925510520085364,0.18758832169717352,0
0,1.6721503477911004,-0.5484814181919683,1,0.07814601668755387,1.0247574479761257,3,-0.6524603011718635,-0.9181666282357152,0.658127590168345,1
1,-0.15662439703463046,-1.0047887544581648,0,-0.14224227949356114,1.724250586526382,2,-1.146457332428427,0.43143577729677646,-1.4592991179519266,0
1,0.8187221335390931,0.1359795862073266,0,-0.7483100939916274,1.374504017251254,5,0.8295307925978272,-0.93634309160989,0.18758832169717352,0
0,0.3310488682522313,0.8204405906066216,1,1.0147962754572928,1.374504017251254,8,-0.1584632699152999,1.5356559272779058,1.1286668586395165,0
1,-0.6442976623214919,0.1359795862073266,1,1.1249904235478503,0.6750108787009972,8,-0.4877946240863423,-1.0317695243243088,-0.7534902152451695,1
0,-1.2538892439300688,2.1893625994052113,1,-0.36263057567467616,1.724250586526382,2,1.1588621467688696,-0.059328733805947775,0.18758832169717352,0
0,1.6721503477911004,0.1359795862073266,1,0.8495050533214564,-1.0737219676746435,4,0.8295307925978272,-0.690960836058528,-0.7534902152451695,0
1,0.20913055193051577,-0.5484814181919683,1,0.24343723882339013,-1.0737219676746435,2,-1.146457332428427,-1.2657914902668115,1.5992061271106879,1
0,1.3063953988259545,1.04859425873972,0,0.24343723882339013,0.6750108787009972,4,1.6528591780254331,-1.3453135175288269,-1.6945687521875124,0
0,-1.1319709276083536,0.8204405906066216,1,-1.4094749825349724,0.6750108787009972,1,1.1588621467688696,-0.30698304727908177,0.658127590168345,0
0,1.3063953988259545,-0.7766350863250666,0,1.5106699418648015,-0.024482259849258996,5,-0.8171259782573846,-0.26835806260895995,0.18758832169717352,0
0,0.20913055193051577,0.5922869224735232,0,0.9596992014120139,-1.4234685369497717,2,0.006202407170221273,0.3132887653646391,1.1286668586395165,1
1,-1.0100526112866381,2.6456699356714077,0,1.400475793774244,1.0247574479761257,5,1.3235278238543908,-0.28880658390490677,1.1286668586395165,0
0,0.20913055193051577,-0.7766350863250666,0,-1.51966913062553,0.6750108787009972,3,-0.6524603011718635,1.2607369187435093,1.1286668586395165,0
0,0.08721223560880055,0.36413325434042493,1,0.5740196830950627,0.6750108787009972,3,0.9941964696833484,0.826773855685082,0.658127590168345,1
0,1.794068664112816,-1.0047887544581648,0,-0.8585042420821849,0.3252643094258691,4,-1.4757886865994694,-0.1456669348332789,0.8933972244039307,0
0,-1.2538892439300688,-0.7766350863250666,0,-1.3543779084896936,-1.4234685369497717,5,-0.8171259782573846,-1.3294091120764238,1.1286668586395165,1
1,-1.2538892439300688,1.04859425873972,0,-0.9686983901727425,-1.0737219676746435,5,0.006202407170221273,-0.027519922901141573,-0.5182205810095837,1
1,0.08721223560880055,-1.0047887544581648,1,0.2985343128686689,1.0247574479761257,2,-1.6404543636849906,-1.1590047679435336,-0.28295094677399796,0
0,1.6721503477911004,-0.5484814181919683,1,-1.1890866863538574,-0.7239753983995154,8,0.5001994384267848,0.5382224996200544,-0.28295094677399796,0
0,1.3063953988259545,2.4175162675383097,1,1.2902816456836865,-0.024482259849258996,8,0.9941964696833484,-0.31379922104439734,-0.7534902152451695,0
1,0.20913055193051577,-0.7766350863250666,0,-0.03204813140300363,-0.7239753983995154,7,0.17086808425574246,1.744685256080918,1.1286668586395165,0
1,0.8187221335390931,1.2767479268728181,0,0.9046021273667352,1.0247574479761257,4,1.6528591780254331,0.1883255796671862,1.363936492875102,0
1,-0.4004610296780612,-1.0047887544581648,0,0.6842138311856202,1.0247574479761257,3,-0.6524603011718635,1.3175383667878062,-0.28295094677399796,0
1,0.6968038172173775,-0.32032775005887,0,0.02304894264227512,1.374504017251254,6,-0.3231289470008211,-1.181725347161252,-1.6945687521875124,1
0,-0.7662159786432073,-0.0921740819257717,1,-1.3543779084896936,0.3252643094258691,6,-0.8171259782573846,0.25875937524211423,1.1286668586395165,1
0,-1.1319709276083536,-0.7766350863250666,1,-0.25243642758411866,-0.3742288291243871,6,0.9941964696833484,-1.0840268565250617,1.5992061271106879,1
0,-0.7662159786432073,-0.0921740819257717,0,0.4087284609592264,1.374504017251254,2,0.17086808425574246,-0.7409461103375091,0.18758832169717352,0
0,1.3063953988259545,-1.0047887544581648,0,-1.6849603527613664,-1.0737219676746435,4,-1.4757886865994694,-1.040857756011396,0.8933972244039307,1
1,-0.15662439703463046,-0.5484814181919683,0,0.7944079792761777,1.0247574479761257,2,0.006202407170221273,1.765133777376865,-0.7534902152451695,1
1,-0.15662439703463046,-0.5484814181919683,0,0.5740196830950627,-0.7239753983995154,8,-0.4877946240863423,0.01337711969075211,0.18758832169717352,1
1,-1.2538892439300688,-1.0047887544581648,0,-1.1339896123085786,-0.024482259849258996,6,0.8295307925978272,-1.272607664032127,-1.6945687521875124,1
1,-1.1319709276083536,1.7330552631390148,1,-0.8585042420821849,0.3252643094258691,5,1.4881935009399119,-1.1044753778210086,0.42285795593275927,0
0,0.6968038172173775,-0.5484814181919683,0,0.8495050533214564,0.3252643094258691,3,0.664865115512306,-0.36151243740160666,-1.6945687521875124,0
1,0.20913055193051577,1.04859425873972,1,1.3453787197289653,-0.024482259849258996,7,1.1588621467688696,0.13834030538820502,1.1286668586395165,0
0,0.940640449860808,-0.5484814181919683,0,-0.6932130199463487,1.374504017251254,1,-0.8171259782573846,-0.9499754391405213,-1.2240294837163408,1
0,-1.0100526112866381,-0.7766350863250666,1,-1.0788925382633,-0.024482259849258996,4,0.8295307925978272,2.149111566156311,0.8933972244039307,1
