blue,dual_sim,fc,m_dep,target,pc,px_width,sc_h,touch_screen,wifi
1,1,2.1893625994052113,-1.4234685369497717,3,0.9941964696833484,0.3782805108335651,-0.04768131253841222,1,0
1,1,-0.0921740819257717,1.0247574479761257,5,0.33553376134126367,-0.8987743063034415,-1.4592991179519266,0,0
1,0,-0.7766350863250666,1.374504017251254,3,-0.9817916553429059,0.2724345259897772,1.1286668586395165,1,1
0,1,3.1019772719376046,-0.024482259849258996,8,1.6528591780254331,1.160620398809389,-0.5182205810095837,1,0
0,0,1.5049015950059164,-0.024482259849258996,6,1.3235278238543908,-1.0069212908177465,0.658127590168345,0,1
1,1,0.1359795862073266,1.0247574479761257,8,-0.1584632699152999,-0.7100923333210369,-0.5182205810095837,1,1
0,0,-0.7766350863250666,1.724250586526382,2,-1.146457332428427,0.2908425233539142,0.42285795593275927,0,0
0,1,-1.0047887544581648,1.0247574479761257,1,-1.3111230095139483,1.4551483566355814,-1.2240294837163408,1,1
1,1,1.04859425873972,0.3252643094258691,5,1.4881935009399119,-0.8550553125636161,-0.28295094677399796,1,0
0,0,-0.7766350863250666,-0.024482259849258996,3,1.6528591780254331,-0.5490223563848379,-1.4592991179519266,0,1
0,0,-0.5484814181919683,0.3252643094258691,7,-0.6524603011718635,0.2034045358742633,0.18758832169717352,1,0
0,0,-0.5484814181919683,1.0247574479761257,3,-0.6524603011718635,0.9742394254975015,0.658127590168345,1,1
1,1,-1.0047887544581648,1.724250586526382,2,-1.146457332428427,1.4850613523523042,-1.4592991179519266,0,0
1,1,0.1359795862073266,1.374504017251254,5,0.8295307925978272,1.3999243645431705,0.18758832169717352,1,0
0,0,0.8204405906066216,1.374504017251254,8,-0.1584632699152999,0.17349154015754062,1.1286668586395165,1,0
1,0,0.1359795862073266,0.6750108787009972,8,-0.4877946240863423,1.3447003724507594,-0.7534902152451695,0,1
0,1,2.1893625994052113,1.724250586526382,2,1.1588621467688696,0.6060794782147608,0.18758832169717352,1,0
0,0,0.1359795862073266,-1.0737219676746435,4,0.8295307925978272,-1.6465991992215085,-0.7534902152451695,0,0
1,1,-0.5484814181919683,-1.0737219676746435,2,-1.146457332428427,1.2043393925492145,1.5992061271106879,0,1
0,0,1.04859425873972,0.6750108787009972,4,1.6528591780254331,-1.584472208117546,-1.6945687521875124,0,0
0,0,0.8204405906066216,0.6750108787009972,1,1.1588621467688696,1.5701983401614379,0.658127590168345,1,0
0,1,-0.7766350863250666,-0.024482259849258996,5,-0.8171259782573846,0.7901594518561312,0.18758832169717352,1,0
0,1,0.5922869224735232,-1.4234685369497717,2,0.006202407170221273,0.7809554531740627,1.1286668586395165,1,1
1,1,2.6456699356714077,1.0247574479761257,5,1.3235278238543908,-0.3143203899920907,1.1286668586395165,1,0
0,1,-0.7766350863250666,0.6750108787009972,3,-0.6524603011718635,0.16888954081650637,1.1286668586395165,1,0
0,1,0.36413325434042493,0.6750108787009972,3,0.9941964696833484,0.13437454575874944,0.658127590168345,1,1
