column name,count,mean,std,min,25%,50%,75%,max
number_of_features,510.0,13.168627450980392,5.2470401496889005,3.0,9.0,12.5,18.0,24.0
proportion_of_numeric_features,510.0,0.8252846920375604,0.27066462220772425,0.0,0.6887019230769231,1.0,1.0,1.0
number_of_instances,510.0,3487.274509803922,3789.873348695509,87.0,768.0,2086.0,5000.0,18905.0
number_of_classes,510.0,4.458823529411765,2.7590306425763274,2.0,2.0,3.0,7.0,11.0
ratio_of_instances_to_features,510.0,323.7042864640933,509.0972852470816,5.388888888888889,65.36192810457517,166.41176470588235,369.1428571428572,3781.0
ratio_of_classes_to_features,510.0,0.42577067309955313,0.4155820087298048,0.0833333333333333,0.1818181818181818,0.3,0.5,3.333333333333333
ratio_of_instances_to_classes,510.0,1158.118374925728,1655.309148731715,10.875,208.125,478.4,1546.607142857143,9452.5
ratio_of_min_to_max_instances_per_class,510.0,0.49748226076107044,0.387618500580994,0.0027964205816554,0.088356729975227,0.5311827956989247,0.9210498623432242,1.0
proportion_of_features_with_outliers,510.0,0.4827576456713068,0.3929383000892459,0.0,0.056372549019607796,0.5,0.9047619047619048,1.0
average_mutual_information,510.0,0.13667470296524523,0.17080194803635596,0.002764890211625,0.037261005942959474,0.07805815983221401,0.15737154290812252,0.844170665520609
minimum_mutual_information,510.0,0.02102588638752518,0.04903462386578225,0.0,0.0,0.0,0.0153663999098175,0.2656882295527225
maximum_mutual_information,510.0,0.35188063240462747,0.33165169401977196,0.0097157268908978,0.10592604793390963,0.21612110646867583,0.582109647336474,1.2651240546810478
equivalent_number_of_features,510.0,1.1657846353468806,0.24653270936792046,1.0027687160457577,1.0379639023915361,1.0811855394038268,1.1704304124130271,2.326047942666623
noise_to_signal_ratio_of_features,510.0,1.3934858169783302,4.44372425229322,-0.9293066302424272,-0.5741251346500229,0.1705396116799798,1.1384726227492896,36.23943505830346
