work_year,target,employment_type,job_title,salary_currency,salary_in_usd,company_location,company_size
0.933090760892103,4,2,84,7,342,25,0
0.933090760892103,3,0,66,19,89,70,2
0.933090760892103,3,0,66,19,75,70,2
0.933090760892103,4,2,47,19,757,12,1
0.933090760892103,4,2,47,19,509,12,1
0.933090760892103,4,2,8,19,914,70,0
0.933090760892103,4,2,8,19,591,70,0
0.933090760892103,4,2,47,19,906,12,1
0.933090760892103,4,2,47,19,619,12,1
0.933090760892103,4,2,47,19,649,70,1
0.933090760892103,4,2,47,19,357,70,1
0.933090760892103,4,2,25,19,563,70,1
0.933090760892103,4,2,25,19,402,70,1
0.933090760892103,1,2,8,19,893,70,0
0.933090760892103,1,2,8,19,569,70,0
0.933090760892103,4,2,38,19,649,70,1
0.933090760892103,4,2,38,19,357,70,1
0.933090760892103,4,2,47,19,738,70,1
0.933090760892103,4,2,47,19,663,70,1
0.933090760892103,3,2,25,19,663,70,1
0.933090760892103,3,2,25,19,460,70,1
0.933090760892103,4,2,88,19,984,20,1
0.933090760892103,4,2,88,19,755,20,1
0.933090760892103,4,2,4,19,927,28,1
0.933090760892103,4,2,4,19,632,28,1
0.933090760892103,4,2,18,19,919,70,1
0.933090760892103,4,2,18,19,691,70,1
0.933090760892103,4,2,69,19,851,70,1
0.933090760892103,4,2,69,19,563,70,1
0.933090760892103,4,2,50,19,355,12,1
0.933090760892103,4,2,50,19,277,12,1
0.933090760892103,4,2,33,19,963,70,1
0.933090760892103,4,2,33,19,357,70,1
0.933090760892103,4,2,23,19,1019,70,1
0.933090760892103,4,2,23,19,795,70,1
0.933090760892103,3,2,33,19,715,70,1
0.933090760892103,3,2,33,19,563,70,1
0.933090760892103,3,2,25,19,436,70,1
0.933090760892103,3,2,25,19,238,70,1
0.933090760892103,1,2,41,19,402,53,0
0.933090760892103,1,2,22,19,89,53,0
-0.4019626865857902,3,2,69,12,57,38,0
0.933090760892103,1,2,8,19,867,70,0
0.933090760892103,1,2,8,19,465,70,0
0.933090760892103,4,2,33,19,981,70,1
0.933090760892103,4,2,33,19,912,70,1
0.933090760892103,4,2,47,19,888,70,1
0.933090760892103,4,2,47,19,797,70,1
0.933090760892103,4,2,47,19,974,70,1
0.933090760892103,4,2,47,19,949,70,1
0.933090760892103,4,2,47,19,985,70,1
0.933090760892103,4,2,47,19,791,70,1
0.933090760892103,4,2,47,19,905,70,1
0.933090760892103,4,2,47,19,850,70,1
0.933090760892103,4,2,33,19,863,70,1
0.933090760892103,4,2,33,19,528,70,1
0.933090760892103,4,2,88,19,814,70,1
0.933090760892103,4,2,88,19,609,70,1
0.933090760892103,2,2,47,19,969,70,1
0.933090760892103,2,2,47,19,797,70,1
0.933090760892103,4,2,33,19,930,70,1
0.933090760892103,4,2,33,19,725,70,1
0.933090760892103,4,2,47,19,750,70,1
0.933090760892103,4,2,47,19,463,70,1
0.933090760892103,4,2,33,19,938,70,1
0.933090760892103,4,2,33,19,761,70,1
0.933090760892103,4,2,33,19,937,70,1
0.933090760892103,4,2,33,19,856,70,1
0.933090760892103,4,2,8,19,1007,70,0
0.933090760892103,4,2,8,19,700,70,0
0.933090760892103,4,2,33,19,481,70,1
0.933090760892103,4,2,33,19,320,70,1
0.933090760892103,4,2,47,19,937,70,1
0.933090760892103,4,2,47,19,856,70,1
0.933090760892103,4,2,23,19,987,70,1
0.933090760892103,4,2,23,19,883,70,1
0.933090760892103,4,2,31,19,988,70,1
0.933090760892103,4,2,31,19,734,70,1
0.933090760892103,4,2,33,19,830,70,1
0.933090760892103,4,2,33,19,609,70,1
0.933090760892103,3,2,47,9,242,31,0
0.933090760892103,4,2,69,19,663,70,1
0.933090760892103,3,2,6,7,268,20,2
-0.4019626865857902,1,2,1,19,1004,38,0
0.933090760892103,3,2,69,7,387,54,0
0.933090760892103,4,2,18,19,802,70,1
0.933090760892103,4,2,18,19,561,70,1
0.933090760892103,4,2,33,19,919,70,1
0.933090760892103,4,2,33,19,757,70,1
0.933090760892103,4,2,33,19,797,70,1
0.933090760892103,4,2,33,19,613,70,1
0.933090760892103,4,2,47,7,154,25,1
0.933090760892103,4,2,47,7,116,25,1
0.933090760892103,4,2,47,19,432,70,1
0.933090760892103,4,2,47,19,270,70,1
0.933090760892103,1,2,69,19,716,70,1
0.933090760892103,1,2,69,19,642,70,1
0.933090760892103,4,2,33,19,903,70,1
0.933090760892103,4,2,33,19,797,70,1
0.933090760892103,4,2,25,19,859,70,0
0.933090760892103,4,2,25,19,425,70,0
0.933090760892103,4,2,25,19,639,70,1
0.933090760892103,4,2,25,19,240,70,1
0.933090760892103,4,2,33,19,721,70,1
0.933090760892103,4,2,33,19,576,70,1
0.933090760892103,4,2,33,19,772,70,1
0.933090760892103,4,2,33,19,374,70,1
0.933090760892103,4,2,4,19,674,70,1
0.933090760892103,4,2,4,19,495,70,1
0.933090760892103,4,2,33,19,952,70,1
0.933090760892103,4,2,33,19,582,70,1
0.933090760892103,4,2,88,19,861,70,1
0.933090760892103,4,2,88,19,578,70,1
0.933090760892103,1,2,89,19,908,70,0
-0.4019626865857902,1,2,69,3,195,14,2
0.933090760892103,4,2,47,19,509,70,1
0.933090760892103,4,2,4,19,997,70,1
0.933090760892103,4,2,4,19,894,70,1
0.933090760892103,4,2,4,19,777,70,1
0.933090760892103,4,2,4,19,633,70,1
0.933090760892103,4,2,69,19,990,70,1
0.933090760892103,4,2,69,19,813,70,1
0.933090760892103,4,2,4,19,895,70,1
0.933090760892103,4,2,33,19,802,70,1
0.933090760892103,4,2,33,19,561,70,1
0.933090760892103,4,2,33,19,962,70,1
0.933090760892103,4,2,33,19,560,70,1
0.933090760892103,3,2,29,19,687,70,1
0.933090760892103,3,2,29,19,613,70,1
0.933090760892103,4,2,33,19,713,70,1
0.933090760892103,4,2,33,19,624,70,1
0.933090760892103,4,2,69,19,1018,70,0
0.933090760892103,4,2,69,19,762,70,0
0.933090760892103,3,2,33,19,402,70,1
0.933090760892103,3,2,33,19,270,70,1
0.933090760892103,1,2,33,19,338,70,1
0.933090760892103,1,2,33,19,240,70,1
0.933090760892103,4,2,47,19,606,70,1
0.933090760892103,4,2,47,19,332,70,1
0.933090760892103,1,2,25,19,292,70,1
0.933090760892103,1,2,25,19,270,70,1
0.933090760892103,4,2,25,19,866,70,1
0.933090760892103,4,2,25,19,607,70,1
0.933090760892103,4,2,69,19,1012,70,1
0.933090760892103,4,2,69,19,887,70,1
0.933090760892103,4,2,33,19,379,70,1
0.933090760892103,4,2,33,19,292,70,1
0.933090760892103,4,2,47,19,835,70,1
0.933090760892103,4,2,47,19,705,70,1
0.933090760892103,4,2,4,19,927,70,1
0.933090760892103,4,2,4,19,632,70,1
0.933090760892103,3,2,17,19,432,70,0
0.933090760892103,3,2,5,12,56,38,0
0.933090760892103,3,2,25,8,146,28,1
0.933090760892103,3,2,25,8,132,28,1
0.933090760892103,4,2,33,19,639,70,1
0.933090760892103,4,2,25,19,735,70,1
0.933090760892103,4,2,25,19,434,70,1
0.933090760892103,4,2,69,19,818,70,1
0.933090760892103,4,2,69,19,663,70,1
0.933090760892103,4,2,4,19,663,70,1
0.933090760892103,4,2,4,19,509,70,1
0.933090760892103,4,2,33,19,509,70,1
0.933090760892103,4,2,25,8,185,13,1
0.933090760892103,4,2,25,8,132,13,1
0.933090760892103,4,2,33,19,943,70,1
0.933090760892103,4,2,33,19,687,70,1
0.933090760892103,4,2,33,19,908,70,1
0.933090760892103,4,2,33,19,818,70,1
0.933090760892103,3,2,47,8,253,28,1
0.933090760892103,3,2,47,8,185,28,1
-3.0720695815415766,2,2,91,19,34,12,1
0.933090760892103,3,2,55,8,339,28,1
0.933090760892103,3,2,55,8,199,28,1
0.933090760892103,1,2,25,19,338,70,1
0.933090760892103,1,2,25,19,292,70,1
0.933090760892103,4,2,33,19,705,70,1
0.933090760892103,3,2,69,19,1004,70,1
0.933090760892103,3,2,69,19,960,70,1
0.933090760892103,4,2,47,19,924,70,1
0.933090760892103,4,2,47,19,803,70,1
0.933090760892103,4,2,47,19,818,70,1
0.933090760892103,3,2,88,19,927,70,1
0.933090760892103,3,2,88,19,851,70,1
0.933090760892103,4,2,31,19,779,70,1
0.933090760892103,4,2,31,19,481,70,1
0.933090760892103,4,2,31,19,851,70,1
0.933090760892103,4,2,32,7,179,27,2
0.933090760892103,2,2,33,19,908,70,1
0.933090760892103,2,2,33,19,868,70,1
0.933090760892103,3,2,33,19,779,70,1
0.933090760892103,4,2,33,19,851,70,1
0.933090760892103,4,2,33,19,663,70,1
0.933090760892103,4,2,23,19,897,70,1
0.933090760892103,4,2,23,19,738,70,1
0.933090760892103,4,2,69,19,953,70,1
0.933090760892103,4,2,69,19,747,70,1
0.933090760892103,4,2,47,19,918,12,1
0.933090760892103,4,2,47,19,761,12,1
0.933090760892103,4,2,25,19,509,70,1
0.933090760892103,4,2,25,19,292,70,1
0.933090760892103,1,2,33,12,41,38,0
0.933090760892103,4,2,5,0,261,26,1
0.933090760892103,3,2,1,16,293,26,1
0.933090760892103,4,2,25,19,613,70,1
0.933090760892103,4,2,25,19,509,70,1
0.933090760892103,4,2,33,19,554,70,1
0.933090760892103,2,2,58,19,1016,70,1
0.933090760892103,2,2,58,19,979,70,1
0.933090760892103,4,2,41,19,402,70,1
0.933090760892103,4,2,41,19,315,70,1
0.933090760892103,4,2,47,19,960,70,1
0.933090760892103,4,2,47,19,715,70,1
0.933090760892103,3,2,1,19,851,70,1
0.933090760892103,4,2,33,19,402,70,1
0.933090760892103,2,2,33,19,639,70,1
0.933090760892103,2,2,33,19,481,70,1
0.933090760892103,4,2,47,19,864,70,1
0.933090760892103,4,2,47,19,672,70,1
0.933090760892103,4,2,47,19,939,70,0
0.933090760892103,4,2,47,19,524,70,0
0.933090760892103,4,2,47,19,937,70,1
0.933090760892103,4,2,47,19,639,70,1
0.933090760892103,4,2,45,19,822,70,1
0.933090760892103,4,2,45,19,586,70,1
0.933090760892103,4,2,4,19,818,70,1
0.933090760892103,4,2,4,19,470,70,1
-0.4019626865857902,4,2,47,7,350,28,0
0.933090760892103,4,2,25,19,589,70,1
0.933090760892103,4,2,25,19,438,70,1
0.933090760892103,4,2,88,19,1000,70,1
0.933090760892103,4,2,88,19,797,70,1
0.933090760892103,4,2,25,19,315,70,1
0.933090760892103,4,2,25,19,270,70,1
0.933090760892103,4,2,33,19,705,70,1
0.933090760892103,4,2,47,19,757,70,1
0.933090760892103,4,2,47,19,639,70,1
0.933090760892103,4,2,25,19,851,70,1
0.933090760892103,4,2,25,19,653,70,1
0.933090760892103,4,2,33,19,942,70,0
0.933090760892103,4,2,33,19,530,70,0
0.933090760892103,4,2,4,19,675,70,1
0.933090760892103,4,2,4,19,501,70,1
0.933090760892103,4,2,4,19,753,70,1
0.933090760892103,4,2,4,19,474,70,1
0.933090760892103,4,2,8,19,971,70,0
0.933090760892103,2,2,33,19,757,70,1
0.933090760892103,2,2,33,19,460,70,1
0.933090760892103,4,2,89,19,563,70,1
0.933090760892103,4,2,89,19,460,70,1
0.933090760892103,4,2,8,19,868,70,1
0.933090760892103,4,2,8,19,793,70,1
0.933090760892103,4,2,25,19,660,70,1
0.933090760892103,4,2,25,19,549,70,1
0.933090760892103,4,2,33,19,907,70,1
0.933090760892103,4,2,33,19,645,70,1
0.933090760892103,4,2,47,19,589,70,1
0.933090760892103,4,2,47,19,849,70,1
0.933090760892103,4,2,47,19,714,70,1
0.933090760892103,2,2,4,19,910,70,1
0.933090760892103,2,2,4,19,676,70,1
0.933090760892103,4,2,25,19,805,70,1
0.933090760892103,4,2,25,19,554,70,1
0.933090760892103,4,2,89,19,883,70,1
0.933090760892103,4,2,89,19,591,70,1
0.933090760892103,4,2,47,19,402,70,1
