work_year,target,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
-1.7788891157094004,1,2,60,-0.20742288166846454,16,38,31,1.0285742628125139,28,2
-3.128237235105548,3,2,21,-0.13673096672189258,16,230,61,1.0285742628125139,57,0
-1.7788891157094004,4,2,60,-0.14216880633316734,6,258,16,-0.00961926498288255,15,0
-0.4295409963132529,4,2,29,-0.10899798470439127,16,326,61,1.0285742628125139,57,1
-1.7788891157094004,4,2,21,-0.10410392905424398,16,341,61,1.0285742628125139,57,2
0.9198071230828946,3,2,42,-0.17479584400081594,6,119,52,-0.00961926498288255,48,0
-1.7788891157094004,3,2,57,7.3838012156711095,11,155,35,-0.00961926498288255,32,2
-0.4295409963132529,3,2,48,-0.17479584400081594,6,117,24,-1.047812792778279,22,1
-0.4295409963132529,4,2,29,-0.17479584400081594,7,149,22,1.0285742628125139,20,1
-0.4295409963132529,4,2,29,-0.05516337255277109,16,489,61,-1.047812792778279,57,1
-3.128237235105548,4,2,72,-0.08779041022041968,6,454,16,1.0285742628125139,15,1
-0.4295409963132529,3,2,43,-0.13673096672189258,6,240,4,-0.00961926498288255,3,0
-1.7788891157094004,3,2,42,1.1302856627051279,10,27,31,1.0285742628125139,28,2
-0.4295409963132529,4,2,42,-0.026995363366367802,16,551,61,-1.047812792778279,57,1
0.9198071230828946,4,2,7,-0.029061742418652215,16,547,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,60,-0.10290760433976354,16,349,10,1.0285742628125139,10,1
0.9198071230828946,4,2,21,-0.038849853718946795,16,525,61,1.0285742628125139,57,1
-0.4295409963132529,3,2,42,-0.07550089269893871,16,435,61,-1.047812792778279,57,1
-0.4295409963132529,2,2,51,-0.0062228160512981965,16,598,61,-1.047812792778279,57,1
-0.4295409963132529,4,2,29,-0.04929050577259434,16,503,61,1.0285742628125139,57,1
0.9198071230828946,2,2,29,-0.07147689138659538,16,447,61,-1.047812792778279,57,1
-0.4295409963132529,4,2,29,-0.08561527437590978,16,404,61,1.0285742628125139,57,1
0.9198071230828946,4,2,21,-0.1403569181746906,16,217,61,1.0285742628125139,57,1
0.9198071230828946,3,2,65,-0.09322824983169445,16,381,61,-1.047812792778279,57,2
0.9198071230828946,4,2,29,-0.10301636113198903,16,348,61,-1.047812792778279,57,1
0.9198071230828946,4,2,60,0.06990693850654853,16,681,16,-1.047812792778279,15,1
0.9198071230828946,4,2,29,-0.04691960770207854,16,508,61,-1.047812792778279,57,1
0.9198071230828946,4,2,75,0.004652863171251335,16,619,61,-1.047812792778279,57,1
-0.4295409963132529,4,2,3,0.022325841907894325,16,644,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,29,-0.1639201647782664,7,194,22,-1.047812792778279,20,1
-0.4295409963132529,3,2,29,-0.06603905177532063,16,462,61,-1.047812792778279,57,1
-1.7788891157094004,4,2,23,-0.15630718932248175,6,210,16,1.0285742628125139,15,0
0.9198071230828946,4,2,29,-0.02797417449639726,16,550,61,1.0285742628125139,57,1
0.9198071230828946,3,2,40,-0.11552339223792099,16,298,61,-1.047812792778279,57,1
-1.7788891157094004,4,2,25,-0.07691473099787015,16,430,61,1.0285742628125139,57,0
-0.4295409963132529,4,2,21,-0.1403569181746906,16,217,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,48,-0.16065746101150155,16,153,61,1.0285742628125139,57,1
0.9198071230828946,3,2,42,-0.07691473099787015,16,430,61,1.0285742628125139,57,1
-1.7788891157094004,4,2,25,-0.09866608944296922,16,362,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,42,-0.06603905177532063,16,462,61,1.0285742628125139,57,1
0.9198071230828946,4,2,29,-0.10546338895706267,16,338,61,-1.047812792778279,57,1
-1.7788891157094004,1,3,2,-0.21612342504650417,16,14,48,1.0285742628125139,57,1
0.9198071230828946,4,2,29,-0.04863796501924137,16,504,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,21,-0.15848232516699165,16,163,61,1.0285742628125139,57,1
0.9198071230828946,4,2,42,-0.01148664479501217,16,586,61,-1.047812792778279,57,1
0.9198071230828946,4,2,12,-0.12041744788806828,16,275,61,1.0285742628125139,57,1
0.9198071230828946,1,2,42,0.9127720782541373,10,17,31,-0.00961926498288255,28,0
-0.4295409963132529,3,2,29,-0.13673096672189258,7,301,22,-1.047812792778279,20,1
-1.7788891157094004,3,2,60,-0.18219130587214963,6,108,34,-0.00961926498288255,31,0
0.9198071230828946,4,2,60,0.08003219586274214,16,688,61,-1.047812792778279,57,1
-0.4295409963132529,4,2,21,-0.11497960827679352,16,303,61,-1.047812792778279,57,1
-0.4295409963132529,4,2,21,-0.12068933986863202,16,274,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,34,-0.09540338567620436,16,374,61,-1.047812792778279,57,1
0.9198071230828946,2,2,52,-0.016228440936043767,16,576,61,-1.047812792778279,57,1
-0.4295409963132529,4,2,65,-0.07256445930885035,16,444,61,-1.047812792778279,57,1
0.9198071230828946,3,2,60,-0.14216880633316734,7,265,22,-1.047812792778279,20,1
-0.4295409963132529,1,2,19,-0.09322824983169445,16,381,61,-1.047812792778279,57,1
-0.4295409963132529,2,2,3,-0.06603905177532063,16,462,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,40,-0.09866608944296922,16,362,61,-1.047812792778279,57,1
0.9198071230828946,4,2,19,0.1436549193146569,16,701,61,-1.047812792778279,57,1
0.9198071230828946,4,2,27,0.018791246160565725,16,640,61,-1.047812792778279,57,1
-1.7788891157094004,1,2,21,-0.1639201647782664,16,142,61,1.0285742628125139,57,2
0.9198071230828946,3,2,42,-0.15848232516699165,7,208,22,-1.047812792778279,20,1
-0.4295409963132529,4,2,7,-0.05081310086375128,16,500,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,42,-0.01335726162129069,16,581,61,1.0285742628125139,57,1
-0.4295409963132529,4,2,57,-0.08637657192148825,16,402,61,1.0285742628125139,57,0
-1.7788891157094004,3,1,29,-0.20742288166846454,16,38,34,-1.047812792778279,57,0
-0.4295409963132529,4,2,29,-0.06386391593081071,16,467,61,-1.047812792778279,57,1
-0.4295409963132529,3,2,42,-0.196547202445915,16,55,42,1.0285742628125139,38,0
-0.4295409963132529,3,2,42,-0.1639201647782664,6,154,21,1.0285742628125139,19,1
-0.4295409963132529,1,2,2,-0.196547202445915,6,58,51,1.0285742628125139,17,1
-0.4295409963132529,3,2,75,-0.09866608944296922,6,385,16,-1.047812792778279,15,2
-0.4295409963132529,4,2,21,-0.10954176866551875,16,324,61,-1.047812792778279,57,1
0.9198071230828946,4,2,60,-0.029061742418652215,16,547,61,1.0285742628125139,57,1
0.9198071230828946,4,2,60,-0.04428769333022156,16,513,61,-1.047812792778279,57,1
