A4,A6,A7,A8,A9,A10,A13,A16,A17,A18,A19,target
1.2661768076499778,0.6088587439358673,0.894742937561722,-0.8805626673386655,-1.241629233718157,-0.49136928948722824,-0.18107518095839129,-1.3025205598072205,0.17028405026090665,-2.758078008039434,-0.9768280269775441,2
-0.9276093107101235,-1.1395719462685896,-1.35535862394664,-0.35885378453615124,0.5792140356586732,-0.5538568443701072,-0.5604837169697119,-1.8417829546803695,-1.2353309770950835,-1.065196168046733,1.2150611719533018,2
-0.3421823937139316,-1.7108721310407249,-1.3208957396799228,-1.107670205481718,-0.5101684450117802,-0.9935636916516873,-0.22536267307399846,-1.0467439298278614,0.856547389146898,-2.4917474283922094,-1.0545266187367484,2
-1.574616511899783,-0.8941156628527391,-0.5278885336473458,0.07401865563530549,0.08676347095586598,-1.7798424842969003,0.9137894515314199,0.5744721443963814,-0.6378211946899524,-0.820939182636575,0.06866294147540856,2
0.18276881817746515,-0.2006811085506477,0.7190002711963681,-0.2897182367801537,-2.1637867544533655,1.3852760445283974,-0.09685482461302121,-0.16635335562354528,0.3402960122118847,0.1417952020800563,-0.2733209429145719,2
0.5096321801670056,-0.039723173538095305,0.34360744021780704,-0.8054986095508213,-0.6362949713201216,-0.38951732778385717,3.2171096481715744,0.7470286969404273,-0.19231673095389457,1.6805237446139014,1.6682265123198532,1
0.8038184107833312,1.0187442458662432,-0.024748466748178374,0.29656580144616823,0.19909918953606867,1.6215542439754067,1.2195399201119714,1.2281853139160912,-0.8611218522416941,1.780126315331155,0.42945227015185516,1
0.3656687056100805,0.059117056702302925,-0.6300141488042147,0.8902376752506376,1.0821675333994667,-1.0774309826398685,-0.19562149113025387,0.09053534666007201,-1.1374369925523429,0.8839745755263297,-1.9368230243330016,2
0.9822999818612582,0.1970549011228217,-0.5856273973402752,-2.0959984317138933,1.5606446306691268,1.0533854630138992,-0.1669921290722568,-0.5830097789522405,-1.574806475313327,-1.1368448837670462,-1.3832090913143504,2
-0.2612719754687032,-0.19611363025857753,0.9686306396937676,-1.4022715501411795,0.3875126752522948,1.0309046246199116,-0.9277548858949564,0.5626100398176285,-0.9387240864870597,-1.1616324445086696,-0.1759913019977883,2
-1.8593217720050066,-1.0581794831038993,0.6894091035537419,0.3965296013677689,-1.892080443253282,0.28766057975747455,0.9817031162191604,-0.9681574869936235,0.37429840460208036,-0.6578297957126803,0.23717806905705938,2
0.7689321212327719,1.1667305425293162,0.265930625155913,0.08697016985872455,2.5659123171831846,-0.3165693011584698,1.7894402632146902,0.2128633001284612,-0.884612752360727,-0.006930162369684478,0.6780510702314818,1
-0.17364203443405302,-1.4699833259169448,-0.6700704854911844,0.03516411296504832,-0.6582141359211368,-0.9322689975815506,0.9772558366761707,1.184999839434069,-0.07239431478202181,-0.5392294594635257,-0.48999635464448976,2
-0.38185519264873646,-0.6268268332007934,-1.1686997036643416,1.0102672014338734,0.7141082278074207,1.690373137018225,-0.39046792610749625,1.3013040679210601,0.47657979461452366,1.5874346935075856,-0.8125326576260272,1
-1.4416067799721892,-0.02693423432029886,-1.3790856882454532,0.4030965663261222,1.1900280892069623,-0.8200483226597282,0.5712562750640566,0.10035865201435176,-0.5819731792318622,-0.02294256474657254,-0.5631999865498557,2
0.9898479389671841,0.12278770409376093,-0.05578310598312792,0.8453634147018898,0.17791066375508735,1.4697856451849782,2.1801523013977766,0.36188098889904435,-0.8219094158562265,2.528638277288062,1.6270380026387639,1
-0.6647194876061733,-0.9829074408505831,-0.32309600148648693,-0.6692340866649896,-1.6524309102821828,-0.4413608938761136,1.1039106519942354,-0.05459008904560787,-0.2956949723337636,-0.7729924410560624,-2.6244601480956877,2
0.3242469897848782,-0.6000614104092623,0.642586493777757,0.40291415063283453,1.7630315838185002,2.2492743070499666,-0.9962244605255708,1.4128819891149547,0.22028219175939323,0.1736390757335288,0.788773856835212,1
