Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Music,GPA,target
0.4729190115431414,0.9784921095801632,0,2,1.7803355189521382,-0.8908223715622926,1,2,1,1.1180863116664626,3
1.362944405415047,-1.0219806477837263,0,1,0.9973762482121091,-1.7176935833500317,0,1,0,1.2423744574038993,2
-1.30713177620067,-1.0219806477837263,2,3,-0.9840451409833825,1.3535423461472853,0,2,0,-1.9602771889382216,5
0.4729190115431414,0.9784921095801632,0,3,0.04544516505111627,-0.06395115977455339,0,3,0,0.16178970455436958,4
0.4729190115431414,0.9784921095801632,0,2,-0.9023114520899039,0.2904222167059063,1,3,0,-0.6755727871499934,5
1.362944405415047,-1.0219806477837263,0,1,-0.27970406053170993,-1.7176935833500317,0,1,0,1.2874787000437125,2
-1.30713177620067,-1.0219806477837263,1,1,1.0315125413772945,-0.536448995081833,0,3,0,0.9203101403015941,3
-1.30713177620067,0.9784921095801632,1,4,1.000161348151086,0.8810445108400057,1,1,0,-0.5967921020958057,5
0.4729190115431414,-1.0219806477837263,0,0,-0.9218612895351413,-1.599569124523212,0,2,0,1.0827008929211555,3
-0.41710638232876435,0.9784921095801632,0,1,1.534518708607826,-1.7176935833500317,0,3,0,1.822243265286167,1
0.4729190115431414,-1.0219806477837263,0,1,0.3679266916912635,-0.41832453625501304,0,1,0,0.26338215408197463,4
0.4729190115431414,-1.0219806477837263,0,1,-0.38458294638771384,0.0541732990522665,0,2,0,-0.37880352921992977,5
0.4729190115431414,-1.0219806477837263,1,1,0.04719372382235794,0.7629200520131858,0,3,0,-0.4219928594510517,5
0.4729190115431414,-1.0219806477837263,1,2,0.4121728776841227,0.7629200520131858,0,4,0,-0.16897414436442817,5
1.362944405415047,0.9784921095801632,0,1,0.25228618559498733,-0.6545734539086528,1,2,0,0.5361976465777527,4
-1.30713177620067,-1.0219806477837263,0,2,-0.007766166547230022,0.2904222167059063,1,0,0,-0.617144799578235,5
1.362944405415047,-1.0219806477837263,3,1,0.057800374255761684,-0.06395115977455339,0,2,0,0.3562859248982236,4
1.362944405415047,0.9784921095801632,0,0,-1.104777759048223,0.17229775787908638,1,2,0,-0.570275812950926,5
1.362944405415047,-1.0219806477837263,1,3,1.1470512342261936,1.7079157226277448,0,2,0,-1.5701515973121711,5
0.4729190115431414,-1.0219806477837263,0,1,0.18812652841844757,-0.6545734539086528,0,2,1,0.5351003115572424,4
-0.41710638232876435,0.9784921095801632,0,3,-1.265199971456254,-1.481444665696392,0,3,0,0.9532883431248744,3
