Gender,ParentalEducation,StudyTimeWeekly,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,target
0.9784921095801632,2,1.7803355189521382,1,2,0,0,1,0,3
-1.0219806477837263,1,0.9973762482121091,0,1,0,0,0,0,2
-1.0219806477837263,3,-0.9840451409833825,0,2,0,0,0,0,5
0.9784921095801632,3,0.04544516505111627,0,3,1,0,0,0,4
0.9784921095801632,2,-0.9023114520899039,1,3,0,0,0,0,5
-1.0219806477837263,1,-0.27970406053170993,0,1,1,0,0,0,2
-1.0219806477837263,1,1.0315125413772945,0,3,0,1,0,0,3
0.9784921095801632,4,1.000161348151086,1,1,1,0,0,0,5
-1.0219806477837263,0,-0.9218612895351413,0,2,0,1,0,1,3
0.9784921095801632,1,1.534518708607826,0,3,1,0,0,0,1
-1.0219806477837263,1,0.3679266916912635,0,1,0,0,0,0,4
-1.0219806477837263,1,-0.38458294638771384,0,2,0,0,0,1,5
-1.0219806477837263,1,0.04719372382235794,0,3,1,0,0,0,5
-1.0219806477837263,2,0.4121728776841227,0,4,0,1,0,0,5
0.9784921095801632,1,0.25228618559498733,1,2,0,0,0,0,4
-1.0219806477837263,2,-0.007766166547230022,1,0,0,1,0,0,5
-1.0219806477837263,1,0.057800374255761684,0,2,1,1,0,0,4
0.9784921095801632,0,-1.104777759048223,1,2,0,0,0,0,5
-1.0219806477837263,3,1.1470512342261936,0,2,1,0,0,1,5
-1.0219806477837263,1,0.18812652841844757,0,2,0,0,1,0,4
0.9784921095801632,3,-1.265199971456254,0,3,0,0,0,1,3
-1.0219806477837263,2,0.9822275933853974,0,1,1,0,0,0,5
0.9784921095801632,0,1.5706878421754478,1,1,0,0,0,0,5
0.9784921095801632,4,1.623285126311096,0,2,1,0,0,0,5
0.9784921095801632,1,-0.4231793544867146,0,2,0,0,0,0,5
0.9784921095801632,3,-1.2494981605194733,0,4,0,0,1,0,3
-1.0219806477837263,1,0.10545710999592849,0,2,0,1,0,0,3
0.9784921095801632,3,-1.330564317222663,0,3,0,0,1,0,4
-1.0219806477837263,0,1.576149807566219,0,3,1,0,0,0,3
-1.0219806477837263,2,-1.0794124592267424,0,3,1,0,0,0,5
-1.0219806477837263,2,-0.8345744513748331,1,0,0,1,0,0,5
-1.0219806477837263,3,-0.29005300331601735,0,4,0,0,0,1,5
-1.0219806477837263,3,-0.3731165231096126,0,1,0,1,0,0,5
-1.0219806477837263,3,1.0831046143408167,0,0,1,1,0,0,5
-1.0219806477837263,3,-0.1142431105920804,1,2,1,1,0,0,5
-1.0219806477837263,1,-1.1247496533848829,0,1,0,0,0,0,5
-1.0219806477837263,1,-0.7834595293301677,1,1,0,0,0,0,5
-1.0219806477837263,1,0.07259472147371422,1,1,0,1,0,0,5
0.9784921095801632,1,-1.2072550446570132,1,1,1,1,0,0,2
0.9784921095801632,1,0.4354739992488998,1,3,1,1,0,0,5
0.9784921095801632,2,0.27301228958262436,1,1,0,0,0,0,5
-1.0219806477837263,1,0.8001380846748394,0,2,0,0,0,0,3
0.9784921095801632,2,1.589304318825168,1,4,0,0,0,0,3
0.9784921095801632,1,1.499241016410881,0,2,0,1,0,0,3
0.9784921095801632,1,1.618927837049937,1,3,1,1,0,0,1
-1.0219806477837263,2,-0.8630629275338543,0,4,0,0,1,0,3
-1.0219806477837263,2,-1.2634820665167572,0,1,1,0,0,0,3
-1.0219806477837263,2,-0.6593642236845535,0,2,0,0,0,0,5
-1.0219806477837263,2,1.4384815462358813,0,3,0,0,1,0,4
0.9784921095801632,1,1.7108589396472318,0,4,1,0,0,0,4
0.9784921095801632,2,1.3119323599046162,0,3,0,0,0,0,3
0.9784921095801632,0,-1.339735212739292,1,1,1,0,1,0,5
0.9784921095801632,1,1.6237136739198135,0,4,0,0,1,0,5
-1.0219806477837263,2,-0.23087853017696863,0,1,0,1,0,0,5
-1.0219806477837263,0,-1.6961212407294486,1,2,1,1,0,0,5
-1.0219806477837263,1,-0.163514461179672,0,2,0,1,0,0,5
0.9784921095801632,4,-1.566037980718636,0,2,0,1,1,0,5
-1.0219806477837263,4,0.19562034972798387,0,3,1,0,0,0,5
-1.0219806477837263,1,-0.5309850920993371,1,3,0,1,0,0,3
0.9784921095801632,0,-0.05366509472979916,0,3,0,1,0,0,5
0.9784921095801632,1,0.44083420557583025,0,0,1,0,1,0,5
-1.0219806477837263,1,1.3454667830839129,0,2,0,0,1,0,4
-1.0219806477837263,3,0.6132854770435376,0,3,0,1,0,0,4
-1.0219806477837263,1,-0.19304550840836854,0,2,0,1,0,0,4
-1.0219806477837263,2,1.1707434921199733,1,4,0,0,0,0,2
-1.0219806477837263,1,1.4756284735270304,1,3,1,0,0,0,2
-1.0219806477837263,4,-1.3052591061080243,0,3,0,1,0,0,5
0.9784921095801632,1,0.153349278053324,0,0,0,1,0,0,5
0.9784921095801632,2,-0.7222305422137456,1,3,0,0,1,0,5
0.9784921095801632,1,-1.5625273659695795,0,4,0,0,1,0,2
-1.0219806477837263,2,0.6368013926991963,0,2,1,0,0,0,3
0.9784921095801632,1,1.3241265383815861,0,3,0,0,1,1,5
-1.0219806477837263,1,-1.152584659212786,0,2,1,1,0,0,3
-1.0219806477837263,3,1.145921475914426,1,2,0,0,0,0,2
0.9784921095801632,3,1.2909498933854795,0,3,1,0,1,0,4
-1.0219806477837263,3,1.5066225873955574,0,3,0,1,0,0,5
-1.0219806477837263,2,-0.7902710834038468,0,3,0,0,0,0,3
0.9784921095801632,3,1.4698634705489273,1,1,1,1,0,0,4
0.9784921095801632,0,-0.5942991851145265,0,1,0,0,0,0,5
0.9784921095801632,1,0.22555914052318893,0,3,0,1,0,0,5
-1.0219806477837263,1,-1.550331607171367,0,1,0,1,0,0,4
0.9784921095801632,2,-1.573781218759713,0,2,0,0,0,0,5
0.9784921095801632,1,0.8202063975885155,0,0,1,1,0,0,3
-1.0219806477837263,1,-0.1561316315611891,0,1,0,1,0,0,5
0.9784921095801632,2,-0.8220947284990864,0,3,1,1,0,0,4
0.9784921095801632,3,-1.055228590149834,0,3,0,0,0,0,5
0.9784921095801632,1,0.6417797974307926,1,1,1,0,1,1,5
-1.0219806477837263,1,-1.7276477413308584,0,1,0,0,1,0,5
-1.0219806477837263,1,1.122839527197261,0,0,1,0,1,0,5
-1.0219806477837263,1,-1.4486182043217535,0,2,0,0,1,1,4
-1.0219806477837263,1,-1.0514203931474735,0,1,0,0,0,1,5
0.9784921095801632,2,-0.36224551026416035,0,2,1,1,0,0,1
-1.0219806477837263,2,-0.013238237708373197,1,3,0,0,0,0,1
-1.0219806477837263,2,-0.47280294842604903,1,3,0,1,0,0,4
0.9784921095801632,1,-0.5941243308667956,0,1,1,1,0,0,3
0.9784921095801632,3,1.682061879234672,0,3,0,0,0,1,5
0.9784921095801632,1,0.5413698349159743,0,4,0,0,1,0,5
-1.0219806477837263,2,-1.6461435943435356,0,2,0,1,0,0,3
-1.0219806477837263,3,-0.20675123834338385,0,2,1,0,1,1,5
-1.0219806477837263,1,1.3674344104829468,0,2,0,0,0,0,5
0.9784921095801632,1,-0.6622678798982103,1,1,1,1,0,1,5
0.9784921095801632,3,-1.3944503264680463,0,3,1,0,1,1,3
-1.0219806477837263,1,0.954722673397471,0,3,1,1,0,0,5
0.9784921095801632,2,0.41550849856009225,1,2,0,1,0,0,5
0.9784921095801632,0,0.28916774051212013,0,3,1,0,0,0,5
0.9784921095801632,2,-1.5394706373884033,0,3,0,1,1,1,4
-1.0219806477837263,1,-1.2318672495015424,0,0,1,0,0,1,5
0.9784921095801632,0,0.4740249759629804,0,1,0,1,0,0,5
0.9784921095801632,2,-0.9936164148353297,1,3,1,1,0,0,5
-1.0219806477837263,1,0.05474734331240609,1,4,0,0,0,0,3
-1.0219806477837263,1,0.19917249849340984,1,3,0,0,0,0,2
0.9784921095801632,0,-0.7257862460947486,1,4,0,0,1,0,1
0.9784921095801632,1,1.6272424402967822,0,2,0,0,0,0,2
-1.0219806477837263,1,1.2522647734748258,1,1,0,1,1,0,5
-1.0219806477837263,0,0.827285092297011,1,2,0,0,0,0,4
0.9784921095801632,3,-1.4530620481331051,0,0,0,0,0,1,5
0.9784921095801632,0,-1.3534931112785524,0,3,1,0,1,0,5
0.9784921095801632,2,0.014798483380438912,0,4,0,0,0,0,5
0.9784921095801632,1,-1.160332228704447,0,3,0,1,0,0,5
-1.0219806477837263,1,1.7328420847249602,0,2,1,0,1,1,1
0.9784921095801632,3,-1.1680932806867848,1,1,1,1,0,0,4
0.9784921095801632,1,-0.004005103004630876,1,1,0,1,1,0,3
-1.0219806477837263,4,-0.44050783511919617,0,2,0,0,0,0,5
0.9784921095801632,1,0.5336082711284431,0,3,0,0,0,0,2
-1.0219806477837263,2,-1.272431394496058,1,2,1,0,1,0,2
0.9784921095801632,2,-0.20625396399895793,0,4,1,0,0,0,3
0.9784921095801632,3,-0.7569355458523799,0,3,1,0,0,0,1
-1.0219806477837263,2,1.4125290449592234,1,1,0,1,0,0,3
-1.0219806477837263,2,-1.5854429803847188,1,1,1,1,0,0,4
0.9784921095801632,1,1.5044534690145617,1,3,0,0,0,0,5
0.9784921095801632,1,1.2187522077268855,0,1,0,0,0,0,4
0.9784921095801632,3,-0.6760178803143604,0,3,0,0,0,0,2
-1.0219806477837263,1,1.0640932022157488,1,2,0,1,0,0,1
0.9784921095801632,1,-1.6186093906502428,0,1,1,0,0,0,4
-1.0219806477837263,2,1.6924997804589637,1,2,1,0,0,0,2
-1.0219806477837263,1,0.1344589035214917,0,2,1,0,0,0,4
0.9784921095801632,4,-0.6558100906970888,0,3,0,1,0,0,4
-1.0219806477837263,2,-0.44594999763696924,0,0,1,0,1,1,5
0.9784921095801632,2,-1.4940717738822262,0,3,1,0,0,0,3
0.9784921095801632,3,1.7720666059136245,1,3,0,0,0,0,4
0.9784921095801632,0,-1.5900213960478087,0,3,1,0,0,0,2
0.9784921095801632,1,0.5885333268884946,1,0,1,1,0,0,5
0.9784921095801632,2,-0.16230352122773628,1,3,0,0,0,0,5
-1.0219806477837263,1,1.6289802253410763,0,2,1,0,1,0,4
-1.0219806477837263,2,-0.8585185684694571,1,2,1,1,0,0,4
0.9784921095801632,3,0.1538937135726333,0,3,1,0,0,0,3
0.9784921095801632,2,-0.022094258831168143,1,2,1,0,0,1,1
-1.0219806477837263,1,0.7582529972194281,0,3,0,1,0,0,4
-1.0219806477837263,4,-1.4883923888649613,0,1,1,1,0,1,5
-1.0219806477837263,2,-1.043282810297327,0,3,1,0,0,0,3
-1.0219806477837263,2,-0.9697612673905869,0,1,0,1,1,0,3
0.9784921095801632,1,0.8831180178816067,1,3,0,1,0,0,5
0.9784921095801632,3,-1.0597398838971415,0,4,1,0,0,1,5
-1.0219806477837263,2,0.30041857311377024,0,2,0,0,0,0,5
0.9784921095801632,2,-0.967358403395643,0,2,1,0,0,0,2
-1.0219806477837263,3,1.3200716551863148,1,3,1,1,0,0,3
0.9784921095801632,1,1.6051612267691155,0,0,0,1,1,1,5
-1.0219806477837263,2,0.10578745337780096,0,2,0,0,0,0,3
0.9784921095801632,3,-0.48230905347124553,0,2,0,0,0,0,5
-1.0219806477837263,1,-0.9007791003926273,0,3,0,0,0,1,5
-1.0219806477837263,2,-1.552902455326636,1,3,1,0,0,1,2
0.9784921095801632,3,-0.7788938048601302,1,3,0,0,0,0,5
-1.0219806477837263,2,0.5861575604082637,1,3,0,0,1,1,1
0.9784921095801632,2,0.15930849663722757,0,3,1,0,0,0,3
0.9784921095801632,3,1.611728663424273,1,2,1,0,0,0,4
