Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,target
0.47385755349501996,-1.0077822185373186,0,2,-0.31464240619109884,-0.3114573153696171,0,2,0,1,1,0,0.42312255110033586,4
1.3640656758376064,-1.0077822185373186,3,1,0.05118062240796329,-0.07194617568150621,0,2,1,1,0,0,0.37616689804767944,4
-1.306558691190153,0.9922778767136676,0,3,-0.49099133118505234,1.6046318021352703,0,2,0,0,0,0,-1.807869343012367,5
-1.306558691190153,-1.0077822185373186,2,1,0.06603146507339608,0.766342813226882,1,1,0,1,0,0,-0.9052920304628808,5
-1.306558691190153,0.9922778767136676,0,0,-0.21953485391404448,0.16756496400660473,0,3,0,0,0,0,-0.1894935247790103,5
1.3640656758376064,-1.0077822185373186,0,1,0.9154861033468606,0.6465872433828266,0,1,1,1,1,0,0.001027153932992452,5
1.3640656758376064,-1.0077822185373186,2,2,-0.8728998202406482,-1.269501874122061,0,1,0,0,0,0,0.4046657089714864,4
0.47385755349501996,0.9922778767136676,0,3,0.8710079041135844,0.8860983830709376,0,2,1,0,1,0,-0.6569647876978734,5
-1.306558691190153,0.9922778767136676,3,2,1.6093517956336383,-1.6287685836542274,0,2,0,0,0,0,1.901595483550435,1
-1.306558691190153,-1.0077822185373186,1,1,-0.6582864574992378,-0.9102351645898945,0,2,1,0,0,0,0.21605488728123126,4
1.3640656758376064,-1.0077822185373186,1,1,0.00031386490061867015,-1.6287685836542274,0,3,1,0,0,0,1.7561821931377672,2
-1.306558691190153,-1.0077822185373186,2,0,1.040000166157878,0.5268316735387711,1,0,0,1,0,0,-0.7684479009158279,5
-1.306558691190153,0.9922778767136676,3,1,-0.3557624339957574,-0.19170174552556168,0,2,0,0,0,0,-0.20920179239224776,5
1.3640656758376064,0.9922778767136676,0,2,1.4219975626802537,1.1256095227590484,0,2,0,0,1,0,-1.12050322536787,5
