column name,count,mean,std,min,25%,50%,75%,max,skewness
batch_size,135.0,112.0,103.2487,16.0,32.0,64.0,256.0,256.0,0.652
learning_rate,135.0,0.0019,0.0015,0.0005,0.0005,0.0013,0.0029,0.0047,0.5233
number_of_epochs,135.0,206.6667,63.4811,100.0,200.0,220.0,240.0,300.0,-0.6301
number_of_hidden_layers,135.0,3.4444,1.2618,2.0,2.0,3.0,5.0,5.0,0.1271
avg_number_of_neurons,135.0,145.4519,52.8407,80.0,101.3333,150.4,172.8,240.0,0.4232
min_number_of_neurons,135.0,76.4444,66.7661,16.0,16.0,64.0,96.0,224.0,1.0599
max_number_of_neurons,135.0,202.6667,54.5921,96.0,160.0,208.0,256.0,256.0,-0.6884
total_number_of_neurons,135.0,504.8889,253.7112,160.0,304.0,480.0,752.0,864.0,0.2051
depth_to_width_ratio,135.0,0.0262,0.0105,0.0083,0.0189,0.0289,0.0332,0.0434,-0.2015
batch_size_to_dataset_ratio,135.0,0.1076,0.2597,0.0025,0.0054,0.0239,0.107,2.4615,6.4035
number_of_features,135.0,12.0444,5.7,3.0,8.0,11.0,16.0,22.0,0.4401
proportion_of_numeric_features,135.0,0.6903,0.3915,0.0,0.3846,1.0,1.0,1.0,-0.7511
number_of_instances,135.0,4401.6741,4205.3417,104.0,1024.0,2392.0,7508.0,13543.0,0.9385
number_of_classes,135.0,5.1111,2.8064,2.0,2.0,4.0,7.0,10.0,0.524
ratio_of_instances_to_features,135.0,426.1162,506.3158,10.4,116.2639,249.625,509.4375,2591.6,2.2
ratio_of_classes_to_features,135.0,0.5349,0.436,0.0909,0.25,0.4375,0.6667,2.5,2.4626
ratio_of_instances_to_classes,135.0,943.6491,875.4673,42.0,287.25,512.0,1415.75,3239.5,1.21
ratio_of_min_to_max_instances_per_class,135.0,0.3118,0.3783,0.0101,0.0538,0.1185,0.6701,1.0,1.0663
proportion_of_features_with_outliers,135.0,0.2712,0.3868,0.0,0.0,0.0,0.3125,1.0,1.154
average_mutual_information,135.0,0.218,0.2393,0.0013,0.041,0.1146,0.3113,0.8509,1.3289
minimum_mutual_information,135.0,0.0474,0.0879,0.0,0.0,0.0,0.023,0.2708,1.6017
maximum_mutual_information,135.0,0.4981,0.3711,0.0053,0.1019,0.5668,0.83,1.2281,0.1461
equivalent_number_of_features,135.0,1.2833,0.3579,1.0013,1.0419,1.1214,1.3652,2.3417,1.6437
noise_to_signal_ratio_of_features,135.0,2.239,8.7725,-0.897,-0.7159,-0.0472,0.7735,64.9452,5.2234
avg_learning_slope,135.0,-0.0013,0.0014,-0.0058,-0.0017,-0.0009,-0.0004,0.0001,-1.4244
std_learning_slope,135.0,0.0001,0.0001,0.0,0.0,0.0001,0.0002,0.0011,3.8071
avg_validation_gap,135.0,0.0591,0.1045,-0.0261,0.0081,0.0243,0.054,0.5877,3.2617
std_validation_gap,135.0,0.013,0.0138,0.0,0.0026,0.0084,0.0174,0.0884,2.0599
avg_first_overfit_epoch,135.0,32.0563,40.4705,6.0,12.8,17.2,25.5,260.0,2.8489
std_first_overfit_epoch,135.0,12.8035,11.7352,0.0,6.2276,9.4663,14.5002,82.8351,3.1272
avg_first_stay_epoch,135.0,6.6874,7.0009,2.0,2.4,3.5,6.8,31.9,2.1218
std_first_stay_epoch,135.0,1.8839,2.4749,0.0,0.4583,0.9798,2.3246,12.8125,2.2792
avg_percentage_weights_near_zero,135.0,36.8945,15.2675,9.4972,23.7929,35.418,48.1128,66.0539,0.1971
std_percentage_weights_near_zero,135.0,1.8177,1.9354,0.3115,0.6854,1.0495,2.3669,14.2059,2.9767
avg_avg_weights,135.0,0.1135,0.069,0.0426,0.0628,0.0949,0.1481,0.3878,1.5791
std_avg_weights,135.0,0.0065,0.0076,0.0004,0.0016,0.0033,0.0091,0.043,2.3398
