cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,coding_skill_rating,communication_skill_rating,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,target
0.45650921051946936,-0.048631849638112686,0.04625664174706491,-0.5595970097177485,-0.1280526076225638,-0.11624012323787426,0.7234686179803247,0.21750330087638192,-0.7341050407640285,1.223393775888155,-0.40551370993824737,0.6899626985074089,1,2,1,1,2,2
-0.4771044336766307,0.0779884942045386,-0.47122028660628806,-0.5595970097177485,1.1351417088280373,-0.32208751101687594,-0.2555365184633201,-0.5637090945375297,0.6885128790863014,-1.0239258703794276,0.11745101640768663,0.6899626985074089,1,2,2,1,1,2
-1.3213295374709757,-1.1395148119748033,-0.6079123054166083,-0.5595970097177485,-1.2901913787571169,-1.2226698325500116,1.212971186202147,0.9987156962902936,-1.4454140006891936,0.0997339527543637,-0.7541568608355372,-1.4147045758092343,0,1,1,1,0,2
-0.8147944751943688,-1.6167761079971052,-2.2579802467697534,1.0658796861460242,0.3266973462996528,-0.9524951360900715,0.2339660497585023,-0.5637090945375297,-1.4454140006891936,-0.462095958812532,0.29177259185633153,0.3391848194546351,0,2,0,1,1,2
-1.41071807787273,-1.2856152087163244,-0.10019909269256337,2.691356382009797,0.579336209589773,0.5013020400991345,-1.2345416549069648,-1.3449214899514412,1.3998218390114665,-1.0239258703794276,-0.8413176485598592,0.3391848194546351,0,2,0,1,2,2
-0.8147944751943688,-0.3895327753683284,-0.4028742772011279,4.31683307787357,-0.22910815293861175,1.2474988207980178,-0.2555365184633201,-0.5637090945375297,1.3998218390114665,-0.462095958812532,1.599184407721168,1.3915184566129566,1,0,0,1,2,2
-0.020229671623220265,0.6526500547211885,0.026729210488447532,-0.5595970097177485,-1.1386080607830447,-1.5957682228994532,-0.7450390866851424,-0.5637090945375297,-1.4454140006891936,0.6615638643212594,-1.1028000117328263,0.6899626985074089,0,1,0,0,0,2
-1.26173717720314,-1.0323745210310211,-1.301136115097515,-0.5595970097177485,-0.8354414248349004,-0.9396296743538828,0.7234686179803247,0.21750330087638192,-1.4454140006891936,1.223393775888155,-2.410211827597662,1.3915184566129566,0,2,1,1,1,2
-0.30825941291776165,-0.30187253732341524,-0.07090794580463798,1.0658796861460242,1.79200275338235,0.4498401931543831,0.7234686179803247,0.21750330087638192,1.3998218390114665,2.347053599021947,-1.3642823749057933,1.3915184566129566,0,2,1,1,2,2
0.506169510742665,-0.42849288116606793,0.25129466996254396,-0.5595970097177485,0.9330306181959415,0.6685530426695735,0.7234686179803247,0.21750330087638192,-1.4454140006891936,0.0997339527543637,0.46609416730497644,1.3915184566129566,1,2,0,1,1,2
