cgpa,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,communication_skill_rating,sleep_hours,stress_level,part_time_job,city_tier,extracurricular_involvement,target
0.45650921051946936,-0.5595970097177485,-0.1280526076225638,-0.11624012323787426,0.7234686179803247,0.7627087085758464,-0.7341050407640285,-0.40551370993824737,0.6899626985074089,1,1,2,2
-0.4771044336766307,-0.5595970097177485,1.1351417088280373,-0.32208751101687594,-0.2555365184633201,-0.9790057465710549,0.6885128790863014,0.11745101640768663,0.6899626985074089,1,2,1,2
-1.3213295374709757,-0.5595970097177485,-1.2901913787571169,-1.2226698325500116,1.212971186202147,-0.10814851899760423,-1.4454140006891936,-0.7541568608355372,-1.4147045758092343,0,1,0,2
-0.8147944751943688,1.0658796861460242,0.3266973462996528,-0.9524951360900715,0.2339660497585023,-0.10814851899760423,-1.4454140006891936,0.29177259185633153,0.3391848194546351,0,0,1,2
-1.41071807787273,2.691356382009797,0.579336209589773,0.5013020400991345,-1.2345416549069648,0.7627087085758464,1.3998218390114665,-0.8413176485598592,0.3391848194546351,0,0,2,2
-0.8147944751943688,4.31683307787357,-0.22910815293861175,1.2474988207980178,-0.2555365184633201,0.7627087085758464,1.3998218390114665,1.599184407721168,1.3915184566129566,1,0,2,2
-0.020229671623220265,-0.5595970097177485,-1.1386080607830447,-1.5957682228994532,-0.7450390866851424,-0.9790057465710549,-1.4454140006891936,-1.1028000117328263,0.6899626985074089,0,0,0,2
-1.26173717720314,-0.5595970097177485,-0.8354414248349004,-0.9396296743538828,0.7234686179803247,-0.9790057465710549,-1.4454140006891936,-2.410211827597662,1.3915184566129566,0,1,1,2
-0.30825941291776165,1.0658796861460242,1.79200275338235,0.4498401931543831,0.7234686179803247,-0.10814851899760423,1.3998218390114665,-1.3642823749057933,1.3915184566129566,0,1,2,2
0.506169510742665,-0.5595970097177485,0.9330306181959415,0.6685530426695735,0.7234686179803247,1.6335659361492971,-1.4454140006891936,0.46609416730497644,1.3915184566129566,1,0,1,2
-1.5001066182744849,-0.5595970097177485,0.579336209589773,0.6042257339886353,-0.7450390866851424,-1.8498629741445056,-1.4454140006891936,-0.05687055904095752,-1.0639266967564602,0,0,1,2
1.3305304944477319,-0.5595970097177485,2.145697161988519,0.39837834620963175,1.212971186202147,0.7627087085758464,0.6885128790863014,0.8147373182022662,0.6899626985074089,0,0,0,2
-0.10961821202497435,-0.5595970097177485,-0.8354414248349004,-0.16770197018262376,0.7234686179803247,-0.9790057465710549,-1.4454140006891936,0.5532549550292986,-0.7131488177036864,0,2,0,2
0.6551504114122558,-0.5595970097177485,-0.026997062306515603,-0.15483650844643684,-1.7240442231287871,0.7627087085758464,-0.022796080838863534,-0.6669960731112143,-1.4147045758092343,1,1,2,2
-0.14934645220353093,-0.5595970097177485,0.023530710351508263,-0.0905091997654986,1.212971186202147,-0.9790057465710549,-0.022796080838863534,-0.49267449766256943,0.6899626985074089,1,2,1,2
0.2876641897606003,1.0658796861460242,1.2361972541440855,0.282589190583944,0.7234686179803247,0.7627087085758464,0.6885128790863014,-0.40551370993824737,-1.0639266967564602,0,2,0,2
0.7743351319479291,-0.5595970097177485,-0.026997062306515603,0.5270329635715083,1.212971186202147,-0.10814851899760423,-1.4454140006891936,1.7735059831698121,-0.011593059598138786,0,0,2,2
1.1517534136442238,-0.5595970097177485,0.781447300221869,1.1703060503808909,0.7234686179803247,0.7627087085758464,-1.4454140006891936,0.9018981059265884,1.3915184566129566,0,1,1,2
-1.0531639162657136,1.0658796861460242,-0.481747016228732,-1.184073447341449,-1.2345416549069648,-0.9790057465710549,-1.4454140006891936,-0.05687055904095752,-1.4147045758092343,1,0,0,1
-0.5267647338998273,2.691356382009797,1.1856694814860618,2.4697176857358447,-1.2345416549069648,-0.10814851899760423,-0.022796080838863534,-1.0156392240085041,1.3915184566129566,0,2,1,1
-0.675745634569418,-0.5595970097177485,0.3772251189576767,-0.00045096761218466834,1.212971186202147,-0.10814851899760423,-0.022796080838863534,0.20461180413200947,0.3391848194546351,0,0,1,2
