gender,twelfth_percentage,backlogs,attendance_percentage,projects_completed,internships_completed,communication_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,city_tier,target
1,0.04625664174706491,-0.5595970097177485,-0.11624012323787426,0.7234686179803247,0.7627087085758464,-0.7341050407640285,0.191163726201095,1.223393775888155,-0.40551370993824737,0.6899626985074089,1,1,2
0,-0.47122028660628806,-0.5595970097177485,-0.32208751101687594,-0.2555365184633201,-0.9790057465710549,0.6885128790863014,0.191163726201095,-1.0239258703794276,0.11745101640768663,0.6899626985074089,1,2,2
0,-0.6079123054166083,-0.5595970097177485,-1.2226698325500116,1.212971186202147,-0.10814851899760423,-1.4454140006891936,1.443842844244037,0.0997339527543637,-0.7541568608355372,-1.4147045758092343,0,1,2
1,-2.2579802467697534,1.0658796861460242,-0.9524951360900715,0.2339660497585023,-0.10814851899760423,-1.4454140006891936,-1.061515391841847,-0.462095958812532,0.29177259185633153,0.3391848194546351,0,0,2
1,-0.10019909269256337,2.691356382009797,0.5013020400991345,-1.2345416549069648,0.7627087085758464,1.3998218390114665,-1.061515391841847,-1.0239258703794276,-0.8413176485598592,0.3391848194546351,0,0,2
1,-0.4028742772011279,4.31683307787357,1.2474988207980178,-0.2555365184633201,0.7627087085758464,1.3998218390114665,-1.061515391841847,-0.462095958812532,1.599184407721168,1.3915184566129566,1,0,2
1,0.026729210488447532,-0.5595970097177485,-1.5957682228994532,-0.7450390866851424,-0.9790057465710549,-1.4454140006891936,0.191163726201095,0.6615638643212594,-1.1028000117328263,0.6899626985074089,0,0,2
0,-1.301136115097515,-0.5595970097177485,-0.9396296743538828,0.7234686179803247,-0.9790057465710549,-1.4454140006891936,0.191163726201095,1.223393775888155,-2.410211827597662,1.3915184566129566,0,1,2
0,-0.07090794580463798,1.0658796861460242,0.4498401931543831,0.7234686179803247,-0.10814851899760423,1.3998218390114665,0.817503285222566,2.347053599021947,-1.3642823749057933,1.3915184566129566,0,1,2
0,0.25129466996254396,-0.5595970097177485,0.6685530426695735,0.7234686179803247,1.6335659361492971,-1.4454140006891936,0.191163726201095,0.0997339527543637,0.46609416730497644,1.3915184566129566,1,0,2
1,-1.2523175369509723,-0.5595970097177485,0.6042257339886353,-0.7450390866851424,-1.8498629741445056,-1.4454140006891936,-0.435175832820376,0.6615638643212594,-0.05687055904095752,-1.0639266967564602,0,0,2
0,1.1983750860054738,-0.5595970097177485,0.39837834620963175,1.212971186202147,0.7627087085758464,0.6885128790863014,0.817503285222566,2.347053599021947,0.8147373182022662,0.6899626985074089,0,0,2
0,-0.3150008365373518,-0.5595970097177485,-0.16770197018262376,0.7234686179803247,-0.9790057465710549,-1.4454140006891936,0.191163726201095,0.6615638643212594,0.5532549550292986,-0.7131488177036864,0,2,2
1,0.7004255889107381,-0.5595970097177485,-0.15483650844643684,-1.7240442231287871,0.7627087085758464,-0.022796080838863534,-1.061515391841847,-1.0239258703794276,-0.6669960731112143,-1.4147045758092343,1,1,2
