gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,target
1,2,-1.2826569669972159,-0.9936132133592088,-0.8612908454587679,-0.5460484784819322,0.5761673220078157,0.0658488652749331,0.7062585236858645,-0.9647067351701193,0.19565650827051628,-0.031851840372874744,-0.19584406638040955,0.1589679002805879,0.6997332290117834,-1.2569520138148733,0.7267213155442247,0,2,1,0,2,2
1,1,-0.9022815584642108,-1.1173255355408036,-0.9001304900731385,0.9940202884986631,0.2699906018067113,0.18300562489474484,-0.2909132922594265,-0.9647067351701193,0.985076170111975,0.6799142848825187,-0.19584406638040955,1.4417505400447777,0.1311388149476628,0.032096797716854204,-0.6621769881768099,0,2,2,0,2,2
0,2,-0.16103717260501973,0.5956143100505119,-0.44376466585428964,0.9940202884986631,-0.13824502512809472,0.5214584860186497,-1.7866710161773631,-0.9647067351701193,-2.17260247725386,0.6799142848825187,-0.19584406638040955,-1.7652060593656966,-1.0060500131805783,0.6336529097649939,1.421170467404742,0,2,2,1,2,1
0,2,1.653060929629314,1.5853128875032725,2.0419725894653955,-0.5460484784819322,0.01484333497245748,-0.9364923003612439,0.7062585236858645,0.7209913494429312,0.985076170111975,0.6799142848825187,-0.19584406638040955,0.8003592201626828,-0.43745559911645776,-0.22571296458949117,-1.0094015641070686,0,2,1,1,1,2
1,2,0.6387265068746333,0.3577059981628292,0.11941018105407641,0.9940202884986631,-0.342362838595498,0.013779194332793308,1.20484443165851,0.7209913494429312,0.985076170111975,-0.7436179656282682,1.1750643982824536,0.1589679002805879,1.2683276430759038,1.2352090218131335,1.421170467404742,0,1,1,0,2,2
1,1,-1.7995773939779673,-1.4884625020855884,-1.9876405392755012,4.074157822459853,0.06587278833930807,-0.14242981849362418,0.7062585236858645,-0.9647067351701193,0.985076170111975,-0.031851840372874744,-0.19584406638040955,1.4417505400447777,-0.43745559911645776,0.5477163223295449,-1.703850715967586,0,2,1,1,2,1
1,2,1.653060929629314,1.2998229132380532,0.7796841394983677,-0.5460484784819322,0.1679316950730097,1.06819003091111,0.20767261571321902,-0.12185769286359403,0.985076170111975,0.6799142848825187,1.1750643982824536,0.8003592201626828,0.1311388149476628,0.032096797716854204,-1.3566261400373272,0,0,0,1,1,2
0,0,0.13155929549729117,0.3577059981628292,0.19708947028281631,-0.5460484784819322,-0.8526573722640056,-0.14242981849362418,0.20767261571321902,-0.12185769286359403,0.19565650827051628,-0.7436179656282682,-0.19584406638040955,0.8003592201626828,-1.0060500131805783,-0.053839789718593996,0.032272163683707396,0,1,2,0,0,2
1,4,-2.3555106833723602,-2.287834430028202,-2.2983576961904615,0.9940202884986631,-1.3119224525656625,-2.121077314294907,-1.7866710161773631,-1.8075557774766444,-1.3831828154124013,-1.4553840908836617,-2.937660995706136,-1.1238147394836018,0.1311388149476628,0.2899065600231996,-0.3149524122465513,0,1,2,1,2,1
1,0,1.3897241083372336,2.422750145347915,1.4885076537106217,-0.5460484784819322,0.3210200551735619,0.5865455746963235,1.20484443165851,0.7209913494429312,0.985076170111975,-0.7436179656282682,1.1750643982824536,0.8003592201626828,0.6997332290117834,1.1492724343776854,-1.0094015641070686,0,2,1,1,1,2
1,3,1.5360223423883899,1.2522412508605167,1.0030120960309954,-0.5460484784819322,0.47410841527411457,0.5214584860186497,0.20767261571321902,0.7209913494429312,0.985076170111975,-1.4553840908836617,1.1750643982824536,0.8003592201626828,-1.0060500131805783,0.805526084635891,-1.3566261400373272,0,2,1,1,2,2
1,2,0.15106572670411328,0.8240062894626878,-0.6670926223869174,0.9940202884986631,1.3416091225105773,1.1723293727953878,-0.2909132922594265,-0.12185769286359403,0.19565650827051628,-1.4553840908836617,-0.19584406638040955,-0.482423419601507,0.1311388149476628,-0.22571296458949117,0.7267213155442247,0,0,1,1,0,2
1,1,0.56070078204735,1.2522412508605167,0.6534552945016652,-0.5460484784819322,1.0864618556763235,1.6149215758035684,0.7062585236858645,-1.8075557774766444,0.985076170111975,1.3916804101379123,1.1750643982824536,-0.482423419601507,-0.43745559911645776,-0.053839789718593996,0.7267213155442247,0,2,1,1,1,2
1,1,-0.43412720950051115,-0.5177965895838433,0.2262192037435936,-0.5460484784819322,-1.3119224525656625,-0.9364923003612439,0.7062585236858645,0.7209913494429312,0.19565650827051628,-0.031851840372874744,-0.19584406638040955,-0.482423419601507,-1.0060500131805783,0.20396997258775137,-1.3566261400373272,0,1,0,1,1,2
