branch,tenth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,part_time_job,internet_access,target
2,-0.048631849638112686,-0.5595970097177485,-0.1280526076225638,-0.11624012323787426,0.7234686179803247,0.7627087085758464,0.21750330087638192,-0.7341050407640285,1,1,2
2,0.0779884942045386,-0.5595970097177485,1.1351417088280373,-0.32208751101687594,-0.2555365184633201,-0.9790057465710549,-0.5637090945375297,0.6885128790863014,1,1,2
3,-1.1395148119748033,-0.5595970097177485,-1.2901913787571169,-1.2226698325500116,1.212971186202147,-0.10814851899760423,0.9987156962902936,-1.4454140006891936,0,1,2
2,-1.6167761079971052,1.0658796861460242,0.3266973462996528,-0.9524951360900715,0.2339660497585023,-0.10814851899760423,-0.5637090945375297,-1.4454140006891936,0,1,2
3,-1.2856152087163244,2.691356382009797,0.579336209589773,0.5013020400991345,-1.2345416549069648,0.7627087085758464,-1.3449214899514412,1.3998218390114665,0,1,2
1,-0.3895327753683284,4.31683307787357,-0.22910815293861175,1.2474988207980178,-0.2555365184633201,0.7627087085758464,-0.5637090945375297,1.3998218390114665,1,1,2
0,0.6526500547211885,-0.5595970097177485,-1.1386080607830447,-1.5957682228994532,-0.7450390866851424,-0.9790057465710549,-0.5637090945375297,-1.4454140006891936,0,0,2
3,-1.0323745210310211,-0.5595970097177485,-0.8354414248349004,-0.9396296743538828,0.7234686179803247,-0.9790057465710549,0.21750330087638192,-1.4454140006891936,0,1,2
1,-0.30187253732341524,1.0658796861460242,1.79200275338235,0.4498401931543831,0.7234686179803247,-0.10814851899760423,0.21750330087638192,1.3998218390114665,0,1,2
2,-0.42849288116606793,-0.5595970097177485,0.9330306181959415,0.6685530426695735,0.7234686179803247,1.6335659361492971,0.21750330087638192,-1.4454140006891936,1,1,2
1,-1.1589948648736723,-0.5595970097177485,0.579336209589773,0.6042257339886353,-0.7450390866851424,-1.8498629741445056,-0.5637090945375297,-1.4454140006891936,0,1,2
0,0.866930636608753,-0.5595970097177485,2.145697161988519,0.39837834620963175,1.212971186202147,0.7627087085758464,0.9987156962902936,0.6885128790863014,0,1,2
2,-0.23369235217737322,-0.5595970097177485,-0.8354414248349004,-0.16770197018262376,0.7234686179803247,-0.9790057465710549,0.21750330087638192,-1.4454140006891936,0,1,2
4,1.013031033350274,-0.5595970097177485,-0.026997062306515603,-0.15483650844643684,-1.7240442231287871,0.7627087085758464,-1.3449214899514412,-0.022796080838863534,1,1,2
1,0.13642865290114783,-0.5595970097177485,0.023530710351508263,-0.0905091997654986,1.212971186202147,-0.9790057465710549,0.9987156962902936,-0.022796080838863534,1,1,2
1,0.4870696050807977,1.0658796861460242,1.2361972541440855,0.282589190583944,0.7234686179803247,0.7627087085758464,0.9987156962902936,0.6885128790863014,0,1,2
4,0.34096920833927674,-0.5595970097177485,-0.026997062306515603,0.5270329635715083,1.212971186202147,-0.10814851899760423,0.9987156962902936,-1.4454140006891936,0,1,2
3,0.40914939348532015,-0.5595970097177485,0.781447300221869,1.1703060503808909,0.7234686179803247,0.7627087085758464,0.9987156962902936,-1.4454140006891936,0,1,2
4,-0.3992728018177626,1.0658796861460242,-0.481747016228732,-1.184073447341449,-1.2345416549069648,-0.9790057465710549,-0.5637090945375297,-1.4454140006891936,1,1,1
2,-0.3700527224694587,2.691356382009797,1.1856694814860618,2.4697176857358447,-1.2345416549069648,-0.10814851899760423,-1.3449214899514412,-0.022796080838863534,0,1,1
3,0.3117491289909728,-0.5595970097177485,0.3772251189576767,-0.00045096761218466834,1.212971186202147,-0.10814851899760423,0.9987156962902936,-0.022796080838863534,0,1,2
0,-0.40901282826719815,-0.5595970097177485,-0.8354414248349004,-0.2191638171273751,0.7234686179803247,0.7627087085758464,0.9987156962902936,-0.7341050407640285,0,1,2
3,0.9643309011031003,-0.5595970097177485,0.579336209589773,0.5527638870438839,-0.2555365184633201,0.7627087085758464,0.21750330087638192,0.6885128790863014,0,1,2
2,-0.40901282826719815,2.691356382009797,-0.1280526076225638,0.025279955860190998,0.2339660497585023,-0.9790057465710549,0.21750330087638192,1.3998218390114665,0,1,1
1,-0.25317240507624156,-0.5595970097177485,0.4782806642737249,0.9515932008657022,-0.7450390866851424,-1.8498629741445056,-1.3449214899514412,0.6885128790863014,0,1,2
1,-0.3116125637728508,-0.5595970097177485,-1.2396636060990927,-0.232029278863562,-1.7240442231287871,-0.9790057465710549,-1.3449214899514412,0.6885128790863014,0,1,2
