gender,branch,cgpa,attendance_percentage,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,sleep_hours,stress_level,family_income_level,city_tier,target
1,2,0.45650921051946936,-0.11624012323787426,0.21750330087638192,-0.7341050407640285,1.2393434539481363,0.191163726201095,-0.40551370993824737,0.6899626985074089,2,1,2
0,2,-0.4771044336766307,-0.32208751101687594,-0.5637090945375297,0.6885128790863014,-1.5532871553995955,0.191163726201095,0.11745101640768663,0.6899626985074089,2,2,2
0,3,-1.3213295374709757,-1.2226698325500116,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,1.443842844244037,-0.7541568608355372,-1.4147045758092343,1,1,2
1,2,-0.8147944751943688,-0.9524951360900715,-0.5637090945375297,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,0.29177259185633153,0.3391848194546351,2,0,2
1,3,-1.41071807787273,0.5013020400991345,-1.3449214899514412,1.3998218390114665,-1.5532871553995955,-1.061515391841847,-0.8413176485598592,0.3391848194546351,2,0,2
1,1,-0.8147944751943688,1.2474988207980178,-0.5637090945375297,1.3998218390114665,-0.15697185072572967,-1.061515391841847,1.599184407721168,1.3915184566129566,0,0,2
1,0,-0.020229671623220265,-1.5957682228994532,-0.5637090945375297,-1.4454140006891936,-1.5532871553995955,0.191163726201095,-1.1028000117328263,0.6899626985074089,1,0,2
0,3,-1.26173717720314,-0.9396296743538828,0.21750330087638192,-1.4454140006891936,-0.15697185072572967,0.191163726201095,-2.410211827597662,1.3915184566129566,2,1,2
0,1,-0.30825941291776165,0.4498401931543831,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.817503285222566,-1.3642823749057933,1.3915184566129566,2,1,2
0,2,0.506169510742665,0.6685530426695735,0.21750330087638192,-1.4454140006891936,-0.15697185072572967,0.191163726201095,0.46609416730497644,1.3915184566129566,2,0,2
1,1,-1.5001066182744849,0.6042257339886353,-0.5637090945375297,-1.4454140006891936,-1.5532871553995955,-0.435175832820376,-0.05687055904095752,-1.0639266967564602,0,0,2
0,0,1.3305304944477319,0.39837834620963175,0.9987156962902936,0.6885128790863014,1.2393434539481363,0.817503285222566,0.8147373182022662,0.6899626985074089,2,0,2
0,2,-0.10961821202497435,-0.16770197018262376,0.21750330087638192,-1.4454140006891936,1.2393434539481363,0.191163726201095,0.5532549550292986,-0.7131488177036864,0,2,2
1,4,0.6551504114122558,-0.15483650844643684,-1.3449214899514412,-0.022796080838863534,-0.15697185072572967,-1.061515391841847,-0.6669960731112143,-1.4147045758092343,2,1,2
1,1,-0.14934645220353093,-0.0905091997654986,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,0.191163726201095,-0.49267449766256943,0.6899626985074089,2,2,2
1,1,0.2876641897606003,0.282589190583944,0.9987156962902936,0.6885128790863014,-0.15697185072572967,1.443842844244037,-0.40551370993824737,-1.0639266967564602,1,2,2
1,4,0.7743351319479291,0.5270329635715083,0.9987156962902936,-1.4454140006891936,1.2393434539481363,1.443842844244037,1.7735059831698121,-0.011593059598138786,1,0,2
1,3,1.1517534136442238,1.1703060503808909,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,0.191163726201095,0.9018981059265884,1.3915184566129566,1,1,2
0,4,-1.0531639162657136,-1.184073447341449,-0.5637090945375297,-1.4454140006891936,1.2393434539481363,-1.061515391841847,-0.05687055904095752,-1.4147045758092343,1,0,1
1,2,-0.5267647338998273,2.4697176857358447,-1.3449214899514412,-0.022796080838863534,-0.15697185072572967,-1.6878549508633178,-1.0156392240085041,1.3915184566129566,1,2,1
1,3,-0.675745634569418,-0.00045096761218466834,0.9987156962902936,-0.022796080838863534,1.2393434539481363,-0.435175832820376,0.20461180413200947,0.3391848194546351,0,0,2
1,0,-0.7154738747479755,-0.2191638171273751,0.9987156962902936,-0.7341050407640285,-0.15697185072572967,0.817503285222566,-0.05687055904095752,1.3915184566129566,1,2,2
1,3,0.3075283098498786,0.5527638870438839,0.21750330087638192,0.6885128790863014,-0.15697185072572967,0.191163726201095,-0.05687055904095752,0.6899626985074089,2,0,2
0,2,-0.7055418147033354,0.025279955860190998,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.191163726201095,-0.23119213448960244,-1.0639266967564602,1,2,1
1,1,-0.9041830155961228,0.9515932008657022,-1.3449214899514412,0.6885128790863014,-0.15697185072572967,-1.061515391841847,-2.148729464424695,1.3915184566129566,0,1,2
1,1,-0.3678517731855974,-0.232029278863562,-1.3449214899514412,0.6885128790863014,-1.5532871553995955,-0.435175832820376,1.3377020445482002,-1.4147045758092343,0,1,2
1,0,0.6948786515908142,-1.2098043708138237,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,0.817503285222566,-0.05687055904095752,1.3915184566129566,2,1,2
0,2,0.45650921051946936,1.0030550478104516,-1.3449214899514412,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,0.5532549550292986,1.0407405775601828,1,1,2
1,4,-0.07982203189105691,-0.15483650844643684,-1.3449214899514412,0.6885128790863014,-0.15697185072572967,-1.6878549508633178,0.6404157427536213,-0.011593059598138786,0,0,2
0,4,-0.506900613810549,-1.0296879065071967,0.9987156962902936,-0.7341050407640285,1.2393434539481363,1.443842844244037,0.9890588936509105,-1.4147045758092343,0,2,2
0,1,-2.453584382559863,-0.013316429348371588,-1.3449214899514412,-0.022796080838863534,-1.5532871553995955,-0.435175832820376,1.0762196813752325,-0.36237093865091263,2,1,2
0,2,-0.7849982950604504,0.4498401931543831,-1.3449214899514412,-0.022796080838863534,-0.15697185072572967,-1.061515391841847,-0.14403134676528037,-0.011593059598138786,2,2,2
1,4,0.06915886877853382,-0.7466477483110681,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-1.061515391841847,-0.40551370993824737,-0.36237093865091263,0,1,2
1,0,0.7743351319479291,0.6942839661419492,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,0.817503285222566,-0.23119213448960244,-1.765482454862008,0,1,2
1,1,-0.5962891542123031,-0.0905091997654986,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,1.443842844244037,-1.189960799457149,-0.011593059598138786,1,0,2
0,4,1.0325686931085523,0.4498401931543831,-0.5637090945375297,-1.4454140006891936,1.2393434539481363,-1.6878549508633178,-0.05687055904095752,-1.4147045758092343,2,1,2
1,4,0.3969168502516327,-0.06477827629312292,0.21750330087638192,0.6885128790863014,-0.15697185072572967,0.191163726201095,-0.40551370993824737,1.3915184566129566,2,2,2
0,4,1.3901228547155684,0.1925309584306301,0.9987156962902936,1.3998218390114665,1.2393434539481363,-0.435175832820376,-1.189960799457149,-0.7131488177036864,2,1,2
1,2,-0.6161532743015814,-1.248400756022387,-0.5637090945375297,-0.022796080838863534,-1.5532871553995955,-1.061515391841847,1.7735059831698121,0.6899626985074089,1,1,2
1,2,-1.5001066182744849,-0.07764373802930984,0.9987156962902936,1.3998218390114665,-1.5532871553995955,1.443842844244037,1.0762196813752325,1.0407405775601828,2,1,2
1,2,0.416780970340911,-0.11624012323787426,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,1.443842844244037,-0.7541568608355372,1.0407405775601828,0,1,2
0,1,-0.2585991126945651,-1.5057099907461402,-0.5637090945375297,-1.4454140006891936,-1.5532871553995955,-1.061515391841847,-0.05687055904095752,0.6899626985074089,0,2,2
0,3,-0.844590655328287,0.025279955860190998,0.21750330087638192,0.6885128790863014,-1.5532871553995955,0.817503285222566,1.599184407721168,-0.011593059598138786,2,2,2
0,1,-0.07982203189105691,-1.2998626029671376,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,-0.435175832820376,-1.189960799457149,0.6899626985074089,0,0,2
0,1,-1.7086798792119113,-0.48933851358731506,0.21750330087638192,0.6885128790863014,-1.5532871553995955,1.443842844244037,0.8147373182022662,1.0407405775601828,2,2,1
0,4,0.009566508510697175,-0.013316429348371588,0.9987156962902936,-0.7341050407640285,-1.5532871553995955,1.443842844244037,1.7735059831698121,-0.7131488177036864,2,2,2
1,2,-1.42065013791737,-0.6823204396301298,0.9987156962902936,-0.7341050407640285,-1.5532871553995955,1.443842844244037,-0.40551370993824737,-0.011593059598138786,2,0,2
1,4,-1.3809218977388125,0.5141675018353213,0.9987156962902936,-0.022796080838863534,-1.5532871553995955,1.443842844244037,1.7735059831698121,0.3391848194546351,2,0,2
1,2,0.1883435893142071,0.539898425307697,-1.3449214899514412,0.6885128790863014,1.2393434539481363,-1.6878549508633178,-0.05687055904095752,1.0407405775601828,2,1,2
1,3,-0.16921057229281097,-0.8238405187281951,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.817503285222566,-0.7541568608355372,-0.011593059598138786,1,0,2
0,2,-0.17914263233745012,-0.45074212837875244,0.21750330087638192,0.6885128790863014,-0.15697185072572967,0.191163726201095,-0.14403134676528037,-0.011593059598138786,2,0,2
1,0,-0.6360173943908606,1.3375570529513316,-0.5637090945375297,-0.022796080838863534,-0.15697185072572967,0.817503285222566,-1.712925525803083,-0.7131488177036864,1,0,2
0,2,-0.5168326738551882,-0.24489474059975078,0.21750330087638192,-0.7341050407640285,-0.15697185072572967,0.191163726201095,0.6404157427536213,-0.36237093865091263,2,1,2
1,3,-1.1127562765335492,-0.06477827629312292,0.21750330087638192,0.6885128790863014,-1.5532871553995955,-0.435175832820376,1.0762196813752325,-0.36237093865091263,2,0,2
0,1,0.6154221712336992,-0.37354935796162725,0.9987156962902936,1.3998218390114665,1.2393434539481363,1.443842844244037,0.8147373182022662,-1.765482454862008,0,2,2
1,2,0.247935949582042,0.1539345732220675,0.9987156962902936,-0.022796080838863534,-0.15697185072572967,0.817503285222566,0.20461180413200947,1.3915184566129566,2,1,2
0,1,-1.351125717604894,0.810073121767637,-1.3449214899514412,1.3998218390114665,-1.5532871553995955,0.191163726201095,0.9018981059265884,1.0407405775601828,2,0,2
0,3,-0.586357094167663,-0.013316429348371588,-0.5637090945375297,-0.7341050407640285,-0.15697185072572967,0.817503285222566,-0.5798352853868923,0.6899626985074089,0,2,2
0,2,-0.9339791957300412,0.5656293487800726,-2.126133885365353,0.6885128790863014,-0.15697185072572967,-1.061515391841847,0.11745101640768663,0.6899626985074089,1,1,1
0,4,-2.294671421845633,-1.106880676924323,-2.126133885365353,-0.7341050407640285,-2.9496024600734616,-2.3141945098847887,-0.14403134676528037,-1.0639266967564602,1,0,1
1,1,-1.182280696846025,-1.0296879065071967,-1.3449214899514412,-0.022796080838863534,1.2393434539481363,-1.061515391841847,1.7735059831698121,1.0407405775601828,2,1,1
1,2,-0.5366967939444665,1.1317096651723282,-1.3449214899514412,-1.4454140006891936,1.2393434539481363,-1.6878549508633178,0.9018981059265884,1.0407405775601828,1,0,1
1,2,0.516101570787306,0.012414494124002251,0.9987156962902936,1.3998218390114665,1.2393434539481363,1.443842844244037,0.6404157427536213,1.3915184566129566,0,1,2
0,1,1.1517534136442238,-0.4378766666425655,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,0.191163726201095,-1.8000863135274052,1.0407405775601828,2,1,2
0,1,-0.2983273528731217,-0.5793967457406289,-1.3449214899514412,1.3998218390114665,-0.15697185072572967,-0.435175832820376,0.20461180413200947,-0.011593059598138786,2,1,2
1,3,0.2578680096266811,0.06387634106875359,0.21750330087638192,-1.4454140006891936,-0.15697185072572967,-0.435175832820376,-0.14403134676528037,1.0407405775601828,2,1,2
