gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,target
0,1,-1.464499583373247,-0.8974295365969944,-1.1317777601792975,1.0633924123307028,0.24396853338347507,-0.3574394196543532,-1.7350009575734138,-0.9706367950255205,-1.365017306373839,0.693712784079991,-1.5439706120923715,-1.7000580837315922,-0.4794100474396794,-0.6595909550729815,0.6880254927589515,1,0,0,1,1,1
1,2,0.6667265587030534,0.4709371902161097,-0.21880272566336037,-0.5466970395681356,0.9943089993647724,-0.3574394196543532,1.1996485220264423,-0.08216382219420064,0.9665073422733429,-0.028406342451551443,-0.1465855921536789,0.7701190667593351,-0.4794100474396794,-0.39719122214516517,0.338096065237814,0,0,2,1,1,2
1,1,-1.0007605617177557,-1.5088274358113607,-0.41305273300717665,-0.5466970395681356,-0.4563492348657357,-1.026921504891641,0.7105402754264664,-0.08216382219420064,0.9665073422733429,-0.7505254689830939,-1.5439706120923715,0.7701190667593351,0.6419219279277066,0.6524077095661007,0.338096065237814,1,1,1,1,1,2
0,1,0.6469929833134584,0.6456223042773568,0.25710979232898873,2.673481864229541,0.34401392884764814,0.456440762398819,-0.7567844643734617,-0.08216382219420064,-0.587842423491445,0.693712784079991,1.2507994277850139,0.15257477913660325,-1.0400760351233724,-0.7470575327155874,-0.011833362283323545,0,2,1,1,2,1
1,1,-0.3495525738611081,-0.30544109450054546,-0.296502728600888,-0.5466970395681356,-1.206689700847033,-0.22616842254900293,-1.7350009575734138,-0.9706367950255205,-1.365017306373839,0.693712784079991,-1.5439706120923715,-0.46496950848612856,1.2025879156113997,1.3521403307069444,-1.4115510723678737,0,0,1,1,2,2
1,4,0.8837958879886032,0.6262128471594415,0.9175598172979638,-0.5466970395681356,0.04387774245512896,0.22015296760918696,0.22143202882649035,1.694782123468439,0.9665073422733429,-0.028406342451551443,-0.1465855921536789,-0.46496950848612856,0.0812559402440136,0.7398742872087058,-0.3617627898044611,1,2,0,1,1,2
1,3,-0.3890197246402989,-1.4214848787807373,-0.47132773521032234,-0.5466970395681356,-0.20623574620530324,0.456440762398819,-1.2458927109734377,-0.9706367950255205,-1.365017306373839,-0.7505254689830939,1.2507994277850139,-0.46496950848612856,0.0812559402440136,1.7894732189199718,-0.3617627898044611,0,0,0,1,1,2
1,3,-1.1191620140553282,0.37388990462652777,-1.7533777836795095,-0.5466970395681356,-1.0065989099186872,-1.3025905988128759,0.22143202882649035,0.8063091506371192,0.18933245939094898,-1.4726445955146366,-0.1465855921536789,0.15257477913660325,0.0812559402440136,0.3025413989956785,1.3878843478012266,0,1,1,1,1,2
1,1,0.5384583186706844,0.9949925323998524,-0.49075273594470425,1.0633924123307028,0.39403662657973443,0.4170594632672124,1.1996485220264423,-0.08216382219420064,0.9665073422733429,-1.4726445955146366,-0.1465855921536789,0.15257477913660325,0.6419219279277066,0.4774745542808896,-1.7614804998890115,0,2,1,1,2,2
0,1,0.4200568663331111,0.5194608330109006,0.1794097893914625,-0.5466970395681356,-0.2562584439373898,0.14139036934597754,-1.7350009575734138,-0.9706367950255205,-0.587842423491445,-0.7505254689830939,1.2507994277850139,-0.46496950848612856,0.0812559402440136,-1.8841230420694584,-1.0616216448467362,0,1,1,1,0,2
