gender,branch,cgpa,twelfth_percentage,study_hours_per_day,coding_skill_rating,hackathons_participated,certifications_count,sleep_hours,family_income_level,extracurricular_involvement,target
1,2,0.45650921051946936,0.04625664174706491,-0.1280526076225638,0.21750330087638192,0.191163726201095,1.223393775888155,-0.40551370993824737,2,2,2
0,2,-0.4771044336766307,-0.47122028660628806,1.1351417088280373,-0.5637090945375297,0.191163726201095,-1.0239258703794276,0.11745101640768663,2,1,2
0,3,-1.3213295374709757,-0.6079123054166083,-1.2901913787571169,0.9987156962902936,1.443842844244037,0.0997339527543637,-0.7541568608355372,1,0,2
1,2,-0.8147944751943688,-2.2579802467697534,0.3266973462996528,-0.5637090945375297,-1.061515391841847,-0.462095958812532,0.29177259185633153,2,1,2
1,3,-1.41071807787273,-0.10019909269256337,0.579336209589773,-1.3449214899514412,-1.061515391841847,-1.0239258703794276,-0.8413176485598592,2,2,2
1,1,-0.8147944751943688,-0.4028742772011279,-0.22910815293861175,-0.5637090945375297,-1.061515391841847,-0.462095958812532,1.599184407721168,0,2,2
1,0,-0.020229671623220265,0.026729210488447532,-1.1386080607830447,-0.5637090945375297,0.191163726201095,0.6615638643212594,-1.1028000117328263,1,0,2
0,3,-1.26173717720314,-1.301136115097515,-0.8354414248349004,0.21750330087638192,0.191163726201095,1.223393775888155,-2.410211827597662,2,1,2
0,1,-0.30825941291776165,-0.07090794580463798,1.79200275338235,0.21750330087638192,0.817503285222566,2.347053599021947,-1.3642823749057933,2,2,2
0,2,0.506169510742665,0.25129466996254396,0.9330306181959415,0.21750330087638192,0.191163726201095,0.0997339527543637,0.46609416730497644,2,1,2
1,1,-1.5001066182744849,-1.2523175369509723,0.579336209589773,-0.5637090945375297,-0.435175832820376,0.6615638643212594,-0.05687055904095752,0,1,2
0,0,1.3305304944477319,1.1983750860054738,2.145697161988519,0.9987156962902936,0.817503285222566,2.347053599021947,0.8147373182022662,2,0,2
0,2,-0.10961821202497435,-0.3150008365373518,-0.8354414248349004,0.21750330087638192,0.191163726201095,0.6615638643212594,0.5532549550292986,0,0,2
1,4,0.6551504114122558,0.7004255889107381,-0.026997062306515603,-1.3449214899514412,-1.061515391841847,-1.0239258703794276,-0.6669960731112143,2,2,2
1,1,-0.14934645220353093,-0.4126379928304373,0.023530710351508263,0.9987156962902936,0.191163726201095,2.347053599021947,-0.49267449766256943,2,1,2
1,1,0.2876641897606003,0.43680526691940696,1.2361972541440855,0.9987156962902936,1.443842844244037,0.0997339527543637,-0.40551370993824737,1,0,2
1,4,0.7743351319479291,0.7590078826865889,-0.026997062306515603,0.9987156962902936,1.443842844244037,0.6615638643212594,1.7735059831698121,1,2,2
1,3,1.1517534136442238,2.1356917864190956,0.781447300221869,0.9987156962902936,0.191163726201095,1.785223687455051,0.9018981059265884,1,1,2
0,4,-1.0531639162657136,-0.6567308835631511,-0.481747016228732,-0.5637090945375297,-1.061515391841847,0.0997339527543637,-0.05687055904095752,1,0,1
1,2,-0.5267647338998273,-0.35405569905458517,1.1856694814860618,-1.3449214899514412,-1.6878549508633178,-1.0239258703794276,-1.0156392240085041,1,1,1
1,3,-0.675745634569418,-1.0179883618475678,0.3772251189576767,0.9987156962902936,-0.435175832820376,-0.462095958812532,0.20461180413200947,0,1,2
1,0,-0.7154738747479755,-0.7348406085976192,-0.8354414248349004,0.9987156962902936,0.817503285222566,1.785223687455051,-0.05687055904095752,1,2,2
1,3,0.3075283098498786,0.7980627452038237,0.579336209589773,0.21750330087638192,0.191163726201095,1.223393775888155,-0.05687055904095752,2,2,2
0,2,-0.7055418147033354,-1.174207811916504,-0.1280526076225638,0.21750330087638192,0.191163726201095,-1.0239258703794276,-0.23119213448960244,1,1,1
1,1,-0.9041830155961228,-1.1644440962871954,0.4782806642737249,-1.3449214899514412,-1.061515391841847,-0.462095958812532,-2.148729464424695,0,1,2
1,1,-0.3678517731855974,-0.33452826779596917,-1.2396636060990927,-1.3449214899514412,-0.435175832820376,1.223393775888155,1.3377020445482002,0,2,2
1,0,0.6948786515908142,0.5832610013590352,-0.27963592559663586,0.9987156962902936,0.817503285222566,0.0997339527543637,-0.05687055904095752,2,1,2
0,2,0.45650921051946936,1.0031007734193027,1.3877805721181578,-1.3449214899514412,-1.6878549508633178,-1.5857557819463235,0.5532549550292986,1,2,2
1,4,-0.07982203189105691,0.32940439499701346,-0.27963592559663586,-1.3449214899514412,-1.6878549508633178,-0.462095958812532,0.6404157427536213,0,0,2
0,4,-0.506900613810549,-0.6860220304510765,-0.5828025615447802,0.9987156962902936,1.443842844244037,1.223393775888155,0.9890588936509105,0,2,2
0,1,-2.453584382559863,-2.0236510716663485,-0.7343858795188523,-1.3449214899514412,-0.435175832820376,-0.462095958812532,1.0762196813752325,2,0,2
0,2,-0.7849982950604504,-0.7348406085976192,-0.7343858795188523,-1.3449214899514412,-1.061515391841847,-0.462095958812532,-0.14403134676528037,2,1,2
1,4,0.06915886877853382,0.44656898254871497,-0.8859691974929245,-0.5637090945375297,-1.061515391841847,-1.0239258703794276,-0.40551370993824737,0,0,2
1,0,0.7743351319479291,0.641843295134886,0.3266973462996528,0.9987156962902936,0.817503285222566,0.6615638643212594,-0.23119213448960244,0,1,2
1,1,-0.5962891542123031,-0.8715326274079395,0.5288084369317487,0.9987156962902936,1.443842844244037,0.0997339527543637,-1.189960799457149,1,2,2
0,4,1.0325686931085523,1.42294054547957,0.8319750728798933,-0.5637090945375297,-1.6878549508633178,-1.0239258703794276,-0.05687055904095752,2,1,2
1,4,0.3969168502516327,-0.1880725333563409,-0.8354414248349004,0.21750330087638192,0.191163726201095,-1.0239258703794276,-0.40551370993824737,2,1,2
0,4,1.3901228547155684,0.9738096265313774,0.4782806642737249,0.9987156962902936,-0.435175832820376,-0.462095958812532,-1.189960799457149,2,2,2
1,2,-0.6161532743015814,-0.4028742772011279,-1.9975801959694535,-0.5637090945375297,-1.061515391841847,0.0997339527543637,1.7735059831698121,1,2,2
1,2,-1.5001066182744849,-1.9748324935198056,-0.0775248349645397,0.9987156962902936,1.443842844244037,-1.0239258703794276,1.0762196813752325,2,2,2
1,2,0.416780970340911,-0.49074771786490545,-1.0375525154669965,0.9987156962902936,1.443842844244037,-1.0239258703794276,-0.7541568608355372,0,0,2
0,1,-0.2585991126945651,-0.5590937272700656,-1.542830242047237,-0.5637090945375297,-1.061515391841847,0.6615638643212594,-0.05687055904095752,0,1,2
0,3,-0.844590655328287,-0.6274397366752257,-0.3301636982546599,0.21750330087638192,0.817503285222566,0.0997339527543637,1.599184407721168,2,0,2
0,1,-0.07982203189105691,0.06578407300568229,-0.6838581068608282,-0.5637090945375297,-0.435175832820376,0.0997339527543637,-1.189960799457149,0,2,2
0,1,-1.7086798792119113,-0.9008237742958649,-0.7849136521768764,0.21750330087638192,1.443842844244037,-1.0239258703794276,0.8147373182022662,2,0,1
0,4,0.009566508510697175,0.24153095433323596,1.79200275338235,0.9987156962902936,1.443842844244037,0.6615638643212594,1.7735059831698121,2,2,2
1,2,-1.42065013791737,-1.5061741433129947,-1.2901913787571169,0.9987156962902936,1.443842844244037,1.223393775888155,-0.40551370993824737,2,0,2
1,4,-1.3809218977388125,-0.9301149211837902,0.6803917549058213,0.9987156962902936,1.443842844244037,0.0997339527543637,1.7735059831698121,2,2,2
1,2,0.1883435893142071,0.8664087546089838,0.9835583908539653,-1.3449214899514412,-1.6878549508633178,-1.0239258703794276,-0.05687055904095752,2,0,2
1,3,-0.16921057229281097,-0.1685451020977235,-1.1386080607830447,0.21750330087638192,0.817503285222566,-0.462095958812532,-0.7541568608355372,1,2,2
0,2,-0.17914263233745012,0.13413008241084243,0.5288084369317487,0.21750330087638192,0.191163726201095,0.0997339527543637,-0.14403134676528037,2,2,2
1,0,-0.6360173943908606,-0.2075999646149569,0.3772251189576767,-0.5637090945375297,0.817503285222566,-0.462095958812532,-1.712925525803083,1,0,2
0,2,-0.5168326738551882,-0.48098400223559745,-0.17858038028058765,0.21750330087638192,0.191163726201095,-0.462095958812532,0.6404157427536213,2,1,2
1,3,-1.1127562765335492,-0.0611442301753286,-0.3301636982546599,0.21750330087638192,-0.435175832820376,-0.462095958812532,1.0762196813752325,2,2,2
0,1,0.6154221712336992,0.35869554188493885,0.12458625566755645,0.9987156962902936,1.443842844244037,0.6615638643212594,0.8147373182022662,0,0,2
1,2,0.247935949582042,0.3196406793677041,-1.2396636060990927,0.9987156962902936,0.817503285222566,0.0997339527543637,0.20461180413200947,2,1,2
