gender,cgpa,twelfth_percentage,backlogs,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,stress_level,family_income_level,internet_access,extracurricular_involvement,target
1,0.45650921051946936,0.04625664174706491,-0.5595970097177485,-0.11624012323787426,0.7234686179803247,0.7627087085758464,0.21750330087638192,-0.7341050407640285,1.2393434539481363,0.191163726201095,0.6899626985074089,2,1,2,2
0,-0.4771044336766307,-0.47122028660628806,-0.5595970097177485,-0.32208751101687594,-0.2555365184633201,-0.9790057465710549,-0.5637090945375297,0.6885128790863014,-1.5532871553995955,0.191163726201095,0.6899626985074089,2,1,1,2
0,-1.3213295374709757,-0.6079123054166083,-0.5595970097177485,-1.2226698325500116,1.212971186202147,-0.10814851899760423,0.9987156962902936,-1.4454140006891936,-0.15697185072572967,1.443842844244037,-1.4147045758092343,1,1,0,2
1,-0.8147944751943688,-2.2579802467697534,1.0658796861460242,-0.9524951360900715,0.2339660497585023,-0.10814851899760423,-0.5637090945375297,-1.4454140006891936,-0.15697185072572967,-1.061515391841847,0.3391848194546351,2,1,1,2
1,-1.41071807787273,-0.10019909269256337,2.691356382009797,0.5013020400991345,-1.2345416549069648,0.7627087085758464,-1.3449214899514412,1.3998218390114665,-1.5532871553995955,-1.061515391841847,0.3391848194546351,2,1,2,2
1,-0.8147944751943688,-0.4028742772011279,4.31683307787357,1.2474988207980178,-0.2555365184633201,0.7627087085758464,-0.5637090945375297,1.3998218390114665,-0.15697185072572967,-1.061515391841847,1.3915184566129566,0,1,2,2
1,-0.020229671623220265,0.026729210488447532,-0.5595970097177485,-1.5957682228994532,-0.7450390866851424,-0.9790057465710549,-0.5637090945375297,-1.4454140006891936,-1.5532871553995955,0.191163726201095,0.6899626985074089,1,0,0,2
0,-1.26173717720314,-1.301136115097515,-0.5595970097177485,-0.9396296743538828,0.7234686179803247,-0.9790057465710549,0.21750330087638192,-1.4454140006891936,-0.15697185072572967,0.191163726201095,1.3915184566129566,2,1,1,2
0,-0.30825941291776165,-0.07090794580463798,1.0658796861460242,0.4498401931543831,0.7234686179803247,-0.10814851899760423,0.21750330087638192,1.3998218390114665,-0.15697185072572967,0.817503285222566,1.3915184566129566,2,1,2,2
0,0.506169510742665,0.25129466996254396,-0.5595970097177485,0.6685530426695735,0.7234686179803247,1.6335659361492971,0.21750330087638192,-1.4454140006891936,-0.15697185072572967,0.191163726201095,1.3915184566129566,2,1,1,2
1,-1.5001066182744849,-1.2523175369509723,-0.5595970097177485,0.6042257339886353,-0.7450390866851424,-1.8498629741445056,-0.5637090945375297,-1.4454140006891936,-1.5532871553995955,-0.435175832820376,-1.0639266967564602,0,1,1,2
