column name,count,mean,std,min,25%,50%,75%,max,skewness
batch_size,540.0,112.8889,86.0726,16.0,32.0,96.0,128.0,256.0,0.6712
learning_rate,540.0,0.0,1.0009,-0.9325,-0.9325,-0.195,0.7838,1.9611,0.6315
number_of_epochs,540.0,161.6667,70.9922,60.0,100.0,160.0,220.0,300.0,0.0249
number_of_hidden_layers,540.0,0.0,1.0009,-0.9882,-0.9882,0.2911,0.9688,1.6479,0.2367
avg_number_of_neurons,540.0,114.1407,49.0981,16.0,80.0,112.0,150.8,240.0,0.2366
min_number_of_neurons,540.0,0.0,1.0009,-1.1528,-1.1528,-0.1869,0.8654,1.7817,0.1101
max_number_of_neurons,540.0,169.7778,69.7333,16.0,132.0,168.0,228.0,256.0,-0.3811
total_number_of_neurons,540.0,0.0,1.0009,-2.1957,-0.7244,-0.0142,0.6487,1.837,-0.061
depth_to_width_ratio,540.0,0.0,1.0009,-1.9261,-0.75,0.0404,0.4969,2.2708,0.1352
batch_size_to_dataset_ratio,540.0,0.0152,1.0055,-1.0494,-0.9127,-0.3708,0.8291,2.0237,0.6511
number_of_features,540.0,12.8148,5.423,2.0,9.0,12.0,18.0,24.0,0.18
proportion_of_numeric_features,540.0,0.0003,1.0009,-1.8346,-1.0275,0.7423,0.7423,0.7423,-0.7846
number_of_instances,540.0,-0.0223,1.0008,-2.103,-0.7619,-0.044,0.8596,2.014,-0.0111
number_of_classes,540.0,-0.0137,0.9963,-1.2662,-1.2662,0.1264,0.83,1.6914,0.138
ratio_of_instances_to_features,540.0,-0.0158,1.0072,-2.4803,-0.7289,-0.0163,0.7371,2.6397,0.0172
ratio_of_classes_to_features,540.0,-0.0001,1.0013,-1.6141,-0.752,-0.0167,0.7279,2.2153,0.2349
ratio_of_instances_to_classes,540.0,-0.0147,1.0006,-2.4451,-0.736,-0.0606,0.7192,2.1409,0.0131
ratio_of_min_to_max_instances_per_class,540.0,0.5179,0.3924,0.0028,0.0977,0.533,0.9222,1.0,-0.0402
proportion_of_features_with_outliers,540.0,0.4706,0.3913,0.0,0.0417,0.4444,0.8889,1.0,0.1156
average_mutual_information,540.0,-0.0018,1.0006,-1.5918,-0.8569,-0.1202,0.7099,1.9927,0.4059
minimum_mutual_information,540.0,-0.0022,0.9999,-0.7436,-0.7436,-0.6583,0.5982,2.1149,1.0701
maximum_mutual_information,540.0,-0.0037,0.9998,-1.7121,-0.8667,-0.1411,0.9654,1.7994,0.257
equivalent_number_of_features,540.0,-0.0017,1.0005,-1.4572,-0.8502,-0.1816,0.6619,2.0649,0.5621
noise_to_signal_ratio_of_features,540.0,0.0042,1.0003,-1.7031,-0.9271,0.0833,0.7275,2.2904,0.2256
avg_learning_slope,540.0,-0.0015,1.0022,-2.0202,-0.7851,0.0452,0.9451,1.9811,-0.2214
std_learning_slope,540.0,-0.0058,1.0003,-1.786,-0.8249,-0.1175,0.8195,2.2938,0.247
avg_validation_gap,540.0,0.0064,1.0046,-2.0907,-0.8776,-0.2539,0.9284,1.9542,0.4259
std_validation_gap,540.0,0.0135,1.0031,-1.5178,-0.8673,-0.0816,0.7207,2.0755,0.3612
avg_first_overfit_epoch,540.0,-0.0024,1.0178,-3.4533,-0.6468,-0.0699,0.6646,2.3264,0.0119
std_first_overfit_epoch,540.0,-0.0111,1.0123,-3.6767,-0.5979,-0.134,0.4128,2.4316,-0.0775
avg_first_stay_epoch,540.0,0.0011,1.0063,-1.4854,-0.8535,-0.0046,0.8451,2.2066,0.0958
std_first_stay_epoch,540.0,-0.0099,1.0094,-1.7436,-0.6332,-0.0431,0.7395,2.5402,0.0403
avg_percentage_weights_near_zero,540.0,0.0088,1.0011,-2.048,-0.7501,0.091,0.7857,1.8557,-0.071
std_percentage_weights_near_zero,540.0,-0.0067,1.0049,-2.2096,-0.7706,-0.0636,0.7252,2.3665,0.1447
avg_avg_weights,540.0,-0.0096,0.9995,-1.6231,-0.7973,-0.1385,0.7393,2.2074,0.2399
std_avg_weights,540.0,-0.0082,0.9997,-1.2805,-0.8863,-0.3269,0.7479,1.9524,0.5621
