phone number,international plan,number vmail messages,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total night charge,total intl charge,target
0.23936942639340741,0,1.2731451272966834,0.5028237579830703,-0.06403164963806283,-0.060077137581151324,0.876998818941238,-0.4469278246655676,0.8762863843740031,-0.09550880148030481,1
-0.13752483687146563,0,1.3469728972503323,1.1584221024939234,-0.10162098347161445,0.1416932657140668,1.0689915874362728,0.15437429839331762,1.069817580540664,1.2459823143170061,1
-0.6121067676369767,0,-0.5725491215445375,0.7045463255248713,-1.5715617749626025,0.4947914714806985,-0.7480121391455997,0.2044828086482247,-0.7467366016600406,0.6959709568401085,1
0.007274613537281557,1,-0.5725491215445375,-1.463971275549489,-2.7447446677676575,-0.6149457466430012,-0.06910987529202417,-0.5471448451753818,-0.06937741507672726,-1.3296806280138311,1
-1.624317279824439,1,-0.5725491215445375,0.6541156836394211,-1.0354191713366834,1.1001026813663528,-0.26704056446216273,1.0563274829816454,-0.26730704751990303,-0.05526406800638574,1
0.5927077982042259,1,-0.5725491215445375,-0.10234394464233247,0.3949539003295133,0.04080806406645774,0.06944160712707285,0.9060019522169241,0.07137254577175364,-1.4369999172776162,1
-0.6813888013253725,0,1.1993173573430345,-0.6066503634968349,2.925309583124902,0.39390626983308946,0.2416413067050932,0.9060019522169241,0.24291156055583982,-0.9943078490645036,1
-1.6513372729629134,1,-0.5725491215445375,-1.060526140465887,-1.9296496393769618,-0.312290141700174,0.22580685157148245,-0.1963852733910321,0.22531781544977933,-1.1418718718022078,1
-1.4372557888657704,0,-0.5725491215445375,-0.15277458652778272,2.9866395488533284,-1.0184865532334375,0.3049791272395379,-0.49703633492047467,0.3044896684270504,-0.5650306920093637,1
-1.6187747171293674,1,2.1590783667404696,-0.8083729310386357,0.42265130420686714,0.545234072304503,2.49409254946127,-0.14627676313612498,2.4949109341315316,0.33376835557483453,1
-1.6624223983530566,0,-0.5725491215445375,1.8644510888902266,0.5512463936374381,-0.8671587507620239,0.16642764482044087,0.5552423804325745,0.16813814385508444,0.8837797130517322,2
-1.0970810034557472,0,-0.5725491215445375,1.3601446700357243,-0.736682886659511,2.4116103027852707,-0.08692363731733675,-0.2966022939008463,-0.08697116018278699,-0.41746666927165976,1
-0.4472155274585948,0,-0.5725491215445375,-0.20320522841323294,-1.8940386915346497,-1.472469960647678,-1.1735631208613977,1.407087054765995,-1.1733849204819982,0.33376835557483453,1
0.6994021300843554,0,-0.5725491215445375,-0.6066503634968349,0.9291181179641926,-1.27069955735246,-0.1601579923102878,0.7556764214522028,-0.16174457688354235,0.7362156903140276,1
-0.3010304363760797,0,-0.5725491215445375,-1.514401917434939,2.1082361687429665,-1.2202569565286556,0.051627845101760265,-0.04605974262631079,0.05377880066569392,1.0313437357894362,1
-0.8532082448725941,0,-0.5725491215445375,-1.6656938430912898,2.3179450838143594,-0.16096233922876038,-0.7875982769796275,1.407087054765995,-0.7863225281486758,-1.7589577850689708,2
-0.8878492617167919,0,1.420800667203981,1.9653123726611272,1.5879206530469636,-0.5140605449953921,-2.198844090762716,-1.2486639887440811,-2.1982205729099986,1.2862270477909252,1
0.38278323612838666,0,-0.5725491215445375,0.7045463255248713,0.3474726365397639,0.545234072304503,-1.401183413407057,1.0563274829816454,-1.4021036068607793,-0.7796692705369337,1
-0.6716893166089971,0,1.8637672869258741,-1.71612448497674,0.24063979301282848,-1.7751255655905054,-0.6866536255028569,0.40491684966785313,-0.6851584937888304,-0.09550880148030481,1
-0.0869489522789367,0,-0.5725491215445375,-0.5057890797259343,-0.8138399403178537,-0.6149457466430012,-0.15026145785178088,-1.2987724989989884,-0.14854926805399757,0.9910990023155166,1
0.7666057027620993,0,-0.5725491215445375,0.855838251181222,0.7728256246562678,-0.3627327425239785,0.16642764482044087,1.6576296060405307,0.16813814385508444,0.11912977704726455,1
0.6599113708819698,0,-0.5725491215445375,-0.5562197216113846,-0.60808779722894,1.0496600805425484,0.18226209995405163,-1.7998576015480592,0.18133345268462925,-1.6516384958051857,2
-0.6107211269632088,0,-0.5725491215445375,0.6036850417539709,-2.5271222087313068,-0.060077137581151324,-0.36798521593893335,-1.0983384579793598,-0.36847108187974875,-0.2699026465339557,1
-0.9100195124970786,0,-0.5725491215445375,0.1498092647849187,-1.2530416303730343,0.09125066489026228,-0.21359927838622556,0.2545913189031318,-0.2145258122017231,-0.9272332932746378,1
-1.1462712473745083,0,-0.5725491215445375,-0.7075116472677353,0.8816368541744433,-1.4220273598238737,0.7245921882802315,0.7556764214522028,0.7267395509724923,0.011810487783479573,1
