model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.22551928783382788, 0.22551928783382788, 0.2166172106824926, 0.21364985163204747, 0.21068249258160238, 0.21597633136094674, 0.21005917159763313, 0.22485207100591717, 0.22781065088757396, 0.21597633136094674]",0.22962962962962963,Models\DecisionTrees\20260414_Apr\baseline.pkl,"[77.44807121661721, 77.44807121661721, 78.33827893175074, 78.63501483679525, 78.93175074183976, 78.40236686390533, 78.99408284023669, 77.51479289940828, 77.2189349112426, 78.40236686390533]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,293.0,0.0,82.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Decision tree,batch normalisation,"[0.21364985163204747, 0.20178041543026706, 0.2166172106824926, 0.18991097922848665, 0.2195845697329377, 0.20414201183431951, 0.21301775147928995, 0.21597633136094674, 0.21893491124260356, 0.21005917159763313]",0.5777777777777777,Models\DecisionTrees\20260414_Apr\batch_normalisation.pkl,"[78.63501483679525, 79.82195845697329, 78.33827893175074, 81.00890207715133, 78.04154302670622, 79.58579881656804, 78.69822485207101, 78.40236686390533, 78.10650887573965, 71.30177514792899]","[0.49691738594328, 0.46278317152103565, 0.416793893129771, 0.5206718346253231, 0.4546632124352332, 0.5263803680981595, 0.4938725490196079, 0.4631043256997456, 0.4838709677419355, 0.0]",25.0,272.0,18.0,60.0,42.22222222222222,0.06951871657754011,3.0,54.0,42.0,36.0
Decision tree,dropout,"[0.1543026706231454, 0.1572700296735905, 0.1661721068249258, 0.1513353115727003, 0.1572700296735905, 0.15088757396449703, 0.15384615384615385, 0.16568047337278108, 0.16568047337278108, 0.17751479289940827]",0.22962962962962963,Models\DecisionTrees\20260414_Apr\dropout.pkl,"[84.56973293768546, 84.27299703264094, 83.38278931750742, 84.86646884272997, 84.27299703264094, 84.91124260355029, 84.61538461538461, 83.4319526627219, 83.4319526627219, 82.24852071005917]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,315.0,0.0,60.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Decision tree,layer normalisation,"[0.13056379821958458, 0.09495548961424333, 0.11869436201780416, 0.11572700296735905, 0.12462908011869436, 0.13313609467455623, 0.12721893491124261, 0.11834319526627218, 0.1390532544378698, 0.12721893491124261]",0.5185185185185185,Models\DecisionTrees\20260414_Apr\layer_normalisation.pkl,"[84.56973293768546, 90.50445103857567, 87.24035608308606, 88.4272997032641, 84.56973293768546, 84.91124260355029, 87.27810650887574, 88.16568047337277, 85.20710059171599, 87.27810650887574]","[0.7113543091655267, 0.7695560253699789, 0.7316753926701572, 0.7556346381969158, 0.7243401759530792, 0.7148676171079431, 0.7382716049382717, 0.7482014388489209, 0.7050264550264551, 0.7316582914572864]",63.0,269.0,20.0,23.0,48.148148148148145,0.4955156950672646,34.0,31.0,34.0,36.0
Decision tree,prune,"[0.2314540059347181, 0.22551928783382788, 0.22255192878338279, 0.2403560830860534, 0.22551928783382788, 0.22781065088757396, 0.23372781065088757, 0.22781065088757396, 0.22189349112426035, 0.22485207100591717]",0.4,Models\DecisionTrees\20260414_Apr\prune.pkl,"[76.8545994065282, 72.99703264094956, 73.29376854599407, 75.96439169139467, 77.44807121661721, 77.2189349112426, 76.62721893491124, 77.2189349112426, 77.81065088757396, 77.51479289940828]","[0.6630872483221477, 0.6361957525392429, 0.6399270738377394, 0.6206896551724138, 0.665283540802213, 0.6214634146341463, 0.6179372197309417, 0.6295964125560539, 0.6399270738377394, 0.6551475881929446]",76.0,217.0,34.0,48.0,60.0,0.40123456790123463,15.0,66.0,15.0,39.0
Decision tree,weight normalisation,"[0.3353115727002967, 0.3086053412462908, 0.32344213649851633, 0.3056379821958457, 0.314540059347181, 0.3224852071005917, 0.3254437869822485, 0.3136094674556213, 0.3076923076923077, 0.3254437869822485]",0.4,Models\DecisionTrees\20260414_Apr\weight_normalisation.pkl,"[66.46884272997032, 69.13946587537092, 67.65578635014838, 69.43620178041543, 61.42433234421365, 67.75147928994083, 67.45562130177515, 61.834319526627226, 69.23076923076923, 67.45562130177515]","[0.39086859688195996, 0.39828431372549017, 0.4112994350282486, 0.5248447204968945, 0.4057803468208093, 0.5043547110055424, 0.3939393939393939, 0.41294117647058826, 0.4052757793764987, 0.5016077170418007]",43.0,220.0,24.0,88.0,60.0,0.28824833702882485,10.0,71.0,21.0,33.0
Decision tree,weight decay,"[0.24925816023738873, 0.2433234421364985, 0.22255192878338279, 0.26112759643916916, 0.2433234421364985, 0.2514792899408284, 0.2692307692307692, 0.23964497041420119, 0.2514792899408284, 0.2485207100591716]",0.3592592592592593,Models\DecisionTrees\20260414_Apr\weight_decay.pkl,"[75.07418397626114, 75.66765578635015, 77.74480712166172, 73.88724035608308, 75.66765578635015, 74.85207100591717, 73.07692307692307, 76.03550295857988, 74.85207100591717, 75.14792899408283]","[0.649536045681656, 0.654421768707483, 0.6679841897233202, 0.5979557069846678, 0.6588151320485368, 0.6504169339320078, 0.6141732283464567, 0.6614321608040201, 0.642644431209053, 0.6359712230215827]",54.0,226.0,16.0,79.0,61.48148148148148,0.17567567567567569,4.0,85.0,12.0,34.0
Decision tree,weight perturbation,"[0.005934718100890208, 0.005934718100890208, 0.005934718100890208, 0.002967359050445104, 0.005934718100890208, 0.005917159763313609, 0.0029585798816568047, 0.005917159763313609, 0.005917159763313609, 0.0029585798816568047]",0.43703703703703706,Models\DecisionTrees\20260414_Apr\weight_perturbation.pkl,"[99.10979228486647, 99.10979228486647, 99.10979228486647, 99.70326409495549, 99.10979228486647, 99.11242603550295, 99.70414201183432, 99.11242603550295, 99.11242603550295, 99.40828402366864]","[0.9917525773195877, 0.9918616480162767, 0.9920713577799803, 0.9954285714285714, 0.9918616480162767, 0.9919678714859439, 0.9961685823754791, 0.9915254237288137, 0.9912854030501091, 0.9958027282266528]",82.0,291.0,0.0,2.0,56.2962962962963,0.18495934959349594,7.0,69.0,33.0,26.0
KNN,baseline,"[0.2344213649851632, 0.1943620178041543, 0.20771513353115728, 0.22255192878338279, 0.20919881305637983, 0.20266272189349113, 0.21449704142011833, 0.1952662721893491, 0.20857988165680474, 0.21301775147928995]",0.3222222222222222,Models\KNN\20260414_Apr\baseline.pkl,"[70.02967359050444, 74.1839762611276, 72.70029673590504, 72.40356083086054, 71.51335311572701, 74.85207100591717, 71.89349112426035, 74.55621301775149, 71.89349112426035, 71.89349112426035]","[0.25096525096525096, 0.3102625298329356, 0.19948849104859334, 0.2689655172413793, 0.20155038759689922, 0.20365535248041777, 0.2838427947598253, 0.3550420168067227, 0.24644549763033177, 0.1683937823834197]",8.0,285.0,8.0,74.0,61.48148148148148,0.07303370786516855,1.0,99.0,5.0,30.0
KNN,batch normalisation,"[0.18100890207715134, 0.17062314540059348, 0.16913946587537093, 0.17655786350148367, 0.17062314540059348, 0.15976331360946747, 0.1834319526627219, 0.1834319526627219, 0.17751479289940827, 0.17455621301775148]",0.32592592592592595,Models\KNN\20260414_Apr\batch_normalisation.pkl,"[74.1839762611276, 77.1513353115727, 76.8545994065282, 76.8545994065282, 78.63501483679525, 78.69822485207101, 76.03550295857988, 75.14792899408283, 76.03550295857988, 77.51479289940828]","[0.5562599049128368, 0.5297113752122241, 0.5443886097152428, 0.5764525993883792, 0.5759493670886077, 0.5690235690235691, 0.5958333333333334, 0.5371900826446281, 0.5518867924528302, 0.5527210884353742]",29.0,281.0,9.0,56.0,64.44444444444444,0.28616352201257866,7.0,85.0,11.0,32.0
