battery_power,blue,clock_speed,fc,int_memory,m_dep,mobile_wt,target,pc,px_height,px_width,sc_w,talk_time,touch_screen,wifi
-0.4550414556928833,1,0.3310488682522313,2.1893625994052113,-1.51966913062553,-1.4234685369497717,1.5052570819824234,3,0.9941964696833484,-0.9386151495316619,0.3782805108335651,0.32008467822126146,-1.6508062361675369,1,0
-0.9172935869581271,1,-1.2538892439300688,-0.0921740819257717,1.5657670159100803,1.0247574479761257,1.4484517125470808,5,0.33553376134126367,0.2428549697897111,-0.8987743063034415,-1.2996209224164466,-0.7373118051160352,0,0
1.293278486320217,1,1.550232031469385,-0.7766350863250666,-0.3075335016293974,1.374504017251254,1.3064382889587247,3,-0.9817916553429059,1.4334133207981716,0.2724345259897772,1.0142442213517078,-0.18921514648513424,1,1
0.6960121186953228,0,-1.2538892439300688,3.1019772719376046,-0.4177276497199549,-0.024482259849258996,-1.2498033356316873,8,1.6528591780254331,-0.7818431529294029,1.160620398809389,-1.2996209224164466,-0.7373118051160352,1,0
0.4397139073007321,0,-0.15662439703463046,1.5049015950059164,0.9046021273667352,-0.024482259849258996,-0.9089711190196325,6,1.3235278238543908,0.24967114355502673,-1.0069212908177465,0.5514711925980769,-0.7373118051160352,0,1
0.5083652139242831,1,1.6721503477911004,0.1359795862073266,0.9596992014120139,1.0247574479761257,1.6472705055707795,8,-0.1584632699152999,-0.1592992823639101,-0.7100923333210369,0.32008467822126146,-1.4681073499572366,1,1
1.0896129433370154,0,1.0625587661825235,-0.7766350863250666,0.7944079792761777,1.724250586526382,0.4543577474285873,2,-1.146457332428427,1.462950073781206,0.2908425233539142,-0.8368478936628158,-0.18921514648513424,0,0
-0.9356006020577406,0,1.0625587661825235,-1.0047887544581648,1.620864089955359,1.0247574479761257,-0.8237630648666187,1,-1.3111230095139483,1.5288397535125902,1.4551483566355814,-0.8368478936628158,1.2723759431972685,1,1
-0.2994318273461676,1,1.6721503477911004,1.04859425873972,-0.4177276497199549,0.3252643094258691,-1.1077899120433312,5,1.4881935009399119,-0.18883603534694443,-0.8550553125636161,0.7828577069748923,-0.18921514648513424,1,0
0.6365143196215785,0,-1.2538892439300688,-0.7766350863250666,-0.4177276497199549,-0.024482259849258996,0.8803980181936559,3,1.6528591780254331,-1.3339532279199675,-0.5490223563848379,-1.2996209224164466,-1.102709577536636,0,1
0.5907467818725445,0,0.8187221335390931,-0.5484814181919683,1.2351845716384078,0.3252643094258691,-1.7042462911144274,7,-0.6524603011718635,-0.30925510520085364,0.2034045358742633,0.32008467822126146,1.637773715617869,1,0
0.23147161054262724,0,1.6721503477911004,-0.5484814181919683,0.07814601668755387,1.0247574479761257,0.8803980181936559,3,-0.6524603011718635,-0.9181666282357152,0.9742394254975015,0.5514711925980769,-0.5546129189057349,1,1
-0.7822793505984766,1,-0.15662439703463046,-1.0047887544581648,-0.14224227949356114,1.724250586526382,-1.5054274980907285,2,-1.146457332428427,0.43143577729677646,1.4850613523523042,-0.8368478936628158,1.637773715617869,0,0
-0.11865005323748314,1,0.8187221335390931,0.1359795862073266,-0.7483100939916274,1.374504017251254,0.5111631168639298,5,0.8295307925978272,-0.93634309160989,1.3999243645431705,-1.2996209224164466,0.9069781707766678,1,0
