fixed acidity,chlorides,density,pH,sulphates,target
-0.5244309620226647,-0.24562280114914908,0.5840033590895148,1.2918721636398425,-0.5785613430756232,3
-0.2940627430687092,0.20009402992376119,0.04873718632654597,-0.7083954824325219,0.12482156902198069,3
-0.2940627430687092,0.07853489417660377,0.15579042087912787,-0.32124690577335663,-0.051024159002420445,3
1.6640671180399145,-0.26588265710700865,0.6910565936420968,-0.966494533538634,-0.4613308577260231,4
-0.5244309620226647,-0.26588265710700865,0.5840033590895148,1.2918721636398425,-0.5785613430756232,3
-0.23647068833021995,-0.3874417928541658,-0.16536928277867724,-0.06314785466724451,-1.1647137698236267,3
-0.5820230167611539,-0.4684812166856041,-1.1288483937519738,0.5175750103215091,-1.1060985271488266,5
-0.2940627430687092,-0.3064023690227278,0.04873718632654597,0.32400072199192365,-0.5199461004008235,5
-0.46683890728417593,-0.34692208093844695,0.5840033590895148,0.259475959215397,0.8282044811195846,3
-0.9275753451920874,0.17983417396589965,-0.43300236916013196,-0.19219738022030056,-0.6957918284252239,3
-1.561087947315466,0.01775532630302505,-1.289428245580906,1.74354550307554,-0.8130223137748247,3
-0.2940627430687092,0.524251725249514,0.36989688998429165,-0.32124690577335663,5.282962924404409,3
0.3394498590546695,1.7803627946368061,1.0122162972999018,-0.966494533538634,1.297126422517987,3
0.3394498590546695,1.658803658889649,1.0122162972999018,-0.9019697707621074,1.590202635891989,3
0.10908164010071351,0.07853489417660377,0.10226380360283692,-0.06314785466724451,0.5351282677455826,5
-0.12128657885324247,5.670255138545841,0.04873718632654597,-1.2891183474212755,3.64173612951,3
-0.5244309620226647,-0.043024241570553665,0.36989688998429165,0.4530502475449797,-0.9302527991244255,2
-0.23647068833021995,5.123239027683633,0.10226380360283692,-1.7407916868569702,2.469431276013994,4
0.3394498590546695,-0.22536294519128952,0.04873718632654597,0.5175750103215091,-0.7544070711000244,4
-0.40924685254568716,-0.12406366540199364,0.7981098281946787,1.356396926416372,-0.051024159002420445,3
-0.23647068833021995,0.36217287758663746,-0.05831604822603592,-0.9019697707621074,1.472972150542388,3
0.10908164010071351,-0.08354395348627253,0.04873718632654597,-0.9019697707621074,-0.7544070711000244,3
-0.8123912357151094,-0.06328409752841295,0.04873718632654597,0.7756740614276212,-0.1682546443520212,4
-1.1579435641460434,-0.1645833773177108,-0.6471088382652957,0.19495119643886757,-0.5785613430756232,3
-0.40924685254568716,-0.1645833773177108,-0.27242251733125916,-0.19219738022030056,-0.4027156150512227,3
-0.6972071262381319,-0.1645833773177108,0.2628436554317098,1.0337731125337333,-0.6371765857504236,3
-0.2940627430687092,-0.12406366540199364,-0.16536928277867724,0.4530502475449797,-0.4027156150512227,4
-0.9275753451920874,0.01775532630302505,-0.48652898643642295,0.259475959215397,-0.6957918284252239,3
-0.8123912357151094,0.3419130216287779,-0.05831604822603592,0.9692483497572039,-0.5199461004008235,4
-0.0061024693762639646,-0.10380380944413209,-0.05831604822603592,-0.9019697707621074,0.007591083672379936,3
-0.8123912357151094,-0.3064023690227278,1.3869026182339386,0.9047235869806772,-0.8130223137748247,4
-1.7914561662694215,0.3013933097130588,-0.5400556037127139,0.4530502475449797,-0.6371765857504236,3
-0.2940627430687092,-0.043024241570553665,1.0122162972999018,0.5820997730980357,-0.6371765857504236,4
-0.2940627430687092,-0.043024241570553665,0.42342350726064204,0.7111492986510918,-0.3441003723764223,4
-0.12128657885324247,-0.4482213607277445,0.04873718632654597,-0.5148211941029393,0.4178977823959819,5
-1.5034958925769768,1.6993233708053677,-1.4500080974097789,1.2273474008633158,-1.0474832844740263,2
-0.5820230167611539,-0.2861425130648682,0.5840033590895148,0.130426433662341,1.0040502091439851,3
0.28185780431618074,-0.0025045296548345205,0.476950124536933,-0.32124690577335663,-0.871637556449625,2
-0.46683890728417593,4.9409003240628975,0.04873718632654597,-0.6438707196559953,1.4143569078675877,4
-0.12128657885324247,-0.3874417928541658,0.04873718632654597,-0.06314785466724451,3.172814188111597,3
-0.8699832904535987,-0.7723790560534973,-0.27242251733125916,1.09829787531026,-0.8130223137748247,3
-2.1370084947003556,-0.6913396322220592,-1.771167801067584,3.808337911924434,-0.5785613430756232,2
-0.35165479780719794,0.524251725249514,0.15579042087912787,-0.3857716685498832,0.4178977823959819,3
0.224265749577691,0.5039918692916545,0.10226380360283692,-0.3857716685498832,-0.4613308577260231,3
-1.100351509407554,-0.4482213607277445,-0.48652898643642295,0.19495119643886757,-0.5785613430756232,3
-1.561087947315466,-0.2861425130648682,-0.7006354555416462,0.06590167088581153,-0.4613308577260231,3
0.28185780431618074,-0.2861425130648682,0.20931703815541883,-1.0310192963151634,0.4765130250707823,3
-0.9851673999305766,-0.3874417928541658,-0.5935822209890048,0.5820997730980357,-0.1682546443520212,4
-0.9851673999305766,-0.40770164881202536,-0.6471088382652957,0.5175750103215091,-0.10963940167722082,4
0.16667369483920225,-0.14432352135985124,0.15579042087912787,-0.7083954824325219,-0.5785613430756232,3
-0.40924685254568716,0.44321230141807577,-0.6471088382652957,-0.9019697707621074,-0.1682546443520212,4
-0.35165479780719794,-0.08354395348627253,0.5840033590895148,0.19495119643886757,-0.7544070711000244,3
1.088146570655025,-0.36718193689630624,0.20931703815541883,-1.7407916868569702,-0.1682546443520212,3
-0.46683890728417593,0.46347215737593533,0.8516364454709696,-0.32124690577335663,0.6523587530951834,3
-0.2940627430687092,-0.24562280114914908,0.42342350726064204,0.7756740614276212,-0.4027156150512227,3
-0.5820230167611539,-0.2861425130648682,-0.27242251733125916,0.6466245358745651,-0.6957918284252239,4
0.28185780431618074,-0.18484323327557037,0.6910565936420968,0.8401988242041478,-0.10963940167722082,3
-0.35165479780719794,0.5445115812073736,0.04873718632654597,-0.6438707196559953,0.3006672970463812,3
-0.46683890728417593,-0.06328409752841295,0.04873718632654597,0.4530502475449797,-0.22686988702682157,5
-0.7547991809766207,-0.14432352135985124,-0.05831604822603592,0.5175750103215091,-0.5199461004008235,3
-0.6396150714996427,-0.043024241570553665,-0.27242251733125916,0.6466245358745651,-1.5750204685472289,3
-0.46683890728417593,-0.18484323327557037,0.04873718632654597,0.7111492986510918,-0.4613308577260231,3
-0.9851673999305766,-0.24562280114914908,-0.27242251733125916,0.8401988242041478,-0.4613308577260231,3
0.5698180780086255,-0.2861425130648682,0.10226380360283692,-0.19219738022030056,0.7695892384447842,3
-0.1788786335917312,-0.2861425130648682,-0.27242251733125916,0.19495119643886757,1.707433121241589,4
-0.35165479780719794,-0.24562280114914908,-0.004789430949744973,0.06590167088581153,-0.6957918284252239,4
-0.35165479780719794,-0.0025045296548345205,-0.27242251733125916,0.06590167088581153,-1.0474832844740263,3
-0.35165479780719794,-0.08354395348627253,-0.3259491346075501,0.0013769081092849425,-1.0474832844740263,3
-0.0061024693762639646,-0.08354395348627253,0.476950124536933,0.0013769081092849425,-0.7544070711000244,2
0.8001862969625804,0.1190546060923229,0.9051630627472605,-0.19219738022030056,0.9454349664691847,3
0.28185780431618074,0.09879475013446333,1.0122162972999018,1.485446451969428,0.007591083672379936,3
-0.8699832904535987,0.32165316567091834,-0.05831604822603592,1.356396926416372,-0.6371765857504236,4
-0.9275753451920874,-0.043024241570553665,-0.48652898643642295,0.4530502475449797,-0.8130223137748247,3
-0.0061024693762639646,-0.1645833773177108,0.2628436554317098,-0.966494533538634,2.7038922467131954,2
-1.215535618884532,-0.3874417928541658,-0.48652898643642295,0.6466245358745651,-0.5785613430756232,3
-0.2940627430687092,7.615201310500356,0.36989688998429165,-1.1600688218682194,3.64173612951,3
-0.5244309620226647,-0.043024241570553665,0.15579042087912787,0.32400072199192365,-0.5199461004008235,3
-0.5820230167611539,6.338830385155206,0.10226380360283692,-0.966494533538634,2.8211227320627947,3
-1.1579435641460434,-0.3874417928541658,-0.43300236916013196,0.8401988242041478,0.7109739957699838,4
-0.8123912357151094,-0.24562280114914908,-0.3259491346075501,0.6466245358745651,-0.4027156150512227,3
0.16667369483920225,0.44321230141807577,0.2628436554317098,-2.450564077398777,7.568957388721621,4
-0.35165479780719794,-0.5292607845591828,-0.05831604822603592,0.5175750103215091,-0.10963940167722082,3
0.5698180780086255,0.382432733544497,0.5840033590895148,-1.09554405909169,3.290044673461198,3
-0.7547991809766207,-0.24562280114914908,0.5840033590895148,1.09829787531026,-0.7544070711000244,3
-0.23647068833021995,-0.18484323327557037,-0.16536928277867724,-0.5148211941029393,-0.6957918284252239,3
0.16667369483920225,0.44321230141807577,0.2628436554317098,-2.450564077398777,7.744803116746023,3
-1.9066402757463996,-0.8736783358427952,-1.5570613319623607,2.840466470276515,-1.0474832844740263,2
