fixed acidity,volatile acidity,residual sugar,density,pH,sulphates,alcohol,target
-0.5244309620226647,0.9320001518998713,-0.4611570659989154,0.5840033590895148,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,3
-0.2940627430687092,1.9158004330673288,0.056664837783860986,0.04873718632654597,-0.7083954824325219,0.12482156902198069,-0.5845748022720374,3
-0.2940627430687092,1.2599335789556907,-0.16525883526590046,0.15579042087912787,-0.32124690577335663,-0.051024159002420445,-0.5845748022720374,3
1.6640671180399145,-1.3635338374908619,-0.4611570659989154,0.6910565936420968,-0.966494533538634,-0.4613308577260231,-0.5845748022720374,4
-0.5244309620226647,0.7133778671959924,-0.535131623682169,0.5840033590895148,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,3
-0.23647068833021995,0.385444440140173,-0.6830807390486765,-0.16536928277867724,-0.06314785466724451,-1.1647137698236267,-0.9543742892850674,3
-0.5820230167611539,0.6587222960200224,-0.9789789697816916,-1.1288483937519738,0.5175750103215091,-1.1060985271488266,-0.39967505876552323,5
-0.2940627430687092,0.27613329778823315,-0.3871825083156616,0.04873718632654597,0.32400072199192365,-0.5199461004008235,-0.8619244175318104,5
-0.46683890728417593,-0.1611112716195254,2.645774356697742,0.5840033590895148,0.259475959215397,0.8282044811195846,0.06257430000076386,3
-0.9275753451920874,0.27613329778823315,-0.535131623682169,-0.43300236916013196,-0.19219738022030056,-0.6957918284252239,-1.1392740327915833,3
-1.561087947315466,0.46742779690412783,-0.6830807390486765,-1.289428245580906,1.74354550307554,-0.8130223137748247,-0.4921249305187803,3
-0.2940627430687092,0.44010001131614285,-0.6830807390486765,0.36989688998429165,-0.32124690577335663,5.282962924404409,-1.2317239045448403,3
0.3394498590546695,0.49475558249211277,0.9443595299829058,1.0122162972999018,-0.966494533538634,1.297126422517987,-1.1392740327915833,3
0.3394498590546695,0.49475558249211277,1.0183340876661597,1.0122162972999018,-0.9019697707621074,1.590202635891989,-1.1392740327915833,3
0.10908164010071351,-1.3635338374908619,-0.535131623682169,0.10226380360283692,-0.06314785466724451,0.5351282677455826,0.06257430000076386,5
-0.12128657885324247,0.16682215543629397,-0.6091061813654229,0.04873718632654597,-1.2891183474212755,3.64173612951,-1.0468241610383244,3
-0.5244309620226647,0.33078886896420306,1.3882068760824287,0.36989688998429165,0.4530502475449797,-0.9302527991244255,-1.3241737762980974,2
-0.23647068833021995,-1.1449115527869826,-0.535131623682169,0.10226380360283692,-1.7407916868569702,2.469431276013994,-1.1392740327915833,4
0.3394498590546695,-1.6914672645466813,-0.535131623682169,0.04873718632654597,0.5175750103215091,-0.7544070711000244,-0.9543742892850674,4
-0.40924685254568716,-0.7623225545551937,-0.16525883526590046,0.7981098281946787,1.356396926416372,-0.051024159002420445,-0.6770246740252962,3
-0.23647068833021995,-0.5437002698513144,-0.6830807390486765,-0.05831604822603592,-0.9019697707621074,1.472972150542388,-0.8619244175318104,3
0.10908164010071351,-0.2157668427954953,-0.16525883526590046,0.04873718632654597,-0.9019697707621074,-0.7544070711000244,-0.9543742892850674,3
-0.8123912357151094,-0.7076669833792237,-0.09128427758264665,0.04873718632654597,0.7756740614276212,-0.1682546443520212,-0.6770246740252962,4
-1.1579435641460434,-0.7623225545551937,-0.8310298544151842,-0.6471088382652957,0.19495119643886757,-0.5785613430756232,-1.0468241610383244,3
-0.40924685254568716,-0.6530114122032542,-0.535131623682169,-0.27242251733125916,-0.19219738022030056,-0.4027156150512227,-0.8619244175318104,3
-0.6972071262381319,0.9866557230758413,-0.4611570659989154,0.2628436554317098,1.0337731125337333,-0.6371765857504236,-0.9543742892850674,3
-0.2940627430687092,0.6313945104320375,-0.3871825083156616,-0.16536928277867724,0.4530502475449797,-0.4027156150512227,-0.5845748022720374,4
-0.9275753451920874,0.7953612239599472,-0.09128427758264665,-0.48652898643642295,0.259475959215397,-0.6957918284252239,-0.30722518701226614,3
-0.8123912357151094,0.8500167951359171,-0.017309719899392832,-0.05831604822603592,0.9692483497572039,-0.5199461004008235,0.15502417175402095,4
-0.0061024693762639646,0.6860500816080074,-0.16525883526590046,-0.05831604822603592,-0.9019697707621074,0.007591083672379936,-0.5845748022720374,3
-0.8123912357151094,0.4127722257281579,6.0486040101274146,1.3869026182339386,0.9047235869806772,-0.8130223137748247,-0.9543742892850674,4
