fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,pH,sulphates,alcohol,target
-0.5244309620226647,0.9320001518998713,-0.4611570659989154,-0.24562280114914908,-0.46855351735712547,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,3
-0.2940627430687092,1.9158004330673288,0.056664837783860986,0.20009402992376119,0.8720027565130501,-0.7083954824325219,0.12482156902198069,-0.5845748022720374,3
-0.2940627430687092,1.2599335789556907,-0.16525883526590046,0.07853489417660377,-0.08553743910850388,-0.32124690577335663,-0.051024159002420445,-0.5845748022720374,3
1.6640671180399145,-1.3635338374908619,-0.4611570659989154,-0.26588265710700865,0.10597060001580692,-0.966494533538634,-0.4613308577260231,-0.5845748022720374,4
-0.5244309620226647,0.7133778671959924,-0.535131623682169,-0.26588265710700865,-0.27704547823281467,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,3
-0.23647068833021995,0.385444440140173,-0.6830807390486765,-0.3874417928541658,-0.08553743910850388,-0.06314785466724451,-1.1647137698236267,-0.9543742892850674,3
-0.5820230167611539,0.6587222960200224,-0.9789789697816916,-0.4684812166856041,-0.08553743910850388,0.5175750103215091,-1.1060985271488266,-0.39967505876552323,5
-0.2940627430687092,0.27613329778823315,-0.3871825083156616,-0.3064023690227278,-0.6600615564814363,0.32400072199192365,-0.5199461004008235,-0.8619244175318104,5
-0.46683890728417593,-0.1611112716195254,2.645774356697742,-0.34692208093844695,0.10597060001580692,0.259475959215397,0.8282044811195846,0.06257430000076386,3
-0.9275753451920874,0.27613329778823315,-0.535131623682169,0.17983417396589965,-0.08553743910850388,-0.19219738022030056,-0.6957918284252239,-1.1392740327915833,3
-1.561087947315466,0.46742779690412783,-0.6830807390486765,0.01775532630302505,0.010216580453651524,1.74354550307554,-0.8130223137748247,-0.4921249305187803,3
-0.2940627430687092,0.44010001131614285,-0.6830807390486765,0.524251725249514,-0.6600615564814363,-0.32124690577335663,5.282962924404409,-1.2317239045448403,3
0.3394498590546695,0.49475558249211277,0.9443595299829058,1.7803627946368061,3.4573612846912463,-0.966494533538634,1.297126422517987,-1.1392740327915833,3
0.3394498590546695,0.49475558249211277,1.0183340876661597,1.658803658889649,3.361607265129091,-0.9019697707621074,1.590202635891989,-1.1392740327915833,3
0.10908164010071351,-1.3635338374908619,-0.535131623682169,0.07853489417660377,1.8295429521346043,-0.06314785466724451,0.5351282677455826,0.06257430000076386,5
-0.12128657885324247,0.16682215543629397,-0.6091061813654229,5.670255138545841,0.010216580453651524,-1.2891183474212755,3.64173612951,-1.0468241610383244,3
-0.5244309620226647,0.33078886896420306,1.3882068760824287,-0.043024241570553665,-0.9473236151679025,0.4530502475449797,-0.9302527991244255,-1.3241737762980974,2
-0.23647068833021995,-1.1449115527869826,-0.535131623682169,5.123239027683633,0.10597060001580692,-1.7407916868569702,2.469431276013994,-1.1392740327915833,4
0.3394498590546695,-1.6914672645466813,-0.535131623682169,-0.22536294519128952,1.2550188347616718,0.5175750103215091,-0.7544070711000244,-0.9543742892850674,4
