fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,pH,target
-0.5244309620226647,0.9320001518998713,-0.4611570659989154,-0.46855351735712547,-0.3840497273360723,1.2918721636398425,3
-0.2940627430687092,1.9158004330673288,0.056664837783860986,0.8720027565130501,0.6040732824365008,-0.7083954824325219,3
-0.2940627430687092,1.2599335789556907,-0.16525883526590046,-0.08553743910850388,0.21481270282912354,-0.32124690577335663,3
1.6640671180399145,-1.3635338374908619,-0.4611570659989154,0.10597060001580692,0.39447143187868233,-0.966494533538634,4
-0.5244309620226647,0.7133778671959924,-0.535131623682169,-0.27704547823281467,-0.20439099828651355,1.2918721636398425,3
-0.23647068833021995,0.385444440140173,-0.6830807390486765,-0.08553743910850388,0.36452831037042255,-0.06314785466724451,3
-0.5820230167611539,0.6587222960200224,-0.9789789697816916,-0.08553743910850388,-0.7733103069434496,0.5175750103215091,5
-0.2940627430687092,0.27613329778823315,-0.3871825083156616,-0.6600615564814363,-0.863139671468229,0.32400072199192365,5
-0.46683890728417593,-0.1611112716195254,2.645774356697742,0.10597060001580692,1.6520825352255937,0.259475959215397,3
-0.9275753451920874,0.27613329778823315,-0.535131623682169,-0.08553743910850388,0.5441870394199813,-0.19219738022030056,3
-1.561087947315466,0.46742779690412783,-0.6830807390486765,0.010216580453651524,0.36452831037042255,1.74354550307554,3
-0.2940627430687092,0.44010001131614285,-0.6830807390486765,-0.6600615564814363,-0.5337653348773713,-0.32124690577335663,3
0.3394498590546695,0.49475558249211277,0.9443595299829058,3.4573612846912463,2.9396367600807647,-0.966494533538634,3
0.3394498590546695,0.49475558249211277,1.0183340876661597,3.361607265129091,3.0294661246055443,-0.9019697707621074,3
0.10908164010071351,-1.3635338374908619,-0.535131623682169,1.8295429521346043,1.6820256567338534,-0.06314785466724451,5
-0.12128657885324247,0.16682215543629397,-0.6091061813654229,0.010216580453651524,0.27469894584564314,-1.2891183474212755,3
-0.5244309620226647,0.33078886896420306,1.3882068760824287,-0.9473236151679025,-0.5337653348773713,0.4530502475449797,2
-0.23647068833021995,-1.1449115527869826,-0.535131623682169,0.10597060001580692,0.27469894584564314,-1.7407916868569702,4
0.3394498590546695,-1.6914672645466813,-0.535131623682169,1.2550188347616718,0.39447143187868233,0.5175750103215091,4
-0.40924685254568716,-0.7623225545551937,-0.16525883526590046,0.6804947173887393,0.7238457684695401,1.356396926416372,3
-0.23647068833021995,-0.5437002698513144,-0.6830807390486765,-0.5643075369192809,-0.29422036281129293,-0.9019697707621074,3
