volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,target
0.9320001518998713,-0.4611570659989154,-0.24562280114914908,-0.46855351735712547,-0.3840497273360723,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,3
1.9158004330673288,0.056664837783860986,0.20009402992376119,0.8720027565130501,0.6040732824365008,-0.7083954824325219,0.12482156902198069,-0.5845748022720374,3
1.2599335789556907,-0.16525883526590046,0.07853489417660377,-0.08553743910850388,0.21481270282912354,-0.32124690577335663,-0.051024159002420445,-0.5845748022720374,3
-1.3635338374908619,-0.4611570659989154,-0.26588265710700865,0.10597060001580692,0.39447143187868233,-0.966494533538634,-0.4613308577260231,-0.5845748022720374,4
0.7133778671959924,-0.535131623682169,-0.26588265710700865,-0.27704547823281467,-0.20439099828651355,1.2918721636398425,-0.5785613430756232,-0.9543742892850674,3
0.385444440140173,-0.6830807390486765,-0.3874417928541658,-0.08553743910850388,0.36452831037042255,-0.06314785466724451,-1.1647137698236267,-0.9543742892850674,3
0.6587222960200224,-0.9789789697816916,-0.4684812166856041,-0.08553743910850388,-0.7733103069434496,0.5175750103215091,-1.1060985271488266,-0.39967505876552323,5
0.27613329778823315,-0.3871825083156616,-0.3064023690227278,-0.6600615564814363,-0.863139671468229,0.32400072199192365,-0.5199461004008235,-0.8619244175318104,5
-0.1611112716195254,2.645774356697742,-0.34692208093844695,0.10597060001580692,1.6520825352255937,0.259475959215397,0.8282044811195846,0.06257430000076386,3
0.27613329778823315,-0.535131623682169,0.17983417396589965,-0.08553743910850388,0.5441870394199813,-0.19219738022030056,-0.6957918284252239,-1.1392740327915833,3
0.46742779690412783,-0.6830807390486765,0.01775532630302505,0.010216580453651524,0.36452831037042255,1.74354550307554,-0.8130223137748247,-0.4921249305187803,3
0.44010001131614285,-0.6830807390486765,0.524251725249514,-0.6600615564814363,-0.5337653348773713,-0.32124690577335663,5.282962924404409,-1.2317239045448403,3
0.49475558249211277,0.9443595299829058,1.7803627946368061,3.4573612846912463,2.9396367600807647,-0.966494533538634,1.297126422517987,-1.1392740327915833,3
0.49475558249211277,1.0183340876661597,1.658803658889649,3.361607265129091,3.0294661246055443,-0.9019697707621074,1.590202635891989,-1.1392740327915833,3
-1.3635338374908619,-0.535131623682169,0.07853489417660377,1.8295429521346043,1.6820256567338534,-0.06314785466724451,0.5351282677455826,0.06257430000076386,5
0.16682215543629397,-0.6091061813654229,5.670255138545841,0.010216580453651524,0.27469894584564314,-1.2891183474212755,3.64173612951,-1.0468241610383244,3
0.33078886896420306,1.3882068760824287,-0.043024241570553665,-0.9473236151679025,-0.5337653348773713,0.4530502475449797,-0.9302527991244255,-1.3241737762980974,2
-1.1449115527869826,-0.535131623682169,5.123239027683633,0.10597060001580692,0.27469894584564314,-1.7407916868569702,2.469431276013994,-1.1392740327915833,4
-1.6914672645466813,-0.535131623682169,-0.22536294519128952,1.2550188347616718,0.39447143187868233,0.5175750103215091,-0.7544070711000244,-0.9543742892850674,4
-0.7623225545551937,-0.16525883526590046,-0.12406366540199364,0.6804947173887393,0.7238457684695401,1.356396926416372,-0.051024159002420445,-0.6770246740252962,3
-0.5437002698513144,-0.6830807390486765,0.36217287758663746,-0.5643075369192809,-0.29422036281129293,-0.9019697707621074,1.472972150542388,-0.8619244175318104,3
-0.2157668427954953,-0.16525883526590046,-0.08354395348627253,-0.6600615564814363,0.6040732824365008,-0.9019697707621074,-0.7544070711000244,-0.9543742892850674,3
-0.7076669833792237,-0.09128427758264665,-0.06328409752841295,0.48898667826442854,-0.20439099828651355,0.7756740614276212,-0.1682546443520212,-0.6770246740252962,4
-0.7623225545551937,-0.8310298544151842,-0.1645833773177108,-0.46855351735712547,-0.71342406392693,0.19495119643886757,-0.5785613430756232,-1.0468241610383244,3
-0.6530114122032542,-0.535131623682169,-0.1645833773177108,-1.1388316542922132,-1.0727415220260477,-0.19219738022030056,-0.4027156150512227,-0.8619244175318104,3
0.9866557230758413,-0.4611570659989154,-0.1645833773177108,-0.18129145867065927,-0.3541066058278125,1.0337731125337333,-0.6371765857504236,-0.9543742892850674,3
0.6313945104320375,-0.3871825083156616,-0.12406366540199364,-0.7558155760435917,-0.9230259144847486,0.4530502475449797,-0.4027156150512227,-0.5845748022720374,4
0.7953612239599472,-0.09128427758264665,0.01775532630302505,0.10597060001580692,1.0532201050603978,0.259475959215397,-0.6957918284252239,-0.30722518701226614,3
0.8500167951359171,-0.017309719899392832,0.3419130216287779,0.5847406978265839,-0.29422036281129293,0.9692483497572039,-0.5199461004008235,0.15502417175402095,4
0.6860500816080074,-0.16525883526590046,-0.10380380944413209,-0.08553743910850388,1.9814568718164514,-0.9019697707621074,0.007591083672379936,-0.5845748022720374,3
0.4127722257281579,6.0486040101274146,-0.3064023690227278,2.3083130499453812,1.0831632265686575,0.9047235869806772,-0.8130223137748247,-0.9543742892850674,4
-1.1449115527869826,-0.535131623682169,0.3013933097130588,-0.27704547823281467,0.09504021679608438,0.4530502475449797,-0.6371765857504236,-1.1392740327915833,3
0.6313945104320375,2.2019270105982196,-0.043024241570553665,-1.0430776347300579,-0.863139671468229,0.5820997730980357,-0.6371765857504236,-0.7694745457785532,4
0.385444440140173,-0.09128427758264665,-0.043024241570553665,-1.2345856738543688,-0.9529690359930084,0.7111492986510918,-0.3441003723764223,0.3399239152605368,4
-0.8169781257311636,-0.3132079506324078,-0.4482213607277445,-0.27704547823281467,-0.5038222133691115,-0.5148211941029393,0.4178977823959819,-0.6770246740252962,5
