right distance,right weight,left distance,left weight,target
2,0,0,0.9224641263497472,5
0,2,4,1.6647594780218093,3
1,3,4,-0.5621265769943773,2
1,3,4,-0.5621265769943773,1
2,1,0,0.18016877467768494,3
0,1,4,-0.5621265769943773,5
1,2,1,1.6647594780218093,1
2,1,2,-0.5621265769943773,5
1,1,2,0.18016877467768494,1
2,0,2,0.9224641263497472,1
1,1,2,0.9224641263497472,1
2,4,0,0.18016877467768494,2
1,3,3,0.18016877467768494,3
2,3,0,1.6647594780218093,1
2,1,1,-0.5621265769943773,4
1,4,3,0.18016877467768494,1
2,1,1,0.18016877467768494,3
2,4,0,0.18016877467768494,3
2,2,0,1.6647594780218093,5
2,1,0,1.6647594780218093,3
1,4,4,-1.3044219286664396,3
1,2,4,-0.5621265769943773,2
2,0,1,-1.3044219286664396,4
1,3,4,1.6647594780218093,1
2,4,1,0.9224641263497472,3
2,1,0,-0.5621265769943773,3
1,4,2,0.18016877467768494,4
1,2,4,-1.3044219286664396,1
1,4,0,-1.3044219286664396,1
2,0,1,-0.5621265769943773,2
2,2,0,0.9224641263497472,1
0,1,0,-1.3044219286664396,2
1,4,4,0.9224641263497472,4
2,3,0,-1.3044219286664396,5
0,3,2,0.18016877467768494,4
2,1,0,-0.5621265769943773,4
1,2,4,1.6647594780218093,2
1,3,1,-0.5621265769943773,1
2,1,0,1.6647594780218093,5
2,4,1,0.18016877467768494,5
2,2,1,1.6647594780218093,5
0,2,1,0.18016877467768494,2
2,0,2,0.9224641263497472,5
2,0,4,-0.5621265769943773,5
1,3,3,-0.5621265769943773,3
2,4,0,1.6647594780218093,4
2,2,1,0.9224641263497472,3
0,1,0,-0.5621265769943773,1
1,1,2,-1.3044219286664396,4
2,4,0,0.9224641263497472,3
0,0,4,-1.3044219286664396,5
2,0,1,0.9224641263497472,2
2,0,4,0.9224641263497472,2
2,1,0,0.9224641263497472,3
2,4,0,-0.5621265769943773,3
2,0,3,-0.5621265769943773,4
2,0,1,-0.5621265769943773,5
0,2,3,0.18016877467768494,4
2,0,3,0.18016877467768494,5
2,0,3,1.6647594780218093,2
0,0,3,-0.5621265769943773,2
1,3,4,-0.5621265769943773,3
2,0,4,0.18016877467768494,2
1,2,3,-1.3044219286664396,4
1,4,4,-0.5621265769943773,5
1,2,1,-1.3044219286664396,4
1,2,1,-1.3044219286664396,5
1,3,1,-1.3044219286664396,2
1,4,2,-1.3044219286664396,3
2,3,1,0.18016877467768494,3
2,4,0,-0.5621265769943773,4
2,0,2,0.18016877467768494,2
1,3,1,-1.3044219286664396,1
2,2,2,-0.5621265769943773,5
1,2,4,-1.3044219286664396,2
2,0,0,-0.5621265769943773,5
1,4,4,1.6647594780218093,1
1,4,4,0.18016877467768494,4
2,3,2,0.18016877467768494,5
1,4,1,-0.5621265769943773,2
1,4,4,-1.3044219286664396,4
1,4,4,0.9224641263497472,5
1,2,4,-1.3044219286664396,4
2,0,0,-1.3044219286664396,2
1,4,3,-0.5621265769943773,4
1,3,3,-0.5621265769943773,2
1,2,3,0.18016877467768494,3
1,4,4,-0.5621265769943773,4
0,1,3,0.9224641263497472,2
2,2,2,0.9224641263497472,3
0,3,2,0.9224641263497472,3
2,1,2,0.18016877467768494,5
1,3,3,1.6647594780218093,1
1,0,3,-1.3044219286664396,2
2,2,2,1.6647594780218093,5
1,3,2,-1.3044219286664396,1
2,0,0,-1.3044219286664396,4
1,0,3,-0.5621265769943773,1
0,2,0,0.18016877467768494,1
1,4,0,0.9224641263497472,1
1,4,3,-1.3044219286664396,1
1,4,4,-0.5621265769943773,2
2,2,2,1.6647594780218093,4
