right distance,right weight,left distance,left weight,target
2,3,3,0.6902203717011322,5
1,4,0,-1.4417936653312535,1
2,0,3,0.6902203717011322,3
1,0,3,-1.4417936653312535,2
1,2,4,1.400891717378594,2
2,2,1,1.400891717378594,2
2,0,1,-0.020450973976329712,5
2,0,4,-0.7311223196537916,4
1,1,3,-0.7311223196537916,2
2,0,1,1.400891717378594,2
1,2,3,1.400891717378594,2
1,2,3,-0.7311223196537916,5
2,2,2,0.6902203717011322,3
1,3,2,-1.4417936653312535,5
2,3,1,0.6902203717011322,4
2,0,3,-0.7311223196537916,4
2,3,1,1.400891717378594,2
2,0,2,1.400891717378594,2
2,1,2,0.6902203717011322,4
2,2,0,-0.7311223196537916,5
2,0,1,-0.020450973976329712,2
2,1,3,-0.020450973976329712,3
2,0,4,1.400891717378594,4
2,4,1,0.6902203717011322,4
1,2,4,-1.4417936653312535,5
1,1,1,-1.4417936653312535,2
2,2,1,0.6902203717011322,5
2,0,0,-0.020450973976329712,5
0,3,0,-1.4417936653312535,4
2,1,1,-0.7311223196537916,3
2,3,0,0.6902203717011322,5
1,4,4,-0.7311223196537916,1
1,3,3,-0.7311223196537916,5
2,1,2,1.400891717378594,3
1,4,4,1.400891717378594,2
2,1,0,-0.7311223196537916,5
2,1,1,1.400891717378594,5
0,4,4,1.400891717378594,5
1,4,2,-1.4417936653312535,5
2,1,2,-0.7311223196537916,4
1,0,3,-0.7311223196537916,1
1,4,2,-0.7311223196537916,5
2,4,1,1.400891717378594,5
1,3,4,-0.020450973976329712,5
2,2,0,1.400891717378594,2
2,0,0,1.400891717378594,5
2,1,0,1.400891717378594,1
1,3,1,-0.7311223196537916,2
2,0,3,-1.4417936653312535,5
1,4,4,-1.4417936653312535,5
1,0,4,-0.020450973976329712,1
1,4,1,-1.4417936653312535,5
2,0,1,1.400891717378594,5
1,4,2,-1.4417936653312535,2
1,2,1,-1.4417936653312535,2
2,4,2,1.400891717378594,4
1,1,3,-1.4417936653312535,2
1,1,1,-1.4417936653312535,3
2,2,1,0.6902203717011322,4
1,3,4,-0.7311223196537916,2
1,3,4,-0.7311223196537916,4
2,0,4,1.400891717378594,3
1,3,2,-0.020450973976329712,1
1,2,4,-0.7311223196537916,4
2,0,3,1.400891717378594,4
1,2,2,-0.7311223196537916,3
0,2,0,-0.020450973976329712,1
2,1,4,0.6902203717011322,3
1,3,1,1.400891717378594,1
0,3,0,0.6902203717011322,1
2,2,1,1.400891717378594,4
2,3,2,1.400891717378594,3
1,1,2,-1.4417936653312535,2
0,1,4,-0.7311223196537916,5
1,1,2,-1.4417936653312535,4
1,0,2,-1.4417936653312535,1
1,3,4,0.6902203717011322,4
1,2,1,-0.7311223196537916,1
1,4,2,0.6902203717011322,2
1,4,1,0.6902203717011322,1
1,4,3,-0.020450973976329712,4
2,2,0,-0.7311223196537916,2
0,4,0,1.400891717378594,1
2,4,0,0.6902203717011322,5
1,2,1,0.6902203717011322,1
2,3,0,0.6902203717011322,2
2,1,1,1.400891717378594,3
1,1,2,-0.020450973976329712,1
1,4,0,-1.4417936653312535,2
2,0,2,-0.020450973976329712,5
1,1,4,-1.4417936653312535,2
1,0,2,-1.4417936653312535,2
0,0,3,-0.7311223196537916,2
2,0,3,1.400891717378594,1
2,0,1,-1.4417936653312535,4
1,0,3,-0.020450973976329712,1
1,4,3,-0.020450973976329712,2
1,2,1,-1.4417936653312535,5
0,4,1,-0.7311223196537916,5
2,0,2,-0.7311223196537916,5
2,0,0,-1.4417936653312535,5
1,2,0,-0.7311223196537916,1
2,2,0,-0.020450973976329712,2
1,2,1,-0.7311223196537916,2
1,3,1,-1.4417936653312535,3
2,1,1,-0.020450973976329712,3
2,0,2,1.400891717378594,1
1,4,2,-0.020450973976329712,3
2,4,0,-0.020450973976329712,5
2,2,0,-0.020450973976329712,5
1,1,2,-0.7311223196537916,2
1,2,2,-0.020450973976329712,2
1,4,3,-1.4417936653312535,3
1,3,2,-0.7311223196537916,3
1,3,1,-0.7311223196537916,3
2,3,3,1.400891717378594,4
1,2,3,1.400891717378594,1
2,0,0,1.400891717378594,2
1,4,3,-0.020450973976329712,1
2,0,2,-0.7311223196537916,4
1,0,3,-1.4417936653312535,3
1,0,4,-1.4417936653312535,3
1,4,3,1.400891717378594,1
2,1,0,-0.7311223196537916,4
1,1,3,-0.020450973976329712,2
2,1,2,1.400891717378594,4
0,1,3,0.6902203717011322,2
2,0,0,0.6902203717011322,3
1,4,4,1.400891717378594,4
2,2,1,1.400891717378594,3
1,4,3,-1.4417936653312535,1
1,2,4,0.6902203717011322,3
1,1,3,0.6902203717011322,1
1,1,4,-1.4417936653312535,1
1,1,2,-1.4417936653312535,3
2,0,2,-0.7311223196537916,2
1,3,3,0.6902203717011322,2
2,2,1,-0.7311223196537916,4
1,1,4,-1.4417936653312535,4
2,1,0,-0.020450973976329712,5
2,0,1,-0.7311223196537916,4
2,1,2,-0.7311223196537916,5
2,4,1,1.400891717378594,4
2,2,0,1.400891717378594,5
0,1,4,1.400891717378594,2
1,2,4,-1.4417936653312535,1
2,0,4,-0.020450973976329712,4
2,4,0,1.400891717378594,5
1,1,3,-0.020450973976329712,1
1,1,0,-1.4417936653312535,1
2,0,0,0.6902203717011322,2
1,4,4,-1.4417936653312535,3
2,0,0,-0.7311223196537916,2
1,2,1,-1.4417936653312535,1
2,3,0,1.400891717378594,3
1,0,3,-1.4417936653312535,1
2,1,1,-0.020450973976329712,2
2,0,2,-0.7311223196537916,3
2,3,0,-1.4417936653312535,5
0,0,2,-1.4417936653312535,3
2,2,3,0.6902203717011322,4
2,0,1,0.6902203717011322,5
1,3,4,-0.020450973976329712,1
1,4,2,-0.020450973976329712,4
1,4,2,-0.020450973976329712,1
0,2,3,0.6902203717011322,3
1,2,2,-0.7311223196537916,1
1,3,2,1.400891717378594,2
1,2,2,0.6902203717011322,1
2,2,0,-1.4417936653312535,5
2,3,0,-0.7311223196537916,3
2,1,3,1.400891717378594,5
2,1,0,1.400891717378594,5
1,3,4,0.6902203717011322,3
1,3,0,-0.020450973976329712,1
1,4,4,-0.7311223196537916,3
1,4,3,1.400891717378594,3
1,2,4,-0.020450973976329712,1
1,2,0,-1.4417936653312535,2
1,4,2,1.400891717378594,2
2,2,3,1.400891717378594,3
1,2,2,0.6902203717011322,2
1,1,3,-1.4417936653312535,4
1,4,3,-1.4417936653312535,5
1,4,3,-0.7311223196537916,4
2,0,1,1.400891717378594,3
2,0,3,0.6902203717011322,5
2,0,1,0.6902203717011322,1
2,1,3,-0.020450973976329712,5
1,3,1,-1.4417936653312535,4
1,0,1,-1.4417936653312535,1
2,0,1,0.6902203717011322,4
2,0,3,-0.020450973976329712,2
2,2,1,0.6902203717011322,3
2,0,0,-0.7311223196537916,5
1,1,4,0.6902203717011322,1
2,0,4,0.6902203717011322,4
2,1,1,0.6902203717011322,3
1,3,0,-1.4417936653312535,3
0,0,3,-1.4417936653312535,4
2,0,2,-0.020450973976329712,4
0,1,1,0.6902203717011322,1
1,3,2,-0.7311223196537916,1
1,4,1,-0.020450973976329712,3
1,4,3,1.400891717378594,2
2,4,2,1.400891717378594,5
2,1,3,1.400891717378594,4
0,0,2,-0.020450973976329712,1
1,1,4,-0.020450973976329712,2
1,4,2,0.6902203717011322,1
0,0,1,-1.4417936653312535,2
1,4,4,0.6902203717011322,5
2,2,2,1.400891717378594,4
1,3,2,-0.020450973976329712,2
2,2,1,0.6902203717011322,2
2,1,1,-0.7311223196537916,5
2,1,4,1.400891717378594,5
1,1,3,-1.4417936653312535,3
0,1,3,-0.7311223196537916,4
1,4,0,0.6902203717011322,1
2,0,4,0.6902203717011322,3
0,2,1,-0.7311223196537916,3
1,2,2,-1.4417936653312535,4
2,0,2,0.6902203717011322,4
1,2,3,-0.020450973976329712,2
1,1,3,1.400891717378594,1
1,4,1,-0.7311223196537916,4
2,0,0,0.6902203717011322,4
1,0,4,0.6902203717011322,1
0,4,2,1.400891717378594,3
0,4,3,0.6902203717011322,5
1,4,4,-0.020450973976329712,3
1,4,3,-0.7311223196537916,1
1,4,1,-1.4417936653312535,4
1,2,3,-1.4417936653312535,3
2,4,0,0.6902203717011322,2
1,4,1,-0.7311223196537916,1
1,3,2,-0.7311223196537916,5
2,3,2,-0.020450973976329712,5
2,1,2,0.6902203717011322,3
1,4,3,0.6902203717011322,4
2,1,1,-0.020450973976329712,4
2,2,2,-0.020450973976329712,4
2,2,2,-0.7311223196537916,5
2,1,3,0.6902203717011322,3
2,0,4,-0.7311223196537916,3
2,4,0,0.6902203717011322,3
2,0,2,1.400891717378594,3
2,3,2,1.400891717378594,4
2,0,2,-0.020450973976329712,2
0,1,2,-0.7311223196537916,3
2,1,0,-0.020450973976329712,2
1,2,3,0.6902203717011322,1
2,0,0,1.400891717378594,1
2,1,4,-0.020450973976329712,4
1,2,1,1.400891717378594,1
1,4,3,-0.7311223196537916,2
2,0,3,-0.020450973976329712,5
2,2,0,0.6902203717011322,4
1,2,2,-1.4417936653312535,1
1,1,2,-1.4417936653312535,1
1,3,1,-1.4417936653312535,2
1,4,4,1.400891717378594,1
0,3,4,1.400891717378594,4
2,0,4,0.6902203717011322,5
2,1,1,1.400891717378594,4
2,2,0,0.6902203717011322,3
2,0,4,1.400891717378594,2
1,4,0,-1.4417936653312535,4
1,3,3,1.400891717378594,2
1,4,3,-0.7311223196537916,5
1,3,4,1.400891717378594,3
2,0,0,0.6902203717011322,1
2,1,1,-0.7311223196537916,4
1,4,4,-0.020450973976329712,4
1,2,4,1.400891717378594,1
0,3,1,0.6902203717011322,2
1,1,4,-0.7311223196537916,3
2,1,0,-0.020450973976329712,1
1,4,4,0.6902203717011322,1
1,2,3,-0.020450973976329712,1
2,0,0,1.400891717378594,3
2,1,4,1.400891717378594,3
1,3,1,-1.4417936653312535,5
2,2,2,1.400891717378594,3
1,4,2,1.400891717378594,1
1,4,3,-1.4417936653312535,2
1,0,4,-0.7311223196537916,2
2,3,1,0.6902203717011322,3
1,3,3,-0.7311223196537916,4
1,1,2,1.400891717378594,1
0,4,2,-0.020450973976329712,5
2,3,0,-0.020450973976329712,2
1,4,2,-0.7311223196537916,4
1,1,2,-0.7311223196537916,1
1,2,3,-1.4417936653312535,4
1,1,4,-0.7311223196537916,4
1,4,4,0.6902203717011322,3
2,0,1,-0.020450973976329712,4
2,4,1,-0.020450973976329712,5
1,4,4,-0.020450973976329712,1
2,1,0,-0.7311223196537916,2
1,4,4,-1.4417936653312535,1
1,3,1,0.6902203717011322,1
2,1,1,0.6902203717011322,5
2,0,0,-0.020450973976329712,1
2,1,3,1.400891717378594,3
1,2,3,-0.7311223196537916,2
2,1,2,0.6902203717011322,5
2,4,0,-0.020450973976329712,4
1,2,1,-1.4417936653312535,4
1,3,1,-0.020450973976329712,2
0,1,0,-0.7311223196537916,1
2,0,2,0.6902203717011322,5
1,3,4,-0.020450973976329712,3
1,4,0,-0.7311223196537916,2
2,0,4,-0.020450973976329712,5
0,3,1,-0.7311223196537916,4
1,3,0,-1.4417936653312535,1
2,1,0,0.6902203717011322,1
2,3,1,-0.020450973976329712,4
2,2,3,-0.020450973976329712,5
2,0,3,-0.020450973976329712,3
2,0,3,1.400891717378594,3
1,2,2,-0.7311223196537916,2
2,0,2,1.400891717378594,4
2,1,0,-0.020450973976329712,4
0,0,4,1.400891717378594,1
2,4,1,1.400891717378594,3
1,2,4,-0.020450973976329712,2
2,3,2,1.400891717378594,5
1,3,2,-0.7311223196537916,4
1,3,4,1.400891717378594,2
1,3,0,-0.7311223196537916,1
1,4,3,-0.020450973976329712,5
1,3,3,-0.7311223196537916,3
1,2,2,-1.4417936653312535,3
2,0,4,1.400891717378594,5
1,1,3,-0.7311223196537916,3
1,1,2,-1.4417936653312535,5
1,2,4,-0.7311223196537916,1
1,1,4,-0.7311223196537916,1
2,0,2,-1.4417936653312535,4
2,0,0,-0.7311223196537916,1
2,3,0,-0.7311223196537916,4
2,4,0,-0.020450973976329712,3
2,2,3,1.400891717378594,5
1,4,1,0.6902203717011322,2
1,3,3,-1.4417936653312535,4
2,0,0,-0.020450973976329712,4
1,2,4,-0.7311223196537916,5
1,3,4,-0.7311223196537916,1
2,1,1,-0.020450973976329712,5
0,3,4,0.6902203717011322,5
1,3,2,-1.4417936653312535,3
1,4,4,-0.7311223196537916,2
2,4,1,-0.020450973976329712,4
2,1,0,-1.4417936653312535,3
1,4,3,0.6902203717011322,3
2,0,3,-0.7311223196537916,3
2,0,0,-0.020450973976329712,2
2,1,0,-0.7311223196537916,3
1,3,4,1.400891717378594,1
2,4,0,1.400891717378594,3
0,1,0,-1.4417936653312535,2
1,1,3,-1.4417936653312535,5
1,4,1,-1.4417936653312535,3
1,4,1,-0.020450973976329712,2
1,3,3,1.400891717378594,1
2,4,2,0.6902203717011322,4
2,4,0,-0.7311223196537916,3
1,3,4,-0.7311223196537916,5
1,3,3,1.400891717378594,3
0,3,3,0.6902203717011322,4
1,2,0,-1.4417936653312535,1
1,4,3,-0.020450973976329712,3
2,2,3,0.6902203717011322,5
2,0,2,-0.020450973976329712,3
0,3,0,-0.7311223196537916,2
2,0,1,0.6902203717011322,3
1,4,4,-0.020450973976329712,2
1,0,4,-1.4417936653312535,4
2,0,2,0.6902203717011322,2
2,0,1,0.6902203717011322,2
1,3,1,-0.020450973976329712,1
0,2,1,-0.020450973976329712,2
2,2,0,-0.7311223196537916,4
1,4,3,0.6902203717011322,2
2,0,0,1.400891717378594,4
1,3,4,0.6902203717011322,1
2,4,1,0.6902203717011322,5
2,2,3,1.400891717378594,4
1,4,1,1.400891717378594,1
1,2,4,-0.020450973976329712,4
2,0,2,1.400891717378594,5
2,1,4,-0.020450973976329712,5
2,4,0,-0.020450973976329712,2
1,4,2,-1.4417936653312535,3
2,3,0,0.6902203717011322,3
1,4,1,-1.4417936653312535,2
1,3,2,-1.4417936653312535,2
1,1,1,-1.4417936653312535,1
2,1,1,-1.4417936653312535,5
2,4,3,1.400891717378594,5
1,2,4,-0.7311223196537916,3
1,4,2,-1.4417936653312535,4
2,2,1,-0.020450973976329712,5
1,2,2,-0.020450973976329712,1
2,3,1,0.6902203717011322,5
2,1,0,0.6902203717011322,3
1,4,0,-0.020450973976329712,1
1,1,4,-0.7311223196537916,2
2,1,2,0.6902203717011322,2
1,2,2,-0.7311223196537916,4
2,1,3,-0.020450973976329712,4
2,1,4,0.6902203717011322,5
2,3,2,0.6902203717011322,5
