right distance,right weight,left distance,left weight,target
2,0,3,1.3186561945825332,1
2,0,1,1.3186561945825332,4
1,4,1,-0.09963180136845823,3
1,4,1,-0.09963180136845823,2
0,0,4,1.3186561945825332,1
0,0,4,-1.5179197973194498,5
2,3,1,-0.09963180136845823,5
2,0,4,1.3186561945825332,2
1,0,2,-1.5179197973194498,1
1,3,1,0.6095121966070376,1
1,3,1,1.3186561945825332,1
1,3,1,-1.5179197973194498,1
1,1,3,-0.09963180136845823,1
2,0,2,1.3186561945825332,1
1,4,2,-0.808775799343954,5
1,3,2,0.6095121966070376,2
2,1,1,0.6095121966070376,4
2,3,2,-0.09963180136845823,5
2,3,2,1.3186561945825332,5
2,0,2,0.6095121966070376,4
1,2,1,-0.808775799343954,1
1,0,4,-0.808775799343954,2
2,4,1,0.6095121966070376,3
2,1,0,-0.808775799343954,4
0,4,3,1.3186561945825332,4
0,4,2,-0.09963180136845823,5
1,2,1,-1.5179197973194498,3
2,0,3,-0.09963180136845823,2
2,0,0,-0.808775799343954,4
1,3,4,-0.09963180136845823,4
1,2,4,-1.5179197973194498,3
2,0,1,-0.808775799343954,5
1,4,2,-0.808775799343954,3
2,4,0,1.3186561945825332,3
1,4,1,-0.808775799343954,1
1,4,4,1.3186561945825332,4
1,2,3,-0.09963180136845823,1
1,3,1,-1.5179197973194498,5
2,1,3,1.3186561945825332,2
1,0,3,-1.5179197973194498,3
1,3,3,-1.5179197973194498,4
1,4,2,0.6095121966070376,2
2,0,0,1.3186561945825332,3
2,0,2,0.6095121966070376,1
1,4,4,-1.5179197973194498,1
2,2,3,0.6095121966070376,4
2,0,0,-0.808775799343954,5
1,1,2,-0.09963180136845823,1
1,4,3,-0.808775799343954,5
2,0,3,0.6095121966070376,4
2,1,4,-0.09963180136845823,5
2,2,0,1.3186561945825332,2
2,2,0,0.6095121966070376,5
1,3,0,-0.808775799343954,1
2,0,3,1.3186561945825332,2
0,4,4,1.3186561945825332,5
2,2,3,1.3186561945825332,3
2,0,2,-0.808775799343954,2
2,3,3,1.3186561945825332,5
2,2,1,1.3186561945825332,3
0,2,3,-0.09963180136845823,4
1,4,1,-1.5179197973194498,2
2,1,0,1.3186561945825332,4
1,4,0,-1.5179197973194498,2
1,3,2,-0.808775799343954,2
2,0,1,0.6095121966070376,3
1,1,4,-1.5179197973194498,2
2,4,1,0.6095121966070376,4
2,0,1,-0.808775799343954,3
1,4,1,-0.808775799343954,2
1,3,4,0.6095121966070376,4
1,3,2,-1.5179197973194498,5
1,3,1,-0.808775799343954,3
2,3,2,1.3186561945825332,3
0,3,4,1.3186561945825332,4
2,0,2,0.6095121966070376,5
1,1,1,-1.5179197973194498,2
2,0,1,-0.808775799343954,2
2,3,0,0.6095121966070376,4
1,3,4,0.6095121966070376,3
1,4,4,0.6095121966070376,2
0,3,2,0.6095121966070376,3
2,2,2,0.6095121966070376,5
1,3,1,-0.09963180136845823,2
2,1,2,0.6095121966070376,5
1,3,3,0.6095121966070376,3
1,1,4,-1.5179197973194498,1
2,3,0,-0.808775799343954,4
2,2,1,-0.09963180136845823,4
1,3,3,-0.808775799343954,5
2,1,3,0.6095121966070376,3
0,1,1,-0.808775799343954,2
2,1,1,1.3186561945825332,3
0,0,0,-1.5179197973194498,1
2,1,3,-0.09963180136845823,5
2,0,1,1.3186561945825332,3
1,3,3,1.3186561945825332,1
1,4,2,-1.5179197973194498,5
1,2,3,1.3186561945825332,1
1,3,4,-0.09963180136845823,3
2,1,2,-0.09963180136845823,5
1,2,1,-1.5179197973194498,2
2,0,0,-0.09963180136845823,2
1,4,4,1.3186561945825332,2
2,1,2,-0.808775799343954,4
2,4,0,-0.808775799343954,4
2,0,0,-1.5179197973194498,3
1,4,3,-1.5179197973194498,4
2,0,0,0.6095121966070376,4
2,0,1,-0.09963180136845823,5
1,4,4,1.3186561945825332,3
1,4,4,-0.808775799343954,2
1,3,0,-0.09963180136845823,1
2,2,1,0.6095121966070376,5
1,3,2,0.6095121966070376,1
1,4,1,0.6095121966070376,2
2,1,4,1.3186561945825332,4
1,1,1,-0.808775799343954,1
1,3,4,-0.09963180136845823,1
0,1,2,-0.808775799343954,3
1,0,3,-0.09963180136845823,1
