right distance,right weight,left distance,left weight,target
2,4,2,1.3548037169437315,5
2,1,1,0.6715621872781428,3
1,2,4,1.3548037169437315,2
1,3,0,-1.3781624017186234,2
1,4,2,-0.6949208720530347,3
2,3,1,-0.01167934238744592,3
2,0,1,-0.01167934238744592,2
1,4,3,-0.6949208720530347,5
2,0,4,1.3548037169437315,2
2,4,0,-0.01167934238744592,3
1,2,2,-0.6949208720530347,3
2,0,1,1.3548037169437315,2
2,0,4,-0.6949208720530347,5
1,1,3,0.6715621872781428,1
1,0,2,-0.6949208720530347,1
1,2,3,-1.3781624017186234,1
1,4,1,-1.3781624017186234,4
2,1,0,1.3548037169437315,2
2,0,1,1.3548037169437315,3
2,3,1,1.3548037169437315,3
1,4,4,-0.6949208720530347,3
2,1,4,1.3548037169437315,4
2,3,3,1.3548037169437315,4
1,4,4,-0.6949208720530347,5
1,3,3,0.6715621872781428,3
1,1,1,-0.6949208720530347,1
2,1,2,0.6715621872781428,2
1,3,2,-0.6949208720530347,1
1,0,4,0.6715621872781428,1
1,1,3,-1.3781624017186234,2
1,3,4,-0.01167934238744592,3
1,2,4,0.6715621872781428,3
1,0,4,-0.6949208720530347,1
2,3,4,1.3548037169437315,5
2,0,4,1.3548037169437315,3
2,1,1,1.3548037169437315,3
2,1,4,-0.01167934238744592,5
1,3,0,-0.01167934238744592,1
2,0,0,0.6715621872781428,2
2,4,1,1.3548037169437315,4
1,1,4,-1.3781624017186234,3
1,3,0,-1.3781624017186234,1
2,0,3,1.3548037169437315,4
2,0,0,-1.3781624017186234,2
2,3,1,0.6715621872781428,5
2,0,3,-1.3781624017186234,5
0,0,4,-1.3781624017186234,5
1,2,3,-0.6949208720530347,3
2,4,0,0.6715621872781428,4
2,3,3,1.3548037169437315,5
1,3,0,-1.3781624017186234,3
1,3,3,-1.3781624017186234,5
1,4,3,-0.01167934238744592,1
1,3,3,-1.3781624017186234,2
1,1,2,-1.3781624017186234,4
2,2,3,1.3548037169437315,4
2,4,0,1.3548037169437315,2
2,0,4,0.6715621872781428,2
1,4,4,0.6715621872781428,1
2,0,3,1.3548037169437315,1
0,4,0,1.3548037169437315,1
2,2,1,0.6715621872781428,5
1,3,2,1.3548037169437315,1
1,1,4,-1.3781624017186234,2
1,4,0,-1.3781624017186234,4
1,0,4,-1.3781624017186234,1
2,1,2,0.6715621872781428,5
2,0,3,0.6715621872781428,4
1,3,3,-1.3781624017186234,3
1,0,1,-1.3781624017186234,1
1,3,1,-0.6949208720530347,3
2,0,2,-1.3781624017186234,4
1,4,4,1.3548037169437315,2
2,2,1,1.3548037169437315,5
2,0,0,0.6715621872781428,1
1,3,3,-0.6949208720530347,3
1,3,2,1.3548037169437315,2
2,0,0,1.3548037169437315,2
1,1,2,-0.01167934238744592,1
1,3,3,-0.6949208720530347,1
1,4,3,-0.6949208720530347,4
2,0,2,-0.6949208720530347,3
1,2,4,-1.3781624017186234,2
2,1,1,1.3548037169437315,5
2,2,1,1.3548037169437315,3
2,1,1,1.3548037169437315,1
1,3,3,0.6715621872781428,1
2,0,0,-0.01167934238744592,5
1,0,3,-1.3781624017186234,1
0,3,1,0.6715621872781428,2
2,1,4,0.6715621872781428,5
2,1,1,-0.01167934238744592,4
1,4,3,-0.6949208720530347,2
1,3,2,-0.01167934238744592,1
2,1,1,-0.6949208720530347,4
0,1,1,0.6715621872781428,1
1,3,4,-1.3781624017186234,5
2,1,1,-0.6949208720530347,3
2,1,0,-0.6949208720530347,4
2,2,0,-1.3781624017186234,4
2,1,0,-0.01167934238744592,2
0,2,3,-0.01167934238744592,4
2,4,1,1.3548037169437315,3
0,2,3,0.6715621872781428,3
1,0,2,-1.3781624017186234,2
1,4,2,-0.6949208720530347,5
2,2,3,1.3548037169437315,3
1,1,4,-1.3781624017186234,4
2,3,0,0.6715621872781428,4
1,1,1,-1.3781624017186234,3
1,4,4,1.3548037169437315,1
1,3,1,-0.6949208720530347,2
2,2,4,1.3548037169437315,5
1,3,3,-1.3781624017186234,4
1,3,4,-0.01167934238744592,5
2,3,0,-0.01167934238744592,5
1,4,1,-0.6949208720530347,1
1,2,2,-0.01167934238744592,2
1,3,4,0.6715621872781428,4
2,2,0,-0.6949208720530347,3
2,0,0,1.3548037169437315,4
1,2,3,-0.6949208720530347,2
1,4,1,1.3548037169437315,1
2,2,0,-0.6949208720530347,4
2,0,2,1.3548037169437315,2
2,0,2,1.3548037169437315,1
1,1,2,0.6715621872781428,1
2,2,3,-0.01167934238744592,5
1,3,3,1.3548037169437315,3
2,3,1,-0.6949208720530347,5
1,4,4,-0.01167934238744592,2
2,2,3,0.6715621872781428,4
1,1,1,-1.3781624017186234,2
2,1,2,1.3548037169437315,3
1,2,4,-1.3781624017186234,3
2,1,3,-0.6949208720530347,5
1,4,1,0.6715621872781428,2
1,4,2,-0.6949208720530347,4
2,2,0,0.6715621872781428,1
2,3,2,0.6715621872781428,4
2,0,3,1.3548037169437315,2
1,2,1,-1.3781624017186234,4
1,4,2,-1.3781624017186234,1
1,4,4,1.3548037169437315,4
1,4,4,-0.6949208720530347,1
1,4,3,1.3548037169437315,3
2,2,1,1.3548037169437315,2
0,2,1,-0.01167934238744592,2
1,3,4,-0.6949208720530347,5
1,3,4,-0.6949208720530347,4
1,2,4,1.3548037169437315,1
1,4,3,-0.6949208720530347,1
1,1,4,-0.6949208720530347,4
2,3,2,-0.01167934238744592,5
1,0,4,-0.01167934238744592,1
2,1,0,-1.3781624017186234,5
2,0,3,-0.6949208720530347,5
1,3,4,-0.6949208720530347,1
2,2,1,-0.01167934238744592,5
2,0,0,1.3548037169437315,3
1,4,4,-1.3781624017186234,3
1,2,4,0.6715621872781428,2
1,0,3,-1.3781624017186234,3
1,1,4,0.6715621872781428,2
2,0,1,0.6715621872781428,3
1,4,4,0.6715621872781428,4
1,2,3,-0.01167934238744592,2
1,3,2,-0.6949208720530347,3
1,2,2,-1.3781624017186234,2
1,3,4,-1.3781624017186234,1
1,1,4,-1.3781624017186234,1
1,1,3,1.3548037169437315,1
2,1,0,0.6715621872781428,5
1,3,2,-1.3781624017186234,1
1,3,3,1.3548037169437315,2
1,1,4,-0.6949208720530347,1
2,3,0,1.3548037169437315,4
1,4,1,-0.01167934238744592,1
0,4,2,1.3548037169437315,3
0,0,2,-1.3781624017186234,3
2,1,1,-0.01167934238744592,2
1,2,3,-0.01167934238744592,1
0,3,0,-1.3781624017186234,4
1,4,0,-0.6949208720530347,1
1,1,4,-0.01167934238744592,3
2,0,2,-0.01167934238744592,2
2,0,1,-0.6949208720530347,5
1,2,4,-0.6949208720530347,5
1,2,3,-0.6949208720530347,4
2,2,0,0.6715621872781428,4
0,4,3,1.3548037169437315,4
2,2,0,1.3548037169437315,3
2,4,0,1.3548037169437315,5
2,0,4,0.6715621872781428,4
2,0,3,-0.01167934238744592,5
1,1,2,-1.3781624017186234,1
2,2,2,1.3548037169437315,2
1,2,3,-0.6949208720530347,5
2,3,1,1.3548037169437315,4
2,1,1,-0.01167934238744592,3
2,0,2,-0.01167934238744592,3
2,1,0,-0.6949208720530347,3
2,3,0,1.3548037169437315,2
1,3,3,1.3548037169437315,1
1,1,3,-1.3781624017186234,4
2,3,2,0.6715621872781428,5
2,0,2,-1.3781624017186234,5
2,2,0,1.3548037169437315,4
1,0,4,-1.3781624017186234,4
0,1,3,-0.6949208720530347,4
2,3,0,-0.6949208720530347,4
1,3,2,-0.01167934238744592,2
2,3,2,1.3548037169437315,3
2,4,0,0.6715621872781428,2
0,4,4,1.3548037169437315,5
1,3,1,-0.6949208720530347,1
1,2,4,-0.6949208720530347,2
1,4,2,0.6715621872781428,2
1,3,4,-0.01167934238744592,1
2,3,1,-0.01167934238744592,4
2,4,2,1.3548037169437315,4
2,0,1,0.6715621872781428,4
2,1,4,1.3548037169437315,3
1,4,4,-1.3781624017186234,1
2,0,3,0.6715621872781428,2
1,2,3,1.3548037169437315,1
1,3,3,-1.3781624017186234,1
1,1,2,-0.6949208720530347,2
1,1,3,-0.01167934238744592,1
1,4,4,-0.01167934238744592,4
2,0,1,-1.3781624017186234,4
1,4,4,0.6715621872781428,3
1,4,3,-0.01167934238744592,5
1,3,1,-1.3781624017186234,3
2,0,4,-0.01167934238744592,5
2,1,0,-0.01167934238744592,1
2,2,1,0.6715621872781428,2
2,1,1,1.3548037169437315,2
2,2,2,0.6715621872781428,5
2,1,1,-1.3781624017186234,5
2,1,4,1.3548037169437315,5
0,2,1,-0.6949208720530347,3
1,4,0,-0.6949208720530347,2
2,2,2,1.3548037169437315,4
1,1,4,-0.6949208720530347,2
2,2,0,-1.3781624017186234,5
2,3,0,1.3548037169437315,5
2,1,0,-1.3781624017186234,4
1,4,0,-0.01167934238744592,1
2,1,0,1.3548037169437315,3
1,2,4,-1.3781624017186234,1
1,4,3,1.3548037169437315,1
2,1,0,0.6715621872781428,3
0,3,4,0.6715621872781428,5
2,0,0,-1.3781624017186234,5
1,2,3,-1.3781624017186234,3
2,2,0,-0.01167934238744592,5
2,2,3,0.6715621872781428,5
2,2,1,-0.6949208720530347,5
1,4,0,0.6715621872781428,1
1,3,4,0.6715621872781428,2
1,1,4,-1.3781624017186234,5
2,0,0,-0.01167934238744592,4
