right distance,right weight,left distance,left weight,target
2,4,0,1.371684872072908,3
1,3,1,-1.4060629390421537,4
0,1,2,-0.01718903348462292,2
2,0,0,1.371684872072908,5
0,4,1,1.371684872072908,2
2,4,0,-0.01718903348462292,5
2,0,2,-1.4060629390421537,5
2,2,2,0.6772479192941425,3
2,1,4,0.6772479192941425,3
1,1,2,-0.7116259862633884,2
1,2,3,-1.4060629390421537,5
1,2,2,0.6772479192941425,2
1,4,1,0.6772479192941425,1
2,2,0,-0.01718903348462292,2
2,3,0,-0.7116259862633884,4
2,3,0,0.6772479192941425,3
2,1,1,1.371684872072908,3
2,0,2,-0.7116259862633884,5
2,3,1,-0.01718903348462292,5
1,2,3,-0.7116259862633884,2
2,2,1,1.371684872072908,2
1,1,3,-1.4060629390421537,2
1,2,3,-0.7116259862633884,3
2,3,3,1.371684872072908,5
2,1,0,0.6772479192941425,5
1,3,3,-0.7116259862633884,5
2,0,0,0.6772479192941425,1
1,3,3,-0.7116259862633884,1
2,0,3,-0.01718903348462292,4
2,3,1,0.6772479192941425,5
1,2,3,0.6772479192941425,1
2,1,3,-0.01718903348462292,5
1,1,1,-1.4060629390421537,1
2,0,0,-0.7116259862633884,1
1,4,0,-1.4060629390421537,1
1,4,1,-0.7116259862633884,3
2,0,0,-1.4060629390421537,5
0,3,2,-0.01718903348462292,4
2,1,1,-0.01718903348462292,3
2,1,0,0.6772479192941425,4
2,0,1,0.6772479192941425,1
2,0,4,-0.7116259862633884,3
2,0,0,-0.01718903348462292,2
1,4,3,-0.7116259862633884,2
1,2,1,-0.01718903348462292,1
1,2,4,-1.4060629390421537,5
2,1,0,1.371684872072908,5
2,3,0,1.371684872072908,1
2,1,0,-0.01718903348462292,5
2,0,4,1.371684872072908,4
2,2,3,0.6772479192941425,5
1,2,3,1.371684872072908,1
1,0,3,-1.4060629390421537,3
1,4,4,-0.01718903348462292,2
1,4,4,-0.7116259862633884,2
2,2,2,0.6772479192941425,5
2,3,0,1.371684872072908,5
1,4,3,-0.01718903348462292,3
2,0,3,0.6772479192941425,5
2,1,3,0.6772479192941425,4
1,1,4,-0.7116259862633884,3
1,4,1,-1.4060629390421537,1
2,0,1,-0.01718903348462292,1
2,1,4,1.371684872072908,3
1,2,3,-1.4060629390421537,2
1,4,3,0.6772479192941425,2
2,3,1,0.6772479192941425,4
2,0,2,0.6772479192941425,3
2,2,3,1.371684872072908,5
1,2,4,-1.4060629390421537,2
0,0,3,0.6772479192941425,1
1,0,2,-1.4060629390421537,2
0,3,0,0.6772479192941425,1
1,3,4,-0.01718903348462292,3
2,0,2,0.6772479192941425,5
0,2,2,-0.01718903348462292,3
2,3,1,1.371684872072908,3
2,4,2,0.6772479192941425,4
1,1,0,-1.4060629390421537,1
1,0,2,-0.7116259862633884,1
1,3,1,-0.01718903348462292,1
2,1,2,0.6772479192941425,2
2,3,3,0.6772479192941425,5
2,0,0,0.6772479192941425,5
0,3,1,0.6772479192941425,2
2,3,1,0.6772479192941425,3
2,1,2,0.6772479192941425,4
2,1,1,0.6772479192941425,2
2,1,2,0.6772479192941425,3
0,2,4,-0.01718903348462292,5
2,3,1,1.371684872072908,5
2,1,0,-0.7116259862633884,5
1,2,3,-0.7116259862633884,5
1,4,3,-1.4060629390421537,5
1,4,1,-0.7116259862633884,2
2,1,1,1.371684872072908,4
2,0,0,1.371684872072908,4
1,3,1,-1.4060629390421537,1
1,1,4,-0.7116259862633884,4
2,0,3,1.371684872072908,3
1,3,4,-0.01718903348462292,4
1,4,2,-1.4060629390421537,2
2,4,1,-0.01718903348462292,4
0,1,4,1.371684872072908,2
1,2,2,-1.4060629390421537,3
2,4,0,1.371684872072908,4
2,2,1,0.6772479192941425,4
1,2,1,-1.4060629390421537,4
2,2,2,-0.7116259862633884,5
1,4,4,-1.4060629390421537,2
2,3,0,-0.01718903348462292,2
2,1,0,1.371684872072908,4
2,0,1,-1.4060629390421537,3
1,2,2,-0.01718903348462292,1
2,2,0,0.6772479192941425,2
2,2,1,-0.01718903348462292,4
2,0,0,-0.01718903348462292,1
2,1,0,-1.4060629390421537,5
1,4,0,-0.7116259862633884,2
1,3,4,1.371684872072908,1
2,0,4,1.371684872072908,2
1,2,4,-1.4060629390421537,4
2,1,0,0.6772479192941425,2
1,4,3,-1.4060629390421537,3
1,2,3,-0.01718903348462292,3
1,3,3,-1.4060629390421537,4
2,0,0,-1.4060629390421537,2
2,3,3,1.371684872072908,4
1,4,4,-1.4060629390421537,1
1,3,2,-0.7116259862633884,5
0,1,3,-0.7116259862633884,4
1,2,2,-0.7116259862633884,1
0,1,1,-1.4060629390421537,4
2,2,4,1.371684872072908,4
1,4,2,-0.7116259862633884,1
1,3,4,0.6772479192941425,4
0,1,1,0.6772479192941425,1
1,1,2,-1.4060629390421537,1
2,0,2,1.371684872072908,1
2,0,3,1.371684872072908,4
1,3,4,-1.4060629390421537,5
2,0,4,1.371684872072908,3
1,4,0,-0.01718903348462292,1
2,0,2,1.371684872072908,3
1,2,2,-1.4060629390421537,2
2,0,4,-0.01718903348462292,3
1,4,4,-0.01718903348462292,3
2,2,3,1.371684872072908,3
1,3,2,1.371684872072908,1
1,2,4,-0.7116259862633884,4
1,4,3,0.6772479192941425,4
1,3,4,-1.4060629390421537,3
1,4,1,-1.4060629390421537,3
2,0,0,-0.7116259862633884,2
2,2,0,1.371684872072908,1
2,2,0,1.371684872072908,3
2,0,1,-1.4060629390421537,4
2,1,2,-0.01718903348462292,5
1,4,3,-1.4060629390421537,4
2,1,1,-0.7116259862633884,4
1,1,2,-1.4060629390421537,2
1,2,2,0.6772479192941425,1
1,2,4,0.6772479192941425,2
1,1,3,-0.7116259862633884,1
1,1,3,-1.4060629390421537,3
2,0,0,-0.7116259862633884,3
1,0,4,-0.7116259862633884,2
2,0,2,-0.01718903348462292,3
1,3,3,0.6772479192941425,2
1,1,3,-0.01718903348462292,1
0,0,4,1.371684872072908,1
0,2,4,1.371684872072908,3
1,2,4,0.6772479192941425,3
1,3,3,-0.7116259862633884,3
1,4,0,-1.4060629390421537,4
1,2,1,-1.4060629390421537,5
1,1,4,-0.01718903348462292,2
2,2,0,-0.01718903348462292,5
2,1,2,-0.7116259862633884,4
1,0,4,-1.4060629390421537,2
2,1,0,0.6772479192941425,1
1,2,3,-1.4060629390421537,1
1,3,3,-0.01718903348462292,4
2,0,0,-0.01718903348462292,4
2,2,2,1.371684872072908,5
2,1,3,1.371684872072908,4
1,4,4,0.6772479192941425,3
2,3,0,-0.7116259862633884,5
2,3,1,1.371684872072908,2
2,0,2,-0.01718903348462292,5
2,0,3,1.371684872072908,2
2,0,0,1.371684872072908,1
2,1,1,-0.01718903348462292,4
1,4,4,-0.7116259862633884,4
2,0,1,0.6772479192941425,5
2,2,1,1.371684872072908,3
2,0,4,-0.01718903348462292,5
1,0,2,-1.4060629390421537,1
1,2,2,1.371684872072908,1
0,0,3,-0.7116259862633884,2
0,0,0,-1.4060629390421537,1
1,1,3,-0.7116259862633884,3
