dataset_name,baseline mean,baseline std,batch normalisation mean,batch normalisation std,dropout mean,dropout std,layer normalisation mean,layer normalisation std,prune mean,prune std,weight decay mean,weight decay std,weight normalisation mean,weight normalisation std,weight perturbation mean,weight perturbation std,meta learner mean,meta learner std
Mushroom,0.0,0.0,0.07589470801140552,0.024008408034989003,-0.000483685488304908,-0.0014510564649143798,0.015975809915522166,0.03160543171729048,0.002418427441524096,0.0009185088197570183,0.0009673709766095939,0.0007654688977940716,0.00048368548830468594,0.00048368548830483036,0.0009673709766095939,0.0007654688977940716,0.0009673709766095939,0.0007654688977940716
Mushroom,0.0,0.0,-0.018604725460464322,-0.016550268179955127,-0.00299192489993072,-0.014552601488110644,0.0036995475143877243,-0.014343505005788723,0.025179758725976664,-0.02501361702640894,0.004892779492918997,-0.00854581625550176,0.008345380514610867,-0.0008461691416007389,0.0031388088462581676,0.0012957457477326753,-0.018604725460464322,-0.016550268179955127
Mushroom,0.0,0.0,0.016683103902220053,-0.04738395834332814,0.04128088616745951,-0.013687664134369622,0.02373662058305337,-0.038977005873422385,0.08394076737742706,-0.026769423227852585,0.006067880426753214,-0.03071645760575019,-0.012106383954921696,-0.003784567819616849,0.005897762830951225,0.0004775801350264605,0.016683103902220053,-0.04738395834332814
Mushroom,0.0,0.0,-0.007114856176541728,-0.008849998917128891,0.005659649311298809,-0.005928410250690343,-0.004220322310957925,-0.00041825015193188396,0.010193116508999234,-7.47901649158951e-05,0.002323144151715417,-0.0010432588615847099,0.00923158475693775,0.001547719734178268,-0.007078371211725831,0.005471753390831313,-0.007114856176541728,-0.008849998917128891
Mushroom,0.0,0.0,0.0,0.0,-0.000341833936648106,0.0010255018099444846,0.0,0.0,-0.00123403271487188,0.0037020981446158727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mushroom,0.0,0.0,0.007458234194335778,0.0056228158079439094,0.03300803822710474,-0.00649674499235027,-0.022967038081616376,0.0005728714472229279,-0.006431382292893306,-0.015801098512084392,-0.002327078969126428,0.000982162029886345,-0.0015225883438816368,0.0018564633959811602,0.013309749102062618,-0.0007632773470489587,0.007458234194335778,0.0056228158079439094
Mushroom,0.0,0.0,-0.01077889825603806,-0.000632817146902262,0.0018390108174668462,-0.0021853889704321443,-0.013250137584622568,0.008733871054326624,0.010775517634947995,-0.007509762812038696,0.013309456486686244,0.0026545036449516536,-0.03377218779311464,0.0573215396612964,-0.00199178758437224,-0.0026903676045859012,-0.01077889825603806,-0.000632817146902262
Mushroom,0.0,0.0,0.06723398140626102,0.0162483459764527,0.06069236280395296,0.017780047230433166,0.045674493659229265,0.019950315049157563,0.008399605778440677,0.0964603684314454,0.022586646261043897,-0.001696539837658403,0.0174448031313974,0.008152759394039385,0.017647150925773736,0.009676830600427186,0.06723398140626102,0.0162483459764527
Mushroom,0.0,0.0,0.01791704540104122,-0.006101402232412137,0.017778156615811835,-0.005091354643812839,-0.005632564721718247,0.00391462680054399,0.020922131270050603,-0.0037725020593278105,0.024663514464432823,-0.004869979867125236,0.022676092760594457,-0.003548025863725615,0.007470201684330879,0.008888425357491445,0.01791704540104122,-0.006101402232412137
Mushroom,0.0,0.0,-0.044117622605055806,0.0019676969944807422,-0.01154379403829342,0.004845352600700254,-0.022098185632472567,0.0021183169226959182,0.0033393838353509286,-0.008797270271267432,-0.000408783342783714,0.0018271913418671341,-0.008846253123827141,-0.001381843231406301,-0.01566430167875621,0.010521185307140416,-0.044117622605055806,0.0019676969944807422
Mushroom,0.0,0.0,-0.007943310322548913,-0.004346342153412289,-0.019027651287361502,-0.006877778682395974,-0.029569251600433222,-0.01785404865016254,-0.008597513068377305,0.010001598628193907,-0.0059982757031399325,0.015437168045147873,-0.004145596970344667,0.007957481465163022,-0.012092717640960426,0.012089788894611785,-0.004145596970344667,0.007957481465163022
Mushroom,0.0,0.0,0.012612914268461561,0.002096741296943254,0.019592912183070577,-0.010507189292978867,-0.035319078441454654,-0.023562551674253373,0.024193671149274842,-0.004444175893410712,0.00495115798314405,0.00022739189079337696,-0.01088047816576243,0.013138958344992756,-0.003088691927368492,-0.0003790656706886726,-0.01088047816576243,0.013138958344992756
Mushroom,0.0,0.0,-0.033696638353463815,-0.007138729736461742,0.0261531468770817,-0.010432186252960683,-0.05172682174462906,-0.017714840159097724,0.0162778970488634,-0.017923617390502022,-0.004094802981397971,0.0004334917648222067,0.02232882263139524,0.0006678929748801243,0.028491279359375232,-0.010742453966072645,-0.033696638353463815,-0.007138729736461742
Mushroom,0.0,0.0,-0.02119745333165768,-0.0007919810649181375,0.008641832072604827,-0.003579583073404044,-0.04870301490965179,-0.016606356526706195,0.010282392638986004,-0.008816259277098518,0.022128260610575823,-0.005666095345321802,0.03574391554298495,-0.025395288131264536,-4.997384215987832e-05,0.003124264812782905,-0.02119745333165768,-0.0007919810649181375
Mushroom,0.0,0.0,0.002351181133823488,-0.0014785838502449113,0.01648837656165525,-0.006373862726353027,-0.033808178038039816,-0.0020932588162012322,0.011711915298242226,0.0032641734771178127,-0.01027602149878093,0.007886228458247345,0.009755311798219535,0.00553372778582905,0.0027724895421356033,0.014348516317871374,0.002351181133823488,-0.0014785838502449113
