model type,technique,training loses,testing loses,model path,training accuracies,training f1,training true positives,training true negatives,training false positives,training false negatives,testing accuracies,testing f1,testing true positives,testing true negatives,testing false positives,testing false negatives
Decision tree,baseline,"[0.2195845697329377, 0.22551928783382788, 0.228486646884273, 0.2166172106824926, 0.20771513353115728, 0.22781065088757396, 0.21597633136094674, 0.21893491124260356, 0.21597633136094674, 0.21005917159763313]",0.22962962962962963,Models\DecisionTrees\20260415_Apr\baseline.pkl,"[78.04154302670622, 77.44807121661721, 77.1513353115727, 78.33827893175074, 79.22848664688428, 77.2189349112426, 78.40236686390533, 78.10650887573965, 78.40236686390533, 78.99408284023669]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,293.0,0.0,82.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Decision tree,batch normalisation,"[0.2195845697329377, 0.22551928783382788, 0.22551928783382788, 0.19584569732937684, 0.22255192878338279, 0.22485207100591717, 0.22781065088757396, 0.1893491124260355, 0.21597633136094674, 0.1952662721893491]",0.4962962962962963,Models\DecisionTrees\20260415_Apr\batch_normalisation.pkl,"[78.04154302670622, 77.44807121661721, 77.44807121661721, 80.41543026706232, 77.74480712166172, 77.51479289940828, 77.2189349112426, 81.06508875739645, 78.40236686390533, 80.4733727810651]","[0.0, 0.3553299492385787, 0.0, 0.39244186046511625, 0.35856573705179284, 0.34574468085106386, 0.0, 0.40166204986149584, 0.37991858887381275, 0.4244031830238727]",23.0,277.0,13.0,62.0,50.37037037037037,0.38929440389294406,16.0,52.0,44.0,23.0
Decision tree,dropout,"[0.1572700296735905, 0.1661721068249258, 0.1513353115727003, 0.1632047477744807, 0.1543026706231454, 0.16568047337278108, 0.16568047337278108, 0.15088757396449703, 0.16272189349112426, 0.16272189349112426]",0.22962962962962963,Models\DecisionTrees\20260415_Apr\dropout.pkl,"[84.27299703264094, 83.38278931750742, 84.86646884272997, 83.67952522255193, 84.56973293768546, 83.4319526627219, 83.4319526627219, 84.91124260355029, 83.72781065088756, 83.72781065088756]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,315.0,0.0,60.0,77.03703703703704,0.0,0.0,104.0,0.0,31.0
Decision tree,layer normalisation,"[0.1394658753709199, 0.11869436201780416, 0.1543026706231454, 0.13353115727002968, 0.13353115727002968, 0.1390532544378698, 0.11834319526627218, 0.12130177514792899, 0.1242603550295858, 0.10355029585798817]",0.5333333333333333,Models\DecisionTrees\20260415_Apr\layer_normalisation.pkl,"[86.05341246290801, 88.13056379821958, 84.56973293768546, 86.64688427299704, 82.19584569732937, 86.09467455621301, 88.16568047337277, 87.86982248520711, 87.57396449704143, 89.64497041420118]","[0.5976095617529881, 0.6948228882833788, 0.4166666666666667, 0.5345501955671447, 0.5937921727395412, 0.5447470817120622, 0.6185567010309279, 0.793854033290653, 0.547945205479452, 0.7810499359795134]",63.0,269.0,20.0,23.0,46.666666666666664,0.4857142857142857,34.0,29.0,36.0,36.0
Decision tree,prune,"[0.23738872403560832, 0.22255192878338279, 0.2551928783382789, 0.2314540059347181, 0.26112759643916916, 0.23076923076923078, 0.23668639053254437, 0.22485207100591717, 0.2455621301775148, 0.22781065088757396]",0.4074074074074074,Models\DecisionTrees\20260415_Apr\prune.pkl,"[76.26112759643917, 77.74480712166172, 74.4807121661721, 74.77744807121661, 73.88724035608308, 76.92307692307693, 76.33136094674556, 77.51479289940828, 75.44378698224851, 77.2189349112426]","[0.6179775280898876, 0.5898123324396782, 0.3522504892367906, 0.5719237435008665, 0.4074074074074074, 0.5646630236794171, 0.5871886120996441, 0.6166982922201139, 0.43273753527751646, 0.6244424620874219]",76.0,216.0,35.0,48.0,59.25925925925925,0.060851926977687626,3.0,77.0,4.0,51.0
Decision tree,weight normalisation,"[0.314540059347181, 0.3115727002967359, 0.3026706231454006, 0.3115727002967359, 0.32344213649851633, 0.31952662721893493, 0.3224852071005917, 0.3165680473372781, 0.3136094674556213, 0.3106508875739645]",0.3111111111111111,Models\DecisionTrees\20260415_Apr\weight_normalisation.pkl,"[62.01780415430267, 68.84272997032642, 69.73293768545994, 68.84272997032642, 67.65578635014838, 68.04733727810651, 67.75147928994083, 61.53846153846154, 68.63905325443787, 68.93491124260355]","[0.2807971014492754, 0.4878048780487805, 0.488245931283906, 0.48118985126859143, 0.46649703138252757, 0.4812398042414356, 0.47098402018502944, 0.28258887876025524, 0.45694200351493847, 0.46861184792219274]",32.0,231.0,13.0,99.0,68.88888888888889,0.5324074074074074,23.0,70.0,22.0,20.0
Decision tree,weight decay,"[0.26112759643916916, 0.2522255192878338, 0.24925816023738873, 0.22255192878338279, 0.26706231454005935, 0.2485207100591716, 0.24260355029585798, 0.23668639053254437, 0.25443786982248523, 0.23964497041420119]",0.43703703703703706,Models\DecisionTrees\20260415_Apr\weight_decay.pkl,"[73.88724035608308, 71.81008902077151, 75.07418397626114, 73.88724035608308, 73.29376854599407, 70.41420118343196, 75.7396449704142, 76.33136094674556, 74.55621301775149, 76.03550295857988]","[0.5555555555555556, 0.5385252692626347, 0.48672566371681414, 0.5991561181434599, 0.47538200339558573, 0.43119266055045874, 0.43782837127845886, 0.6893819334389857, 0.6637931034482759, 0.6473029045643154]",71.0,215.0,27.0,62.0,56.2962962962963,0.47381546134663344,19.0,57.0,40.0,19.0
Decision tree,weight perturbation,"[0.005934718100890208, 0.002967359050445104, 0.005934718100890208, 0.005934718100890208, 0.005934718100890208, 0.005917159763313609, 0.005917159763313609, 0.0029585798816568047, 0.005917159763313609, 0.0029585798816568047]",0.5111111111111111,Models\DecisionTrees\20260415_Apr\weight_perturbation.pkl,"[99.10979228486647, 99.70326409495549, 99.10979228486647, 99.10979228486647, 99.10979228486647, 99.11242603550295, 99.11242603550295, 99.40828402366864, 99.11242603550295, 99.70414201183432]","[0.9752747252747253, 0.9881422924901185, 0.9771573604060914, 0.975609756097561, 0.9762532981530343, 0.9765625, 0.9768637532133676, 0.9873060648801129, 0.9762532981530343, 0.9881422924901185]",82.0,291.0,0.0,2.0,48.888888888888886,0.17391304347826086,6.0,60.0,42.0,27.0
KNN,baseline,"[0.20919881305637983, 0.1943620178041543, 0.20919881305637983, 0.2195845697329377, 0.21661721068249257, 0.21745562130177515, 0.22485207100591714, 0.1937869822485207, 0.21301775147928995, 0.20710059171597633]",0.3222222222222222,Models\KNN\20260415_Apr\baseline.pkl,"[72.10682492581603, 74.4807121661721, 73.59050445103857, 70.02967359050444, 73.59050445103857, 71.00591715976331, 69.8224852071006, 73.96449704142012, 72.18934911242604, 72.48520710059172]","[0.11764705882352941, 0.07936507936507936, 0.13574660633484162, 0.13005780346820808, 0.15918958031837915, 0.14064697609001406, 0.12517385257301808, 0.1076923076923077, 0.10130246020260492, 0.060240963855421686]",8.0,285.0,8.0,74.0,61.48148148148148,0.03508771929824561,1.0,99.0,5.0,30.0
KNN,batch normalisation,"[0.17507418397626112, 0.1602373887240356, 0.17655786350148367, 0.16617210682492584, 0.16913946587537093, 0.1863905325443787, 0.17899408284023668, 0.18195266272189348, 0.17899408284023668, 0.18047337278106507]",0.34444444444444444,Models\KNN\20260415_Apr\batch_normalisation.pkl,"[75.96439169139467, 79.22848664688428, 75.37091988130564, 78.04154302670622, 77.74480712166172, 73.66863905325444, 77.51479289940828, 76.33136094674556, 76.92307692307693, 75.7396449704142]","[0.38303693570451436, 0.39942938659058486, 0.3835978835978836, 0.37626628075253254, 0.35816618911174786, 0.348993288590604, 0.35161744022503516, 0.4199475065616798, 0.3576341127922971, 0.3611111111111111]",29.0,281.0,9.0,56.0,62.96296296296296,0.18867924528301888,7.0,83.0,13.0,32.0
